isim,Spotify_Isim,Spotify_ID,Takipci,EveryNoise_Tur,Spotify_Tur
Mehometh,Mehometh,5EPjr60R1LwaLLyQzxsuZc,190,turkish black metal,black metal
Tagraht,Tagraht,5WWvt0vaDbc2STtZQij64x,112,turkish black metal,
Acrosome,Acrosome,192W25y4CLblS3VMcRJFKQ,408,turkish black metal,"black metal, acid rock"
Akredsyah,Akredsyah,4JMPQDPkvsA2deTOqhMp1S,167,turkish black metal,
Daelkyr,Daelkyr,4lH3C5d4pDyNzCwZXRQBVz,301,turkish black metal,black metal
Dark Eden,Dark Eden,4pUBwwOfL9N58nC07EJmO6,132,turkish black metal,black metal
Draut,Draut,0xkgtgHyZFJdotii5RGrM9,96,turkish black metal,black metal
Imha Tarikat,Imha Tarikat,0Cor5wxhCtEuSz85zFb9qY,5398,turkish black metal,black metal
Sorg Uten Tårer,Sorg Uten Tårer,4kwvCKvflfeM1MAhPhVI2Z,640,turkish black metal,black metal
Akrunant,Akrunant,3MNVGOXN9hyB29naX3rLEE,188,turkish black metal,black metal
The Sarcophagus,The Sarcophagus,6wryz8xpzQIHeVWtmU1tEX,430,turkish black metal,black metal
Reverse Evolution,Reverse Evolution,7qgKRDmSTurTQVqrxoYvs4,90,turkish black metal,black metal
Valefor,Valefor,0mMlZ7OTirL6Wgb70pyEae,1023,turkish black metal,"dark ambient, black metal, neofolk"
Baalzephon,Baalzephon,0CQ6k34gFZiM1GHmziagag,143,turkish black metal,
Death Sigh Ritual,Death Sigh Ritual,1iPPSOIFLumViha4yZSvHp,103,turkish black metal,black metal
Exile,Exile,6cuYjZ3z1ogpopH0OSYCyl,78,turkish black metal,black metal
Gargoyle,Gargoyle,387KqUkx5zDprFzXIvv6Uc,815,turkish black metal,
Narken,Narken,1aU9El05ftjszu3hiN96gS,,turkish black metal,
Phronesis,Phronesis,3FtuExHiGsLvTnreIt7i2x,16063,contemporary jazz,"experimental jazz, jazz, nu jazz, jazz fusion"
Pogrom,Pogrom,1azo97fgQVScjCQUNzk0Vn,87,turkish black metal,
Sociopath,Sociopath,7wCM7a7q5qnB3oAmH0RAkC,291,turkish black metal,hardcore punk
Soul Rape,Soul Rape,05zigHF48U2OPFdbY2CW8Y,294,turkish black metal,"melodic death metal, death metal"
Strung,Strung,2zW6s0u0WBwLNQrbrzzrvI,15,turkish black metal,
Zifir,Zifir,0PzPjxKaNUFimk8qcNIQ8L,222,turkish black metal,black metal
Komik Günler,Komik Günler,6ardoKBGtdUvsJYlBeoxnn,6919,turkish reggae,
Bosphoroots,Bosphoroots,6vC6fiFQ9XBzM1cUA1ehLp,10147,turkish reggae,
Zeytin,Zeytin,67dN7hQ6OskLPVDMaC8iQM,3383,turkish reggae,
Beton Orman,Beton Orman,7lvEffGkcReSEkDjMzdAE2,1686,turkish reggae,turkish hip hop
Genjah,Genjah,1SHt7sgmTqX8Hj1HZGvCQY,1087,turkish reggae,turkish hip hop
Hariçten Gazelciler,Hariçten Gazelciler,2piV0LhvMlRHmqNxUC0kS3,4983,turkish reggae,anatolian rock
SUPERNOVA Reggae Band,SUPERNOVA Reggae Band,4QCui1KA4fvPcUuCQwATe4,853,turkish reggae,
Afel,Afel,0uUf0uwMWqfJ0iTeNgWoUk,1587,turkish reggae,turkish hip hop
Goril,Goril,2w59TRaNfrw5wIqqRlRM2z,1253,turkish reggae,
Bandista,Bandista,5E3WsBnwUGcCEoySBZRtFD,16100,turkish reggae,
Entu,Entu,6AAvI6ipXZUY9ALP3mLFpI,1585,turkish reggae,
Elektro Hafiz,Elektro Hafiz,4Q9yGZQsMETYOq7TJnFlkA,16724,turkish reggae,anatolian rock
Koala Reggae Band,Koala Reggae Band,5N2eI2TNv0KQHSwjwnSFkW,1486,turkish reggae,
Hakan Vreskala,Hakan Vreskala,1lU6YvDWVvUChLzjBsw0iz,3362,turkish reggae,organic house
Praksis,Praksis,1paa8WFxXGr7VBWgfJJHbe,1472,turkish reggae,
Good Vibes,Good Vibes,5TWG06O0i95YjL4DAe2l9Z,175,turkish reggae,
Mr. Freak,Mr. Freak,7EQwHo1MYRxKsuOEfbOPxU,149,turkish reggae,
Düşbaz,Düşbaz,7d2DzhQp5BufpxLps5aZSh,5453,turkish reggae,anatolian rock
King Fifi,King Fifi,7y4ID7dOd4BTlGXiNhhCPe,198,turkish reggae,
Mert Canka,Mert Canka,2MA49rrRN3DY6omQyjOEAs,1201,turkish reggae,
Froggressive Dread Unit,Froggressive Dread Unit,2Jbz2IaHQpK4ZexpTut22J,136,turkish reggae,
Ben Büdü,Ben Büdü,5uWSTChLUg0pNhLuAA13H3,4298,turkish reggae,turkish hip hop
Dalganabak,Dalganabak,4m6V0FpjMFj2ZpDPvu6agD,3645,turkish reggae,
Captain Kubar,Captain Kubar,4U2cpCH23Lf7YqWw5hBaZp,588,turkish reggae,
BİLADER,BİLADER,2E6QDbSn7LZd6KkHVhKxgQ,299,turkish reggae,
Skastika,Skastika,10xfGa71sYhrEWmO7H6aft,3351,turkish reggae,punk
Bunfyah,Bunfyah,0chdiUtdJBgB8LKgE7od4N,703,turkish reggae,
Hakan Tuna,Hakan Tuna,0upvoIIAfDPQ1hZHUVD76e,397,turkish reggae,anatolian rock
Dasti,Dasti,6cl4CnHjzJGdRZbsVseucx,259,turkish reggae,
Levent Özer,Levent Özer,5kTuAiyzJ8H4mFCeq8RaVb,926,turkish reggae,
Ragga Oktay,Ragga Oktay,1dp13r1d5Mp119KCR4BQvw,31464,turkish reggae,"arabesk, turkish pop"
Alphadub,Alphadub,2ggOeqoxpNZiuvQMNHXGtJ,202,turkish reggae,"dub, dubstep"
Hanao,Hanao,4GGm4WCSO8lXb4Z3YvoneL,973,turkish reggae,turkish pop
Kinyas OZ,Kinyas OZ,0hD8r5rYw71pnnaK6ftTbR,479,turkish reggae,
Oneblood,Oneblood,0DhneGSOiDgMNUPLbfzBRa,1221,turkish reggae,turkish hip hop
Yasin Bozkurt,Yasin Bozkurt,0UgScd8ihLHGYlsr4MvS64,220,turkish reggae,
İlhan Mimaroğlu,İlhan Mimaroğlu,7rM5G4gKtS2FN45XBljyu8,3421,turkish experimental,"musique concrète, electroacoustic, avant-garde, experimental"
Cevdet Erek,Cevdet Erek,42gCWoOPrufPhvIUsHQOdC,1134,turkish experimental,
DANdadaDAN,DANdadaDAN,6chbCitlBXcmbWPxfwiSjB,16141,turkish experimental,
Tolga Tüzün,Tolga Tüzün,5wY2aqIweamT7xDPXPd3Zf,553,turkish experimental,"electroacoustic, experimental, avant-garde, contemporary classical"
Pitohui,Pitohui,4rhR6iCPEpoufwJEONmefq,822,turkish experimental,"experimental, darkwave"
Alper Maral,Alper Maral,4I0llJEPsdoM2NM9B6NRQl,361,turkish experimental,"electroacoustic, avant-garde, experimental"
Volkan Ergen,Volkan Ergen,29bQsHROojelL1nLb3a5q3,223,turkish experimental,"electroacoustic, experimental, noise music, avant-garde"
Ekin Fil,Ekin Fil,2F9OXpPD8su7xGVgEtPrda,6440,turkish experimental,"dark ambient, drone, ambient"
Bülent Arel,Bülent Arel,4KnXMlHb6c0xiwsmFMv1Pw,938,turkish experimental,"musique concrète, electroacoustic, avant-garde, experimental, contemporary classical"
Cenk Ergün,Cenk Ergün,0oW6NTR9OG7a9yk7Dmhohp,268,turkish experimental,"electroacoustic, musique concrète, avant-garde, experimental, big beat, contemporary classical"
Ahmet Kenan Bilgiç,Ahmet Kenan Bilgiç,6p2Yj8GMcYUZl9OzLzd92S,2746,turkish experimental,
Anadol,Anadol,7FIDz1yp4L6MZbHCdyLUfx,14929,turkish experimental,
Armonycoma or slt,Armonycoma or slt,2Oojkno1dGpH4YzvG6qVw2,4938,turkish experimental,"turkish hip hop, christian pop"
Başar Ünder,Başar Ünder,7svZ1fmBh8aSV4tRLOvmFO,187,turkish experimental,"electroacoustic, experimental"
Barış Ergün,Barış Ergün,6FZoHwFYlXMLJpSi3mQSdl,337,turkish experimental,experimental
Peygamber Vitesi,Peygamber Vitesi,5VxUI5cnnVQs3ZDblcwdPQ,673,turkish experimental,
Mehmet Can Özer,Mehmet Can Özer,0A0gjHdOy47TXCCcpBRZ4C,257,turkish experimental,"electroacoustic, avant-garde, experimental, musique concrète"
Erdem Helvacioğlu,Erdem Helvacioğlu,0xe9PKubRyEbcfQBR7WBHI,375,turkish experimental,"electroacoustic, musique concrète, avant-garde, experimental"
Meczup,Meczup,20LEBdNJhcItnQSA7kzryX,765,turkish experimental,"musique concrète, avant-garde, experimental, electroacoustic"
Harmondia,Harmondia,3aqlkqYhD9FGpCZrYGqp7j,347,turkish experimental,"avant-garde, experimental"
Koray Kantarcıoğlu,Koray Kantarcıoğlu,5HfmVKu8ZQpbRMSUqKkpVg,465,turkish experimental,"electroacoustic, drone, avant-garde, musique concrète, experimental, ambient"
Batur Sönmez,Batur Sönmez,2f6aL27jpITykKzGOafXZh,42,turkish experimental,"electroacoustic, experimental"
Sifir,Sifir,2WmFjKZikIo1Eol4vF9AFy,62,turkish experimental,"electroacoustic, experimental, avant-garde"
Korhan Erel,Korhan Erel,6AsVtruSti7SdegmVN0Z7w,158,turkish experimental,"electroacoustic, musique concrète, avant-garde, experimental"
Nilüfer Ormanlı,Nilüfer Ormanlı,5W53sEO2jqnl1IwAvPrtqx,50,turkish experimental,"electroacoustic, avant-garde, experimental"
Gorali,Gorali,6eDT14WLnc9OT3DnQBpy7Y,187,turkish experimental,experimental
Seretan,Seretan,5AoaKfTbv9SMrHHEmClvw0,339,turkish experimental,experimental
Ipek Gorgun,Ipek Gorgun,7DTSfRWwutl2GOhk3owIlx,1439,modern electroacoustic,"electroacoustic, experimental, drone, experimental jazz, avant-garde, ambient"
Ispanak,Ispanak,32tCLKJFWuCCl8wFJ7itZh,94,turkish experimental,experimental
Kerim Safa,Kerim Safa,36WuH1h5nxa3uxZVPrB1BJ,45,turkish experimental,
Konjo,Konjo,1SJhOaZiH4uboEqTTzl26k,151,turkish experimental,vocaloid
Mehmet Colak,Mehmet Colak,4hvHLFCJhgwER0Jbf8ipCg,4,turkish experimental,
Lahza,Lahza,10guy0LjG2hppKCXQieqD8,1891,turkish modern jazz,
Efe Demiral,Efe Demiral,5QfvebVFyYmxrPhgzodhaZ,4279,turkish modern jazz,
MadenOktemErsonmez,MadenOktemErsonmez,3b5rRBIetdaT1ioXWigf03,1665,turkish modern jazz,free jazz
Serhan Erkol,Serhan Erkol,6qliCB7jNpZcsqYc3GnjWa,949,turkish modern jazz,
SONIC BOOM,SONIC BOOM,7vOn6dRWZ4g9PedwGrsKB8,2061,turkish modern jazz,
What Da Funk,What Da Funk,1n8Vh0eT4xPGYysuFFK0zK,5725,turkish modern jazz,turkish pop
Eylem Pelit,Eylem Pelit,1QvdDS9Dr9B8iKmdRKzSa8,1442,turkish modern jazz,
Geeva Flava,Geeva Flava,1gzLVGMn6ZcMIEnqOGLyQl,5334,turkish modern jazz,experimental jazz
Asena Akan,Asena Akan,2X7jXuSsFrOi63aRXh1XqP,1993,turkish modern jazz,
Authentic Anatolian Project,Authentic Anatolian Project,07jKtiwRhbPEaUd10ZknFc,2281,turkish modern jazz,
Ercüment Gül,Ercüment Gül,7MldvEGVK3q5IMoY1INb46,527,turkish modern jazz,folk pop
Kürşat Başar,Kürşat Başar,1bVq1mOYwoYLcw7xfAQvmM,4369,turkish modern jazz,turkish pop
Bergüzar Korel,Bergüzar Korel,0tmCtkKN8duHxJrUTgOxiL,16486,turkish modern jazz,turkish pop
Tuluğ Tırpan,Tuluğ Tırpan,660wGQyuKbmWuslzMfJHsd,1069,turkish modern jazz,turkish pop
Cazzip Project,Cazzip Project,6L1faX5bQqgOIyo6urWWCe,1567,turkish modern jazz,
Bora Çeliker,Bora Çeliker,46l59z81KdCZ6iXH0zIOKl,487,turkish modern jazz,
Volkan Topakoğlu,Volkan Topakoğlu,28NhvsMLEj5riUvU1mk3ve,357,turkish modern jazz,
Trio Mrio,Trio Mrio,09rVJhrJnsG6awlr840CyI,954,turkish modern jazz,jazz fusion
Songs From A Breeze,Songs From A Breeze,35KT5T7DE2PBoT3UDpiW6j,826,turkish modern jazz,
Timuçin Şahin,Timuçin Şahin,3hwcZ7q00wlbz02ukgpfiV,524,turkish modern jazz,free jazz
Lopenstraat,Lopenstraat,7lI0FcWzNkO9fr08ET9BUy,1440,turkish modern jazz,
İlham Gencer,İlham Gencer,0jBsu2RUTQVslW4waEqEwP,9399,turkish modern jazz,"anatolian rock, turkish pop"
Kerem Görsev Trio,Kerem Görsev Trio,258VesRvGbsYOk2L4Mw22i,1219,turkish modern jazz,hard bop
Big Beats Big Times,Big Beats Big Times,3uKJMe8u1JofPYpPJhfv1C,796,turkish modern jazz,
Senem Diyici Quartet,Senem Diyici Quartet,4mxAViZBVTkNxvTRGHiRqY,992,turkish modern jazz,
Sanem Kalfa,Sanem Kalfa,3554iG0XJT7tCCGeXwtjNQ,694,turkish modern jazz,
Barbaros Erkose,Barbaros Erkose,7GKJWAUYzwIgancMQuBv1S,1309,turkish modern jazz,
Aysu Çöğür,Aysu Çöğür,7eDe4a1Q35jQjyrzSXzT79,322,turkish modern jazz,
Audio Fact,Audio Fact,4i4DMQg1NMbenCl8usnsJ5,124,turkish modern jazz,"free jazz, anatolian rock"
Farketmez,Farketmez,7d86HuYmEookUsRfnwFmls,500,turkish modern jazz,darkwave
Oturma Grubu,Oturma Grubu,7pvRX8srBmKxd7ZF6cnK86,147,turkish modern jazz,
Nail Yurtsever,Nail Yurtsever,43oLHCXfVISBPU6LySxbfG,3876,turkish soundtrack,
Mem's Magic,Mem's Magic,3R0QFT9QbXa3JrQy0h67oS,2535,turkish soundtrack,
Cem Tuncer,Cem Tuncer,6OlnPdA68KcYNbYNv3dMH7,23463,turkish soundtrack,
Atakan Ilgazdağ,Atakan Ilgazdağ,2lazK6SUncqFuhbdlAPm4L,12722,turkish soundtrack,
Ayşe Önder,Ayşe Önder,3nhx0IXivjaTWqTwQhNqKD,3080,turkish soundtrack,"karadeniz folk, arabesk"
Alp Erkin Çakmak,Alp Erkin Çakmak,69xjfCCuVgjg9ad70HdGVt,2065,turkish soundtrack,
Nevzat Yılmaz,Nevzat Yılmaz,5JwirUCto5VUmbMTAzBA2B,1528,turkish soundtrack,anatolian rock
Alp Yenier,Alp Yenier,73x351tQaXqlpGKAkHBTV4,9925,turkish soundtrack,
Ender Gündüzlü,Ender Gündüzlü,6if7DxtFVgUJr9xaWLUDyE,6937,turkish soundtrack,
Yıldıray Gürgen,Yıldıray Gürgen,7IAuFq7Hl0CH3e6eDxpV8F,10736,turkish soundtrack,
Uğur Ateş,Uğur Ateş,3boCyXmSeH4lOA6IbXpS4C,6302,turkish soundtrack,
Aydın Sarman,Aydın Sarman,40w4wlvviSEDjQDcxfL1zi,4167,turkish soundtrack,arabesk
Umut Fırat Yükselir,Umut Fırat Yükselir,5XzkNudV8Z5jiCyrPJT0Eq,2441,turkish soundtrack,
Kemal Sahir Gürel,Kemal Sahir Gürel,1WeO0UYvbcLvA27hupeCYV,8976,turkish soundtrack,
Saki Çimen,Saki Çimen,6v3O4EAmHlj9S5PoLu4hRf,3753,turkish soundtrack,
Hasan Ozsut,Hasan Ozsut,7aCflBuhbEoQ9jbhgagR4i,5463,turkish soundtrack,
Işıl Özsüt,Işıl Özsüt,1QgiX736e8jSPKSyfa1r9f,853,turkish soundtrack,
Volkan Akmehmet,Volkan Akmehmet,3fuOw5vDRkCjnYIFFb37T7,8717,turkish soundtrack,
Bolahenk,Bolahenk,0strGXPFFHphKvryCij7Rq,4862,turkish soundtrack,
Toygar Işıklı,Toygar Işıklı,2l0Ol9ASKE7E196nHpblB7,445043,turkish soundtrack,
Ümit Önder,Ümit Önder,6HvOQCOBt25uYqnMdsAKAj,431,turkish soundtrack,arabesk
Caner Özkan,Caner Özkan,2oojoWheppZays3mDO8ryU,243,turkish soundtrack,
Namık Naghdaliyev,Namık Naghdaliyev,4NYtWTD8pab9CUmUAVB5er,715,turkish soundtrack,
Soner Akalın,Soner Akalın,2hAAbtwTIck3hAg28d4jMJ,4275,turkish soundtrack,
Tuna Hizmetli,Tuna Hizmetli,3yS194sop0FHUqjon7knxW,7625,turkish soundtrack,
Engin Arslan,Engin Arslan,1mFQ13SfvD4jWIfOAa9tXw,5005,turkish soundtrack,"oyun havasi, arabesk"
Levent Güneş,Levent Güneş,050We7RRmwTPrHYcn6grw7,7738,turkish soundtrack,"arabesk, karadeniz folk"
Bülent Ercüment Orkut,Bülent Ercüment Orkut,0dJaA3BSgWYgXGnBynU69s,217,turkish soundtrack,
Korhan Nart,Korhan Nart,12ZdSEnWyLBhykn85X1bA7,444,turkish soundtrack,
Cem Öget,Cem Öget,16kJ5QyamNNLOQSOrE0ZT1,9611,turkish soundtrack,anatolian rock
Ülvi Zeynalov,Ülvi Zeynalov,4GyqYaIQw3j3eIeKGHaRiA,983,turkish soundtrack,
Rahman Altın,Rahman Altın,2KmM4lRkz5Y04lNFuU7CiC,756,turkish soundtrack,
Barış Diri,Barış Diri,1K3hYM185V2bhs9iRzFpIH,40689,turkish soundtrack,
Tamer Çıray,Tamer Çıray,1LF7fMSyOdA0SEUmuaw0Se,596,turkish soundtrack,
Sunay Özgür,Sunay Özgür,6mo0wDjcoViVQqgYIOsUAz,1476,turkish soundtrack,"arabesk, turkish pop, oyun havasi"
T&A Project,T&A Project,64e3Lds04BUQmDeNWK1yD8,749,turkish soundtrack,arabesk
Engin Bayrak,Engin Bayrak,7616xApq2m3kp7roCKe1QH,1487,turkish soundtrack,
Kerem Türkaydın,Kerem Türkaydın,7eijGyzorCvpPnyVvGsOM3,542,turkish soundtrack,
Alper Atakan,Alper Atakan,3uDzqJdKQwqnH0OQD00RXd,2330,turkish soundtrack,turkish pop
Tolga Çebi,Tolga Çebi,4ngntIWZ3VmcagXANfHcVq,1351,turkish soundtrack,
Evanthia Reboutsika,Evanthia Reboutsika,03AixEU0mG6V1xASZyQRPy,23430,neo kyma,entehno
Timuçin Esen,Timuçin Esen,38OJtnrt1FutcT30EskS9T,23621,turkish soundtrack,arabesk
Deniz Tuzcuoğlu,Deniz Tuzcuoğlu,1LdPpldFDbjfYvPYIFfMPI,468,turkish soundtrack,anatolian rock
Aytuğ Yargıç,Aytuğ Yargıç,2V9vrebyF84RCoksprdGLi,228,turkish soundtrack,
Okan Kaya,Okan Kaya,3lWy7pvJAywr5PYE0RIMvT,1233,turkish soundtrack,anatolian rock
Emre Dündar,Emre Dündar,7seBW6EI9ydZmih3BjPLAw,36,turkish soundtrack,electroacoustic
Furkan Eroğlu,Furkan Eroğlu,0JVKHqY5Xijuw7ybK2cCzH,236,turkish soundtrack,
Göktuğ Şenkal,Göktuğ Şenkal,4uIbNklySuh0xNUvPnUH68,179,turkish soundtrack,
Reşit Gözdamla,Reşit Gözdamla,1Zo5B9PM1PTbWHT7RD52RO,343,turkish soundtrack,
Tevfik Kulak,Tevfik Kulak,1z5aj3mq24mUUsIxUZANtg,96,turkish soundtrack,
Ulas Pakkan,Ulas Pakkan,07RicpB9e5VxTg8UyuBEvX,212,turkish soundtrack,
pembe,pembe,0iYhedWlqLBNv2Y0Dh4Jpk,1386,turkish hardcore,screamo
Ofisboyz,Ofisboyz,106u6U7sk3jlbr2cmBF6Wa,876,turkish hardcore,punk
non-specific vaginitis,non-specific vaginitis,6ZrtwCGrqoNpbZcrtRdlWr,476,turkish hardcore,grindcore
The Raws,The Raws,10yil6fNOvvo2F4CDcJMKP,1151,turkish hardcore,egg punk
Rotting System,Rotting System,4wJBwdOPeTfmFGC2Ygm8xh,547,turkish hardcore,
330,330,00b6xdFmvWmoLpJAoNZ04s,286,turkish hardcore,
Zurna Dürüm,Zurna Dürüm,2BMIIPToenKGBY2IjRYAyP,1079,turkish hardcore,
Slave Training,Slave Training,5fsELj7nBrWohGOOZJQ8K7,292,turkish hardcore,
xRISALEx,xRISALEx,3ndTnvWQuHGo4srov7oJno,696,turkish hardcore,"hardcore, metalcore"
Pourbon,Pourbon,58vJe0eAEb8zV3mP8vdP4g,175,turkish hardcore,"mathcore, hardcore punk, grindcore"
Potlatch,Potlatch,40X6PmEVSx4WPZ19GtsyKj,333,turkish hardcore,"grindcore, hardcore punk"
Something's Wrong!,Something's Wrong!,6b8IIb10QAJ27rnfJVqLzl,532,turkish hardcore,hardcore punk
fragmentsofaprayer,fragmentsofaprayer,3N5MfIXHIvoHqskk1EIZab,267,turkish hardcore,metalcore
Die In Vain,Die In Vain,6R17YWfNnh0ILt8HyoE459,327,turkish hardcore,hardcore punk
Jornada del Muerto,Jornada del Muerto,5Ftuz4ktmsv2SasiH5bLSI,110,turkish hardcore,
Your Kingdom Is Doomed!,Your Kingdom Is Doomed!,63E5Z2wNb2Hmb5OULlSBWQ,57,turkish hardcore,
El Topo,El Topo,5w2gAF6EUYDWH0wwYMep3l,334,turkish hardcore,math rock
Urban Carnage,Urban Carnage,24A2a5abKEKb0v28FOOOXv,76,turkish hardcore,grindcore
Noisy Sins Of The Insect,Noisy Sins Of The Insect,0w74cWSp07xa2CSOiSaosV,282,turkish hardcore,"screamo, mathcore"
Crunch,Crunch,2t36mu1RVNxygO3gmw86P2,71,turkish hardcore,"screamo, mathcore"
Mammoths On Giants,Mammoths On Giants,08ynJ7b7gQGvYKlCbSm7MU,111,turkish hardcore,mathcore
Rezzan Yücel,Rezzan Yücel,5SbxZkpO0pGL92GCurF3C5,5594,classic turkish pop,turkish pop
Selçuk Ural,Selçuk Ural,6TIYVZ78h1oOrBfRT2OAOg,11359,classic turkish pop,"turkish pop, anatolian rock"
Ersan Erdura,Ersan Erdura,1YGvsx5BBCcrUVPOxTwIR8,16303,classic turkish pop,"anatolian rock, turkish pop"
Lale Belkıs,Lale Belkıs,6WkIJVBk1eCUTKR0YG0sdK,10420,classic turkish pop,"anatolian rock, turkish pop"
Semiha Yankı,Semiha Yankı,3mPO8DNAJDCf6YmuRMcAgz,11825,classic turkish pop,"turkish pop, anatolian rock, arabesk"
Salim Dündar,Salim Dündar,4rdzq7ZSBhV3ohvGC64FFZ,10481,classic turkish pop,"anatolian rock, turkish pop, arabesk"
Yesim,Yesim,0X3ANWhtzqCeXDyhkQmw1D,26064,classic turkish pop,"turkish pop, anatolian rock"
Rüçhan Çamay,Rüçhan Çamay,2W7XXCTt52oVaUG63iOmLh,10003,classic turkish pop,"anatolian rock, turkish pop"
Yasemin Kumral,Yasemin Kumral,5GTadif4oTLw3Dpe49QI1k,16012,classic turkish pop,"turkish pop, anatolian rock"
Nermin Candan,Nermin Candan,6rbgEsaHYuUE7nXB2fqiD6,5811,classic turkish pop,"anatolian rock, turkish pop"
Işıl Yücesoy,Işıl Yücesoy,6fSz8ISAHjj8eD6mKVAl4G,15889,classic turkish pop,turkish pop
Berkant,Berkant,2c3QSjXlvmSEHsaosjFmd1,20147,classic turkish pop,"anatolian rock, turkish pop, arabesk"
Bilgen Bengü,Bilgen Bengü,1hAHMocEufbSptd2Qnhtp1,14813,classic turkish pop,"anatolian rock, turkish pop"
Sibel Egemen,Sibel Egemen,004o28Efomj1XPNvbAcwIX,21289,classic turkish pop,"anatolian rock, turkish pop"
Turgay Merih,Turgay Merih,19oR1jV3U9Gq949It7i6j9,4532,classic turkish pop,"anatolian rock, turkish pop"
Gönül Turgut,Gönül Turgut,3E2lHRV6WfUemnxBu8C8Rw,15400,classic turkish pop,"anatolian rock, turkish pop"
Ömür Göksel,Ömür Göksel,3JpddP7Y0lyo4zxURdD844,10066,classic turkish pop,"anatolian rock, turkish pop"
Coşkun Demir,Coşkun Demir,49rst6rei1Y3KXPWIZlu6m,6836,classic turkish pop,"turkish pop, anatolian rock"
Saadet Sun,Saadet Sun,2CXQ5oIqKhIlwCCtWgiPow,4817,classic turkish pop,"anatolian rock, turkish pop"
Ercan Turgut,Ercan Turgut,1NKhpzwXHKB9DUOQB3pbps,8197,classic turkish pop,"arabesk, anatolian rock"
Bora Ayanoğlu,Bora Ayanoğlu,1zStM6YpkGN7FRROMpAmn1,11112,classic turkish pop,"anatolian rock, turkish pop"
Attila Atasoy,Attila Atasoy,4QmOuXOA58tfYJPqR34Is4,10197,classic turkish pop,"turkish pop, anatolian rock, arabesk, tango"
Sevda Karaca,Sevda Karaca,5bbtx0FcqeM5epgAv8sRC4,9319,classic turkish pop,"turkish pop, anatolian rock"
Tülay Özer,Tülay Özer,11SuwTwXyJ3eXo35l5AQcc,53072,classic turkish pop,"arabesk, anatolian rock"
Gökhan Abur,Gökhan Abur,35wJhFAxxLUV57Y1TqSYmm,4927,classic turkish pop,"anatolian rock, turkish pop"
Meral Zuhal,Meral Zuhal,2EWyqY134Bb4Xep9k0yNl2,3874,classic turkish pop,"turkish pop, anatolian rock"
Gökben,Gökben,5lGa3BMsmlltlhUu9t8cXx,32230,classic turkish pop,"turkish pop, anatolian rock"
Ayse Mine,Ayse Mine,5DDy8nMaixreRj5UdVuT1L,12064,classic turkish pop,"arabesk, turkish pop"
Serpil Barlas,Serpil Barlas,4mlozanMsNbZkzbfYXOpXo,5265,classic turkish pop,"anatolian rock, turkish pop"
Zaliha,Zaliha,5PPKGzirSnU3q2GHqgHPM2,6320,classic turkish pop,anatolian rock
Ay-feri,Ay-feri,0JjXkSy0UJMEqZKwSPjG4n,9026,classic turkish pop,"anatolian rock, turkish pop"
Yeliz,Yeliz,3Oebtq87rysNEKW2bKMHoH,53340,classic turkish pop,"anatolian rock, turkish pop, arabesk"
Esin Engin,Esin Engin,4uIGU1mY4tCjIWAJ0jqFSC,32229,classic turkish pop,"tango, anatolian rock, turkish pop"
Cumhur,Cumhur,6rPlzcNq19USNkenshFwbM,2685,classic turkish pop,"anatolian rock, turkish pop"
Handan Kara,Handan Kara,4IoKTSnBx1KFpg2en629fw,18572,classic turkish pop,"arabesk, turkish pop"
Aydın Tansel,Aydın Tansel,55VsQYE34nvDeQhYNB6naZ,2710,classic turkish pop,"anatolian rock, turkish pop"
Banu,Banu,24HnNEPKJ1hoTVYQ74toHl,4522,cocuk masallari,turkish pop
Cici Kızlar,Cici Kızlar,1I253VA1DgfRm9misAcGq8,22091,classic turkish pop,"anatolian rock, turkish pop"
Seyyal Taner,Seyyal Taner,4KsBdM2lmX37p3YR0odew0,19360,classic turkish pop,"turkish pop, anatolian rock"
Güzide Kasacı,Güzide Kasacı,26N9gsTTQrBXCSWjU7RFmT,7782,classic turkish pop,"arabesk, turkish pop"
Neco,Neco,7zOtD8R69X5cikWdL1oWFW,6481,classic turkish pop,"anatolian rock, turkish pop"
Fecri Ebcioğlu,Fecri Ebcioğlu,3CsxmNZISD1QgXHlsKSx88,7668,classic turkish pop,"anatolian rock, turkish pop"
Engin Evin,Engin Evin,6szp5zYe80ZrJmAXBoAjPC,3533,classic turkish pop,"turkish pop, anatolian rock"
Nil Burak,Nil Burak,7xKyfYFRIHqXHrQh53yaug,99786,classic turkish pop,"turkish pop, anatolian rock, arabesk"
Juanito,Juanito,3JErydfv224AU6dtAItxWG,8291,classic turkish pop,"anatolian rock, turkish pop"
Seçil Heper,Seçil Heper,5jh68RRnSQ7ADZlZV8x8pg,11319,turk sanat muzigi,arabesk
Gönül Akkor,Gönül Akkor,5UNzYWTYkESx4sHCbVJRvG,64784,turk sanat muzigi,"arabesk, anatolian rock, turkish pop"
Metin Ersoy,Metin Ersoy,2d9VfAdWCZaTpjBsi6UKZe,1693,classic turkish pop,"anatolian rock, turkish pop"
Sevim Tuna,Sevim Tuna,1QVxF2ntvnsASPp2N28f3h,6499,turk sanat muzigi,arabesk
Behiye Aksoy,Behiye Aksoy,1cp0LtfcNQUFTT1SGzeFRK,33617,turk sanat muzigi,arabesk
Kartal Kaan,Kartal Kaan,1i2PyxLXrE3lq5M4NVLQLs,901,classic turkish pop,"anatolian rock, turkish pop"
