isim,Spotify_Isim,Spotify_ID,Takipci,EveryNoise_Tur,Spotify_Tur
Archura,Archura,3mE01qNIt2WYbCEbWAatEz,197,turkish post-punk,"darkwave, cold wave, post-punk, industrial rock"
Urværk,Urværk,0abyTDxu0rtA6TFxpUrsWM,180,turkish post-punk,"darkwave, post-punk, cold wave, industrial rock"
Oscuridad Eterna,Oscuridad Eterna,6cOQFTV6RQt9INPplLbman,252,turkish post-punk,"deathrock, darkwave, gothic rock, cold wave, post-punk"
Saturn Bar,Saturn Bar,4lRU7XoZvmeyNmnmEPNLwi,851,turkish post-punk,anatolian rock
The Moon Illusion,The Moon Illusion,30MfNYBz9mFXJXYx1tQnE1,165,turkish post-punk,"darkwave, post-punk, cold wave, industrial rock"
Morunay,Morunay,6kPQwyEMwAzdSBEGFNOiPF,272,turkish post-punk,
N.L.P.,N.L.P.,5HWflpE6gKZqRl0h9wgg7L,227,turkish post-punk,"darkwave, cold wave, post-punk"
Cava Grande,Cava Grande,3oz9j5Fx4nYt1iaAuG6Z9J,2055,turkish post-punk,
NEMF,NEMF,2hlHEWeS9MGh2iZ0sXs04h,248,turkish post-punk,"darkwave, post-punk"
Onat Önol,Onat Önol,4aNIICd6SEhlmzHR5Rx2B1,368,turkish post-punk,slowcore
Dead Man's Dream,Dead Man's Dream,5nxUjWgfBID22uuceN0ciY,153,turkish post-punk,"darkwave, post-punk, gothic rock"
Sertaç Özgümüş,Sertaç Özgümüş,34zyQFJoKEfOyCBLmb1WjT,7399,turkish post-punk,moroccan pop
Cetacea,Cetacea,4G7Jkks8yUK0T2EOUNlVqu,453,turkish post-punk,hyperpop
Can Bora Tanzer,Can Bora Tanzer,3uooGVPWlExjfkwZrevGy7,4420,turkish post-punk,
To My Lonely Sik Kid,To My Lonely Sik Kid,5goO0p0RZnB7wUcbEQFYRc,193,turkish post-punk,"darkwave, post-punk"
Black Box Memories,Black Box Memories,4vK9a0O2O8knldVJouCdz5,295,turkish post-punk,drone
Sumatran Black,Sumatran Black,2TgJwBhP3wZIkExGvD62yr,315,turkish post-punk,"drone, dark ambient, space music, ambient"
Solardip,Solardip,1DNXgayAunH2thtL1q2s4l,136,turkish post-punk,"darkwave, industrial rock, post-punk, cold wave"
The Lynch,The Lynch,6gEdrUzr0BTWeJiBQUc2h6,45,turkish post-punk,"darkwave, cold wave, post-punk"
Reptilians From Andromeda,Reptilians From Andromeda,2KmbKuPSvcdCiqmc9SGXmY,885,turkish post-punk,"darkwave, hardcore punk, horror punk"
The Revolters,The Revolters,5bQSoDHowfCveOPzBp4ZOP,466,turkish post-punk,
Ben Utanırım Sen Söyle,Ben Utanırım Sen Söyle,0v4bm2x5N0hpt5vvg9igYT,253,turkish post-punk,darkwave
Fragile Self,Fragile Self,4o5o1mXKVERjT2n2uKkv9X,320,turkish post-punk,"darkwave, post-punk, cold wave"
Akın Çalap,Akın Çalap,3zgqZYAdGUmt5WhuYFkaIL,146,turkish post-punk,darkwave
Astronot,Astronot,3fIFSsIat6Cy01beVISJq7,59,turkish post-punk,"darkwave, cold wave, industrial rock, post-punk, synthpop"
DDR,DDR,3eFdo1LQ0LA8zwYCQ5CSoF,2063,turkish post-punk,"acid techno, norsk rock"
Evren Svren,Evren Svren,54BN04OnrxJKahfvVZ8rqG,61,turkish post-punk,"darkwave, cold wave, post-punk, ebm"
Groupie & Star,Groupie & Star,5kMqHCWEk2bkaaexmxELTX,54,turkish post-punk,"darkwave, post-punk"
Hayri Okçu,Hayri Okçu,4HqbvSwGXYBzl9ErfBLEGJ,50,turkish post-punk,"darkwave, post-punk"
Mira,Mira,0HmpoLnuneDcUqBTb4afXU,9813,turkish post-punk,
Odadaki Fil,Odadaki Fil,4hNAXm7TMMc6zHzHihDA60,140,turkish post-punk,post-punk
The Free Licks,The Free Licks,3XGs6m1VGcfJa8REvojP35,131,turkish post-punk,darkwave
The Sick Bags,The Sick Bags,2Kdm9Lq41IvzPZ6w0WfBvG,182,turkish post-punk,
Yolcu,Yolcu,566uHp5iRv2tJYa2nSPEoV,138,turkish post-punk,"darkwave, post-punk, industrial rock"
Zabb,Zabb,2tEUj53FzilOoP00MNHs3t,203,turkish post-punk,"darkwave, anatolian rock"
Ihsan Özgen,Ihsan Özgen,41JqJkjqMDOAwE6YwTmgIM,4068,turkish classical,sufi
Necdet Yaşar,Necdet Yaşar,1SYJnIEDYon1Nk3xQdB07s,5218,turkish classical,sufi
Niyazi Sayın,Niyazi Sayın,5KwDPgNQIOxSfv2d3QOIfe,5626,ney,sufi
Murat Aydemir,Murat Aydemir,47nQG3rv5MxcP21Ndvo4Qv,4575,turkish classical,"sufi, traditional music"
Refik Fersan,Refik Fersan,7Go3wwVD6FZ6erRNm9CvWT,4238,turkish classical,
Murat Salim Tokac,Murat Salim Tokac,3UOpDDkQgLNhfBHjbt1qnV,5745,turkish classical,sufi
AKA Gunduz Kutbay,AKA Gunduz Kutbay,6rLHoMkade6vkMyJnVsSVp,3553,ney,sufi
"Murat Aydemir, Derya Turkan","Murat Aydemir, Derya Turkan",5m4mYys97lQHLjpLQIiDrz,3626,turkish classical,sufi
Mesut Cemil,Mesut Cemil,659kzv9N9HbBURud5YWQ6p,4380,turkish classical,
Cüneyd Orhon,Cüneyd Orhon,0jbyXtZw8pCE1CIJa6Ys4S,735,turkish classical,
Bezmara Topluluğu,Bezmara Topluluğu,0ElgQNKtY1QzZmdLHSUw51,1070,turkish classical,sufi
Nevzad Atlığ,Nevzad Atlığ,7xUFYVv14rfSv9GkyqYbCB,1235,turkish classical,
Ensemble Bîrûn,Ensemble Bîrûn,214JuHgCXLOQdxvgNJYHSG,1167,turkish classical,"sufi, traditional music, traditional folk"
Lâmekân Ensemble,Lâmekân Ensemble,2ESnuoqk4BIypOmQP0vI81,838,turkish classical,"sufi, traditional music, early music"
Kani Karaca,Kani Karaca,6losU5tL5nmN0L5aCjdxbw,10075,mevlevi sufi,"sufi, traditional music, ghazal"
Erol Deran,Erol Deran,6rZx5Qcf9V0ZbQcYKVuojO,1155,turkish classical,sufi
Tanburi Cemil Bey,Tanburi Cemil Bey,50B62j39giNzt4aN9WH379,15157,turkish classical,"mizrahi, traditional music"
Özer Özel,Özer Özel,1NwCjyvGISRxIaCG8vKTg3,9025,turkish classical,sufi
Cinuçen Tanrikorur,Cinuçen Tanrikorur,1ICXA8JkOjxcujIQbI8S0Q,5588,turkish classical,sufi
Mutlu Torun,Mutlu Torun,1H3p1SenSRFFvfLxh0SrIs,1084,turkish classical,
Söz Saz İstanbul,Söz Saz İstanbul,4NnQ8uheSEXuVlwoVMCJoB,2923,turkish classical,sufi
Neva Ozgen,Neva Ozgen,6edRoIDQ7R2poDAwGPDpwY,1096,turkish classical,
Bekir Sıtkı Sezgin,Bekir Sıtkı Sezgin,5wIOhzwoYnGT6d0uNYsVi9,6152,turkish classical,
Haci Arif Bey,Haci Arif Bey,1nPjXqysNst3SQ1aCi951n,7960,turkish classical,
Golden Horn Ensamble,Golden Horn Ensamble,0VcOkDw0WwhRJjx5JALcEF,376,turkish classical,traditional music
Gürsel Koçak,Gürsel Koçak,2g90tlafFfxCHFSSLLtOaq,1254,mevlevi sufi,sufi
Golden Horn Ensemble,Golden Horn Ensemble,5tIxg8PUZgc1KBjEAb01SZ,6011,turkish classical,
Salih Bilgin,Salih Bilgin,7CMATW5ajHZY1jixAMb4VW,2073,ney,sufi
"Ihsan Ozgen, Linda Burman-Hall, Lux Musica","Ihsan Ozgen, Linda Burman-Hall, Lux Musica",6yzniPVwtvB9t20858E8BD,553,turkish classical,
Ulvi Erguner,Ulvi Erguner,1qqB3YmV8biYc5ysVezXtu,998,mevlevi sufi,sufi
Meral Uğurlu,Meral Uğurlu,7Ivq4L3IDRHGWYapvfBzMA,2652,turkish classical,
Münip Utandı,Münip Utandı,3RGtIiEh0836q5AXjPAuzR,6143,turkish classical,
Cantemir Ensemble,Cantemir Ensemble,0aSHYXRGPgkKKzfUKXiNlc,402,turkish classical,
Esvat Duo,Esvat Duo,4bV9yMTdQplDtpiUfYHfsM,548,ney,sufi
Sadrettin Özçimi,Sadrettin Özçimi,5XGicPg2sd9OzDj7lpXweV,1226,ney,sufi
"Derya Turkan, Sokratis Sinopoulos","Derya Turkan, Sokratis Sinopoulos",4HPT6AmvXvW2xxoVVan9xs,714,turkish classical,
İstanbul Klasik Türk Müziği Korosu,İstanbul Klasik Türk Müziği Korosu,5e09ho29ZPeMNUtwzkMdn8,2628,turkish classical,
Süleyman Erguner,Süleyman Erguner,0HpFsCxk1wv6CuW1Buql19,4504,mevlevi sufi,"sufi, traditional folk, traditional music"
Kemal Bor,Kemal Bor,3A9o4jwx2R0vYlugv6eAeg,1724,turkish classical,sufi
Nezih Uzel,Nezih Uzel,7yR3CI7I696oV6Op35hhhW,3153,mevlevi sufi,sufi
Dede Efendi,Dede Efendi,5j6A5iWerZZbrl0vMYc9HW,21367,turkish classical,sufi
Lalezar,Lalezar,6Rq5KUqMVjz6r9WbaD2jqH,519,turkish classical,sufi
Hafız Kemal Bey,Hafız Kemal Bey,7rCgmr6dngD6YRlBgOBuex,954,turkish classical,"ghazal, sufi"
Bezmârâ,Bezmârâ,0z5GCs8avenpmWzAPq8BJa,640,turkish classical,early music
Alaturka Records,Alaturka Records,0n46ivjDXqm6dyf6IXFNpW,4402,turkish classical,traditional music
Aslıhan Özel,Aslıhan Özel,7rlrBlb1nwVhNv7NyuLfqb,334,turkish classical,
Tanburi Abdi Coşkun,Tanburi Abdi Coşkun,3LPrSe8J0n0uDSowy762Ks,416,turkish classical,sufi
Fahrettin Cimenli,Fahrettin Cimenli,3DDhwnkxv0RlyXChYcOIxO,651,turkish classical,
Hafız Burhan,Hafız Burhan,3jYC2grTrQduj8vBOdE0KR,7842,turkish classical,ghazal
Kemani Tatyos Efendi,Kemani Tatyos Efendi,5zC5D5MnFku3ZxgVKFLTsA,4263,turkish classical,sufi
Lalezar Ensemble,Lalezar Ensemble,3Ra5K8EW8UQ9iLQDANSi6r,679,turkish classical,sufi
Hasan Esen,Hasan Esen,5z2KM7UqCwiE4PQHEyEsEw,3235,turkish classical,sufi
Ahmet Şahin,Ahmet Şahin,6n952MYeDgY8CW2aircZs4,3667,ney,sufi
Güzin Değişmez,Güzin Değişmez,4ikfnJxx1h2YrcTJSpmmC4,1933,turkish classical,
Emirgan Ensemble,Emirgan Ensemble,73uzPWSImvq2Rt56zniCgb,3797,turkish classical,sufi
Kudsi Erguner,Kudsi Erguner,5BlN5l4Xh3Hsbj91NyP9lI,10204,mevlevi sufi,"sufi, traditional music"
Ümit Mutlu,Ümit Mutlu,1SodATT3nzv0sCXNlQaH26,362,santur,
Sadettin Kaynak,Sadettin Kaynak,5c2W4EAE1zz0t7SfQTVxZ2,3636,turkish classical,
Özdal Orhon,Özdal Orhon,58Z539EdWgjFz1oyRW9KGb,1308,turkish classical,arabesk
Furkan Bilgi,Furkan Bilgi,75ZVO567D9Y84t6WmJ48Ja,645,turkish classical,
Süleyman Yardım,Süleyman Yardım,5VwrOti5uGssmr8KOrFSB9,1604,ney,sufi
Bora Uymaz,Bora Uymaz,1q3jXn9lSLXdiru1wSsms8,3391,turkish classical,"tango, sufi"
Bir Şarkıdır Yaşamak Grup,Bir Şarkıdır Yaşamak Grup,17ERWI44ScjOtoKwQu2Jy7,5112,turkish classical,
Refik Hakan Talu,Refik Hakan Talu,04Je9406XGKN28ZPirWPo8,498,mevlevi sufi,sufi
Yurdal Tokcan,Yurdal Tokcan,0Vvmhc3Nuu2DawzJH0f7Nv,4181,arab folk,"traditional music, early music, mediaeval"
Kudsi Erguner Ensemble,Kudsi Erguner Ensemble,79mWSrzktiUAOD3RgB5h9L,3567,turkish classical,sufi
Pera Ensemble,Pera Ensemble,5BnbOCddKe9nfJiwJTafTn,1385,turkish classical,"mediaeval, baroque, early music"
Kantemiroğlu,Kantemiroğlu,6j2DY9IbslnHfrFvTF4Nul,377,turkish classical,
Fikret Karakaya,Fikret Karakaya,13Q2RzmBI8elGPAsZBbtpJ,332,turkish classical,
Kudsi Erguner & Derya Turkan,Kudsi Erguner & Derya Turkan,18DjdZMY6FQmSQYjykka4w,489,turkish classical,"sufi, gnawa"
Hasan Kiriş,Hasan Kiriş,2o8eGQoCGLGBWPqQhDWxjb,1966,turkish classical,sufi
Cengiz Onural,Cengiz Onural,751rXpZWd2sMCr5SA4K0RI,3422,turkish classical,sufi
Osman Nuri Özpekel,Osman Nuri Özpekel,36I388VGjjxW8N3wnkk5hJ,857,turkish classical,
Ertan Tekin,Ertan Tekin,5nTswH6KXoL7iQjZXjQEj4,2971,duduk,
Adnan Çoban,Adnan Çoban,6cGNX3yTl7PNRzlbbwOl3u,418,turkish classical,
Nevzat Atlığ,Nevzat Atlığ,4FpKqVTDi54QAyp1QhBHPP,815,turkish classical,oyun havasi
Mehmet Refik Kaya,Mehmet Refik Kaya,5rjIHK9vTd7CDdK8Pfvw8Y,384,turkish classical,
Ercüment Batanay,Ercüment Batanay,2ulP0dLXkInbnl7C7tHfTl,667,turkish classical,
Sadreddin Ozcimi,Sadreddin Ozcimi,0HNyWzGZXy0u2bbEmQY6qI,1596,ney,sufi
İhsan Özer Kanun Orkestrası,İhsan Özer Kanun Orkestrası,5zlLSe7VIAeBNbF2Bfe49b,307,qanun,
Selahattin Pınar,Selahattin Pınar,0IF0UfRLhQ2q1KglJvvCDJ,2400,turkish classical,
Hünkar Makamı Ensemble,Hünkar Makamı Ensemble,2gZp3WyQGEkJZhid6Xi83Q,602,turkish classical,
Savaş Ş. Barkçin,Savaş Ş. Barkçin,5BCWfUHRehJJvdM1uNpil6,1307,turkish classical,
Ahmet Senyüz,Ahmet Senyüz,5ZVCBPnrNgDIhaVrDPeJsp,730,mevlevi sufi,sufi
Turgut Özüfler,Turgut Özüfler,05g84ITA7SKNtR7HUtb4Bs,733,qanun,
İsmail Dede Efendi,İsmail Dede Efendi,5ZuHK2aO6yYbduXOCyHLx4,1137,mevlevi sufi,sufi
Sevki Bey,Sevki Bey,6dl1Qrzdrs0FEqruCUcN0x,658,turkish classical,
Goksel Kartal,Goksel Kartal,4shL37AxNdYGZBguUB7m4d,1263,qanun,
Sokratis Sinopoulos,Sokratis Sinopoulos,2V5MIbsUOaP4xLgeHpsGnE,3696,greek folk,
Andelib,Andelib,4BhjMF3U0nX5i68AnnshWC,407,turkish classical,sufi
Yaprak Sayar,Yaprak Sayar,6HT3xWXwLc1sWppJ70pBUR,5891,turkish classical,
Birol Yayla,Birol Yayla,7FEgUTNsyDmaAKX7ZqQ7aj,1131,turkish classical,sufi
Enver Mete Aslan,Enver Mete Aslan,7vYTCeCqVq0PQ0vwEFk03v,735,turkish classical,
Ercan Irmak,Ercan Irmak,4o7UHcYTQUDVgGNXLHaccZ,2342,turkish classical,sufi
The Secret Ensemble,The Secret Ensemble,2FP6zdIzuI7cEQ7bzgOvq9,3724,mevlevi sufi,sufi
Ahmet Erdogdular,Ahmet Erdogdular,6ombBZa5yHmpYvJxBAtA7A,322,turkish classical,sufi
Murat Akman,Murat Akman,5pUZ3fAOzfIIqCh7x62kTe,1432,oud,sufi
Kültür Bakanlığı İstanbul Devlet Klasik Türk Müziği Korosu,Kültür Bakanlığı İstanbul Devlet Klasik Türk Müziği Korosu,1R4D94P9hgw3ZOn5Cgf6e3,358,turkish classical,
Grup Golden Horn Ensamble,Grup Golden Horn Ensamble,2oo5AQ1d68AQSHpGgYHzF4,176,turkish classical,
Masters of Classical Turkish Music,Masters of Classical Turkish Music,1xclAdvDqltgVxyYGlctdw,393,turkish classical,sufi
Ahmet Kadri Rizeli,Ahmet Kadri Rizeli,5mJ9AvwXoInbXVflFPmuZq,394,turkish classical,
Ugur Isik,Ugur Isik,3Q3opwXQXKPySTDjFa2dfQ,689,turkish classical,traditional music
Çiğdem Yarkın,Çiğdem Yarkın,5MNxivzi9xTek6VYLdXQ8H,1692,turkish classical,
Tahir Aydoğdu,Tahir Aydoğdu,1is6hONhl8keZUj6K0HeLp,1398,turkish classical,sufi
Mustafa Özoruç,Mustafa Özoruç,301X5R3r8uqUq0isT9GFlW,726,mevlevi sufi,"sufi, ghazal"
Mustafa Dogan Dikmen,Mustafa Dogan Dikmen,7ssueWjUl8zkJprhzNQGUv,395,ney,
Serkan Mesut Halili,Serkan Mesut Halili,7ewqNVQfrfYfw18pI3c5Up,498,turkish classical,
Ali Ufki,Ali Ufki,0ClJxWm5CFX5ckX2igoCuy,363,turkish classical,
DÜNYA,DÜNYA,5aHYKO08UQDrHpT4szAYOL,2675,turkish classical,sufi
Kalenderi,Kalenderi,0oLoVuVPThEdwvPwIXLVwW,6210,ney,sufi
Yinon Muallem,Yinon Muallem,2tkkRpvEOSTB3WbWCtXkbp,3133,turkish classical,
İstanbul Tarihi Türk Müziği Topluluğu,İstanbul Tarihi Türk Müziği Topluluğu,4U3ZWSYTrKd5FtVjOtYtgl,1885,turkish classical,
DEM Trio,DEM Trio,7FNUMQZzSVxVkIaQAWzMJH,338,turkish classical,
Bosphorus Topluluğu,Bosphorus Topluluğu,7jC3gkmm3VUV4SRSzal8q8,241,turkish classical,
Ergin Kızılay,Ergin Kızılay,0eFqY7TiJKZhnA5hmeEE0u,2689,turkish classical,oyun havasi
Gökhan Filizman,Gökhan Filizman,2mvgmlz4lCPnye8dw1ay7K,143,turkish classical,
Selin Yücesoy,Selin Yücesoy,54koruoJSShe1Z4iWhxLBS,1587,turkish classical,
Derya Türkan,Derya Türkan,2Lc2fFxGPHmS5VYuTPlB06,848,turkish classical,sufi
Yarkın Ritm Grubu,Yarkın Ritm Grubu,4nQUQ0nJrr4GrjQiC4VslI,818,turkish classical,sufi
Emre Aracı,Emre Aracı,14rmqpY9L6DirsiSUy5J3Z,4854,oriental classical,
Bekir Şahin Baloğlu & Nurullah Kanık,Bekir Şahin Baloğlu & Nurullah Kanık,7qA9Xp9u6EuC8sGU85aPJj,35,turkish classical,
Danyal Mantı,Danyal Mantı,73GAulOGbOy4iU1voOeOJk,55,turkish classical,
Sultan Murad,Sultan Murad,6bpNIjpnAS6waLVpce9j4H,57,turkish classical,
Idil Biret,Idil Biret,5SBOWUBQdfga0xprPVBxOr,17927,turkish classical performance,"classical piano, classical"
Gulsin Onay,Gulsin Onay,0zcto8CVTnFQWIefja4EIz,3300,turkish classical performance,
Hande Dalkılıç,Hande Dalkılıç,3aeD5I2n5f6CsoJnRGHSTL,694,turkish classical performance,
Verda Erman,Verda Erman,5rnhZenqL7oXxqsfbXqzkX,247,turkish classical performance,
Bülent Evcil,Bülent Evcil,1eakJmDPyajNmXiiUkHndB,1784,turkish classical performance,
Borusan Istanbul Philharmonic Orchestra,Borusan Istanbul Philharmonic Orchestra,422GGz72U4bDEyZefiuXsC,4022,turkish classical performance,classical
Limak Filarmoni Orkestrası,Limak Filarmoni Orkestrası,3QZX1mRECcACsal8JdvybI,6682,turkish classical performance,opera
Can Çakmur,Can Çakmur,2ScGWqzdQcdVI2OKeZRrSu,2368,turkish classical performance,
Senem Demircioğlu,Senem Demircioğlu,2KxmiqgInmIcn8BDZh0Vcw,1607,turkish classical performance,
Zeynep Ucbasaran,Zeynep Ucbasaran,3Y3iE7HWwm5qnjnrKoL2Qg,403,turkish classical performance,
Mesut Iktu,Mesut Iktu,41AZ6MJcpXShrRYDztbP0I,497,turkish classical performance,opera
İbrahim Yazıcı,İbrahim Yazıcı,0RUXWwLZib83r99XQi5QCC,590,turkish classical performance,opera
Hikmet Şimşek,Hikmet Şimşek,42dxvnfDW2slwlRrwhF5zU,458,turkish classical performance,
Güher & Süher Pekinel,Güher & Süher Pekinel,6In8QbQwcx7Kehr0Q7PBK6,1253,turkish classical performance,
Sunat Korat,Sunat Korat,5DPBywYf52RWqGUdcNqGgt,202,turkish classical performance,opera
Mithat Fenmen,Mithat Fenmen,5PgmZLtnbv9ClH4yU8h6tf,259,turkish classical performance,
Emre Şen,Emre Şen,6toRvvNoy23nY8Y7uO3Q07,389,turkish classical performance,classical piano
Gürer Aykal,Gürer Aykal,15WFJ8ODB3wukanQMulvrz,354,turkish classical performance,
Huseyin Sermet,Huseyin Sermet,5KvXtACyBFALB9l4pE5gzj,817,turkish classical performance,"impressionism, classical piano, chamber music"
Ayla Erduran,Ayla Erduran,60PkWPbfv67tTvksu2LM0M,1436,turkish classical performance,
Renan Koen,Renan Koen,1ilGpupwSQOiZAkEDLjpoR,341,turkish classical performance,
Istanbul State Symphony Orchestra,Istanbul State Symphony Orchestra,3y2KkiWDVMCnH64alebVpR,464,turkish classical performance,
Rengim Gökmen,Rengim Gökmen,0BqNDjiLETaiV9kEBPXLL5,514,turkish classical performance,opera
Bilkent Senfoni Orkestrası,Bilkent Senfoni Orkestrası,3Ncw5zk92T7Si29MrmoStk,1178,turkish classical performance,
Aydın Karlıbel,Aydın Karlıbel,08JwGWy5CXNqSdjgSAAeyO,200,turkish classical performance,
Duo Blanc & Noir,Duo Blanc & Noir,2ZmNBT284pMk8mbhWCjhGY,946,turkish classical performance,
Toros Can,Toros Can,752SckePA0z2JtXlpMSsnQ,240,turkish classical performance,classical piano
Emre Yavuz,Emre Yavuz,5t0RjOykLtKcTj0GNplVjp,340,turkish classical performance,"classical piano, impressionism"
Bilkent Symphony Orchestra,Bilkent Symphony Orchestra,3Rx2rOrKkEoAoECS9Jr5Oa,953,turkish classical performance,"contemporary classical, concerto"
Ilyun Bürkev,Ilyun Bürkev,0bfOHqirNeXsaAoSdNSiBF,748,turkish classical performance,classical piano
Sefika Kutluer,Sefika Kutluer,6aR2p6MeZqcCKJxZgvTs2H,1677,turkish classical performance,
Tuncay Yılmaz,Tuncay Yılmaz,5V2No4vF5tAFvSY6tJH20d,220,turkish classical performance,
Süher Pekinel,Süher Pekinel,7xtxBbk8W0htAOXceavYlH,298,turkish classical performance,classical piano
Güher Pekinel,Güher Pekinel,3rTiRLf29vqw1tGijDHqYB,560,turkish classical performance,"classical piano, classical"
Borusan Quartet,Borusan Quartet,1q2YthQAPLVmw8VcmWIcjH,1144,turkish classical performance,"minimalism, chamber music"
Yeşim Gökalp,Yeşim Gökalp,5yN20W2ZbE2X23y5GarsDg,167,turkish classical performance,neoclassical
Dilbağ Tokay,Dilbağ Tokay,4cODFp1frFmB9CpyUWEM9D,170,turkish classical performance,
Bosphorus Trio,Bosphorus Trio,4iISTUdU8SlqdfvVO8KJFo,268,turkish classical performance,
Emine Serdaroğlu,Emine Serdaroğlu,6y1qjVd6SWdTcubRQuvQPc,81,turkish classical performance,
Naci Özgüç,Naci Özgüç,5AuJtzVBUqNZY1mnAlqaaz,50,turkish classical performance,opera
Arkas Trio,Arkas Trio,2TI2qTfj7YaubjbiQDRWwA,66,turkish classical performance,chamber music
Özgür Aydın,Özgür Aydın,4TOtTCL0QBHn4OT31e4A20,77,turkish classical performance,
Hakan Şensoy,Hakan Şensoy,2gWAaPeXsxa2Ue4X7vXWkz,139,turkish classical performance,
Vedat Koşal,Vedat Koşal,5MQw63hRYjQhoWEnSTtrJg,322,turkish classical performance,
Ani Kavafian,Ani Kavafian,57WDs6FYvI03RhSUlkq4e0,123,turkish classical performance,"chamber music, expressionism"
Antalya State Symphony Orchestra,Antalya State Symphony Orchestra,2NtiW6kc6MMnwq5JYo2Bjh,17,turkish classical performance,contemporary classical
Atilla Aldemir,Atilla Aldemir,1lmJwlvgGaFUiMyEr9M8cJ,222,turkish classical performance,
Ayşegül Durakoğlu,Ayşegül Durakoğlu,4EgySDWztfFbeNL90yKbVC,48,turkish classical performance,
Banu Sözüar,Banu Sözüar,2VQ0zhOH849JTNnPmIMTag,135,turkish classical performance,
David Ezra Okonsar,David Ezra Okonsar,2mRKh9Lvpa1w2KRpd1J91r,133,belgian classical piano,classical piano
Deniz Arman Gelenbe,Deniz Arman Gelenbe,6CmhRxovOTgDSPVCphqsZH,47,turkish classical performance,chamber music
Ece İdil,Ece İdil,1kGZwvFYHBP4LXNZn7BQz9,332,turkish classical performance,
Emre Elivar,Emre Elivar,4Oy5ARFsh9SivM1x3ChiPF,96,turkish classical performance,chamber music
Hacettepe Senfoni Orkestrası,Hacettepe Senfoni Orkestrası,0hdmVvt3mOsForJhw9qLUf,148,turkish classical performance,
Hande Özyürek,Hande Özyürek,6aRMeC6b7mMH787coaElGp,53,turkish classical performance,
Kültür Bakanlığı Cumhurbaşkanlığı Senfoni Orkestrası,Kültür Bakanlığı Cumhurbaşkanlığı Senfoni Orkestrası,4PayR5G5i9qWsQHFztfbae,61,turkish classical performance,
Mehveş Emeç,Mehveş Emeç,2hbKmA5MtggHCpJJu6VWPU,420,turkish classical performance,
Pelin Halkacı Akın,Pelin Halkacı Akın,2ModBHvsOB3UpLYQ6e65ln,129,turkish classical performance,chamber music
Rüya Taner,Rüya Taner,4kbSpWeNZlK7PKrmrx2vc1,103,turkish classical performance,
Seta Tanyel,Seta Tanyel,1M4FwoOeXUsY1hezBteWk9,298,turkish classical performance,classical piano
Sevil Ulucan,Sevil Ulucan,6Bvx5JdPxgfTEzzF1k40BQ,131,turkish classical performance,
Şölen Dikener,Şölen Dikener,2KN44mtvdtWl2g6Gik9NX9,73,turkish classical performance,
Archaic Vanity,Archaic Vanity,5wWqD2hltzenatUYeailO7,401,turkish death metal,
Gore Dimension,Gore Dimension,6MDMuQDcUXiPm3wVaiHyh3,640,turkish death metal,"death metal, grindcore"
Decimation,Decimation,7LXPA3qA1GDUhGYY1OfurU,2686,turkish death metal,death metal
Molested Divinity,Molested Divinity,3c9f2M6tEGCb6ZBpmD5f05,5173,turkish death metal,"death metal, grindcore"
Decaying Purity,Decaying Purity,67Y2W5o4tTiCDPUATGiCNO,1414,turkish death metal,"death metal, grindcore"
Meshum,Meshum,0vIJQ3vmGKTHV6xF4CCoxV,2167,turkish death metal,"death metal, grindcore"
Drain of Impurity,Drain of Impurity,0e9qTcHQMHlmiEXrT2Ls8K,1190,turkish death metal,"death metal, grindcore"
In Revel of Seduce,In Revel of Seduce,79zMU73r8ABWOASmbo1wd0,190,turkish death metal,melodic death metal
Booze serpent,Booze serpent,3QqUTEZZwLhmHPNri81qwE,246,turkish death metal,
Wrath of Fate,Wrath of Fate,1sT2NoOaXQTpW9U9LsRiJA,381,turkish death metal,death metal
Necrophagist,Necrophagist,22GSc8UsPGIP5mrM4W57rY,193911,technical death metal,"death metal, metal, grindcore"
Gutfed,Gutfed,4jofEFcNBUStN9imWrOmE3,9620,slam death metal,"grindcore, death metal"
Atapaskan,Atapaskan,60aUXA2OKytRzUDyyxk3g1,220,turkish death metal,
Freedom Gray,Freedom Gray,6LQzOkVB5nsl60Vbmuf3pH,83,turkish death metal,melodic death metal
Toward Origin,Toward Origin,3teIFHvXuZAKszWNZ2x3nG,196,turkish death metal,"melodic death metal, djent"
Elrith,Elrith,2xCUOorgGNkpoXJGBx0SB5,138,turkish death metal,death metal
Makattopsy,Makattopsy,3T6iufTpO4vmKAKq1GNR9N,56,turkish death metal,grindcore
Securis,Securis,2VsrdQAWMoWCLEk948Z0IY,81,turkish death metal,melodic death metal
Karanlık,Karanlık,2TNU51mydcbzRP0UPRvwNk,769,turkish black metal,black metal
Ezayah,Ezayah,603nq32SwZggqVMYEwEUhX,241,turkish black metal,black metal
Seed of Cain,Seed of Cain,1GkW0W0olTLt0m1trPRa8s,251,turkish black metal,black metal
The Sarcophagus,The Sarcophagus,0R8cTK48cAuzjL5oasyIxl,410,turkish black metal,black metal
Lucem,Lucem,4F740ux0w4oLxuoCUVyelk,320,turkish black metal,black metal
Cosmic Funeral,Cosmic Funeral,4T2hCo8X8jy47NVzYNRGNj,285,turkish black metal,black metal
Horrocious,Horrocious,2p88G67FbbMlJPGYtMbM6C,733,turkish black metal,black metal
