isim,dogum_yeri,aktif_sehir,tip,arama_sehri
Emirhan Kartal,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yora,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Osman Tolga,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Melek Öztürk,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Zerrin Doğan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Τέτος Δημητριάδης[Theodotos Demetriades],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Necla Fide,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Tunç Okan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yalçın Gülhan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bosphorus,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Gürz,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Ümit Efekan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yılmaz Karakoyunlu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Oğuzhan Yıldız,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Özgür Yedievli,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bülent Çolak,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Κώστας Καρίπης[Kostas Karipis],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Kaan Çakır,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Τάκης Νικολάου[Takis Nikolaou],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Nene H,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Selim Evci,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Selma Güneri,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Uğur Dikmen,"İstanbul, İstanbul, Turkey",,solo,İstanbul
The Revolters,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Yalçın Tura,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ferhan Akgün,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Evren Duyal,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Nvart Andreassian,"İstanbul, İstanbul, Turkey",,solo,İstanbul
İstanbul Quartet,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Ferdi Eğilmez,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Fırat Altunmeşe,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ferruh Yarkın,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Selim Öztrük,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Tarık Sezer,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Levent Altındağ,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Erdem Sökmen,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Klips ve Onlar,,,solo,Bursa
Buzruh,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Mustafa Oğuz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Olgu Baran Kubilay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
One Circle,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Lorenzo Senni,,,solo,Bursa
Vaghe Stelle,,,solo,Bursa
Damned Cry,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Omar Naqichbendi,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Zihni Küçümen,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Nilgün Akçaoğlu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hülya Şengül,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Aykan Safoğlu,"İstanbul, İstanbul, Turkey","New York, NY, United States",solo,NY
Erol Hızarcı,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Rüya Gümüşata,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Atilla Atalay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Αντώνης Νταλγκάς[Antonis Dalgas],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Grégoire Aslan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Birtane Güngör,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Öykü Çelik,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Melih Duygulu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Merve Altınkaya,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hakan Altıner,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Burak Arlıel,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Senmuth,,,solo,Bursa
Turgay Kantürk,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Erkan Özerman,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Elfe Uluç,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Funda Alp,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Tuna Kırlı,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hüseyin Emre Konyalı,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Tarık Tufan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Snakeroot,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Filiz Ekinci,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Güneş Emir,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Algı Eke,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Melda Bekcan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Burçin Terzioğlu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Alp Kırşan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Esra Dermancıoğlu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ozan Aydemir,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Rozet Hubeş,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Zeynep Aktuğ,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Sevil Uyar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bahar Akça,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Berke Hürcan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Zihni Göktay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Cemre Kemer,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Mete Özgencil,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ceren Moray,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Eren Bakıcı,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Şebnem Bozoklu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Melike Öcalan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ali İhsan Varol,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Özgür Bakar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bülent Evcil,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Erol Gedik,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Emre Kızılırmak,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hakan Türkşen,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Kirkbinsinek,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Gérard Serkoyan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Tolga Emilio,"İstanbul, İstanbul, Turkey","San Benedetto Val di Sambro, Emilia-Romagna, Italy",solo,Emilia-Romagna
Begüm Birgören,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Onur Gazioğlu,,,solo,Bursa
Serkan Niron,,,solo,Bursa
Γιώργος Μητσάκης[Giorgos Mitsakis],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Haydar Karaer,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Death Room,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Rebel Moves,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Ferhat Albayrak,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hare Sürel,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Foma,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Altona,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Haydar Işık,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yağmur Kaşifoğlu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Kerem Bürsin,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Sami Aksu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Serkan Şenalp,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Emre Canpolat,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Abidin Dino,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Brutalcore,"Istanbul, Istanbul, Turkey",,grup,Istanbul
Aykut Düz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ελένη Χαλκούση[Eleni Halkousi],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Meral Orhonsay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Reyhan Erdogan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Oğuz Galeli,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Αθηνόδωρος Προύσαλης[Athinodoros Prousalis],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Taylan Barman,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Doğaç Yıldız,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Coşkun Karademir,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Շահան Արծրունի[Şahan Arzruni],"İstanbul, İstanbul, Turkey","New York, NY, United States",solo,NY
Deniz Türkali,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Gülçin Alpöge,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Barış Pirhasan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Müjde Uzman,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Aydan Taş,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Cultus,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Cüneyt Uzunlar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Tolga Karaçelik,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Cem Özeren,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Onur Atilla,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yıldırım Öcek,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Nicola Rossi-Lemeni,"Istanbul, İstanbul, Turkey",,solo,İstanbul
Faded Serena,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Burak Sarımolla,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Engin Hepileri,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Gizem Karaca,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ali Pınar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Dead Country,,,solo,Bursa
Karkhana,,,solo,Bursa
Orchestra Omar,,,solo,Bursa
Onur Aydın,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Levent Çetin,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Serenay Aktaş,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ferdi Kurtuldu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Afrikalı Ali,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Rasim Ulusman,,,solo,Bursa
Serdar Şanal,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Başay Okay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Zuhal Topal,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Seçil Buket Akıncı,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ceyda Tepeliler,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Erdoğan Engin,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Derin Esmer,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Damla Debre,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Burak Kuka,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Cengiz Özdemir,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Gülsin Onay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Zeynep Üçbaşaran,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hatice Şendil,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Zeynep Özbatur Atakan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Özlem Savaş,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Memduh Ün,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yağız Can Konyalı,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yosi Mizrahi,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Can Yılmaz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ayhan Eroğlu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Enver Demirkan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Aram Katcher,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Aram Gülyüz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yağmur Ünal,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Wrathfist,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Mete Sözer,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Murat Prosçiler,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Mustafa Kotan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Murat Düzgünoğlu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ferdi Sancar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Alev Akakar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Derya Karadaş,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Serhan Yavaş,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Meltem Bozoflu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Kandemir Konduk,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Kip Winger,,,solo,Bursa
Reb Beach,,,solo,Bursa
Pat Mastelotto,,,solo,Bursa
Rod Morgenstein,,,solo,Bursa
Acid Work,"Istanbul, Istanbul, Turkey",,solo,Istanbul
Ahmet Soner,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ran,,,solo,Bursa
Altar Kafesçi,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Natascha Romboy,"Istanbul, İstanbul, Turkey",,solo,İstanbul
Autehm,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Necip Celal Andel,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Sarnath,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Carnatia,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Barış Sarhan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Johnny Montevideo,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Τώνης Γιακωβάκης[Tonis Giakovakis],"Istanbul, İstanbul, Turkey",,solo,İstanbul
Eren Aksu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Türksoy Gölebeyi,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Rehber,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Mirza Meltem,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Irmak Karasu,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ataşehir,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yasemin Sannino,"Istanbul, Istanbul, Turkey",,solo,Istanbul
Kobra Murat,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Kemani Cemal,"Istanbul, Istanbul, Turkey",,solo,Istanbul
Marten Yorgantz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bilge Günaydın,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Can Ozan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Sercan Öztürk,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Reşat Nuri Güntekin,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ali Wan Kenobi,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Dolorès Grassian,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Neocastro,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Sarkis,"İstanbul, İstanbul, Turkey","Paris, Île-de-France, France",solo,Île-de-France
Aram Kerovpyan,"İstanbul, İstanbul, Turkey","Paris, Île-de-France, France",solo,Île-de-France
Կոչնակ[Kotchnak],,,solo,Bursa
Արա Պարթեւեան[Ara Bartévian],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Fred Pasquali,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Paul Misraki,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Marcel Zanini,"Istanbul, Istanbul, Turkey",,solo,Istanbul
Jacques Rémy,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Dimitri From Paris,"İstanbul, İstanbul, Turkey","Paris, Île-de-France, France",solo,Île-de-France
La Yellow 357,,,solo,Bursa
€urocrats,,,solo,Bursa
Verda Erman,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bulent Aydin,"İstanbul, İstanbul, Turkey","London, Greater London, United Kingdom",solo,Greater London
Debora Ipekel,"Istanbul, Istanbul, Turkey","London, Greater London, United Kingdom",solo,Greater London
She'koyokh,,,solo,Bursa
Villette,"İstanbul, İstanbul, Turkey","London, Greater London, United Kingdom",solo,Greater London
Bircan Birol,"İstanbul, İstanbul, Turkey","Glasgow, Glasgow City, United Kingdom",solo,Glasgow City
Onur Karaman,"İstanbul, İstanbul, Turkey","Montréal, QC, Canada",solo,QC
Kim Kaveller,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
R.A.N.,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Turgut Erçetin,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Ahmet Coskun,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Özay,"Istanbul, Istanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Aslı Özge,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Gün,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Erkin Gören,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Tayfun Erdem,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Emre Birişmen,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
DataLine,"İstanbul, İstanbul, Turkey","Göteborg, Västra Götalands län, Sweden",solo,Västra Götalands län
Kemal Dinç,"İstanbul, İstanbul, Turkey","Rotterdam, Zuid Holland, Netherlands",solo,Zuid Holland
Ercan Karacaylı,"İstanbul, İstanbul, Turkey","München, Bayern, Germany",solo,Bayern
Chronomad,"İstanbul, İstanbul, Turkey","München, Bayern, Germany",solo,Bayern
Ozan Esen,"Istanbul, Istanbul, Turkey","Amsterdam, Noord-Holland, Netherlands",solo,Noord-Holland
Sarratum,"İstanbul, İstanbul, Turkey","Amsterdam, Noord-Holland, Netherlands",grup,Noord-Holland
Pieter Goemans,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Orkun Ertener,"İstanbul, İstanbul, Turkey","Köln, Nordrhein-Westfalen, Germany",solo,Nordrhein-Westfalen
Dream Ocean,"İstanbul, İstanbul, Turkey","Köln, Nordrhein-Westfalen, Germany",grup,Nordrhein-Westfalen
Sebastian Heuckmann,,,solo,Bursa
Gülru Ensari,"İstanbul, İstanbul, Turkey","Köln, Nordrhein-Westfalen, Germany",solo,Nordrhein-Westfalen
Ղևոնդ Ալիշան[Ghevont Alishan],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bernd Aldor,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bhavani,,,solo,Bursa
Serart,,,solo,Bursa
Arzu Demirel Birinci,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Samet Gunal,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Ayşenaz Atakol,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ruken Yilmaz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ayşe Günyüz Demirci,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Nermin Candan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Tülay Erdeniz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Saadet Türköz,"İstanbul, İstanbul, Turkey","Zürich, Zürich, Switzerland",solo,Zürich
Urumchi,,,solo,Bursa
HXNJV,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Robert Ikiz,"İstanbul, İstanbul, Turkey","Stockholm, Stockholms län, Sweden",solo,Stockholms län
Banner of Resistance,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Kaan Yılmaz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Mehmet Refik Kaya,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bipolar Architecture,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",grup,Berlin
Kranthor,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Зако Хеския[Zako Heskiya],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Константин Коцев[Konstantin Kotsev],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Volkan Yilmaz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Nascent,"Istanbul, Istanbul, Turkey",,grup,Istanbul
Muzaffer Tema,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ahmet Tarık Tekçe,"İstanbul, İstanbul, Turkey",,solo,İstanbul
İpek Arkan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Sevtap Çetinkale,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Double T.,"İstanbul, İstanbul, Turkey","London, Greater London, United Kingdom",solo,Greater London
Cansu Tuman,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Bay B Kane,"İstanbul, İstanbul, Turkey","London, Greater London, United Kingdom",solo,Greater London
Break the Limits,,,solo,Bursa
AF,"İstanbul, İstanbul, Turkey",,grup,İstanbul
hatespeech,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Zeynep Korkmaz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Halit Özgür Sarı,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Mehometh,"İstanbul, İstanbul, Turkey",,grup,İstanbul
The Skirtless,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Özgür Tüzer,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Geeva Flava,"İstanbul, İstanbul, Turkey",,grup,İstanbul
SNOW,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Koray Yeltekin,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Merve Boluğur,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Mehmet Akar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Galatasaray İz Cazı Orkestrası,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Die in Vain,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Lilith,"Istanbul, Istanbul, Turkey","Berlin, Berlin, Germany",grup,Berlin
Emre Tanyıldız,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Feridun Ertaşkan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Düşünce,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Lavinya Ünlüer,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Didem Başar,"İstanbul, İstanbul, Turkey","Montréal, QC, Canada",solo,QC
Bülent Ateş,"İstanbul, İstanbul, Turkey","Frankfurt am Main, Hessen, Germany",solo,Hessen
Braindead,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Şeyda Erdoğan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Süleyman Mert Özdemir,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Isik Kural,"İstanbul, İstanbul, Turkey","Glasgow, Glasgow City, United Kingdom",solo,Glasgow City
Eylül Ezgi Yılmaz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Mafsal,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Caner Kurtaran,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Vilehand,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Jacques Natteau,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hüma Utku,"İstanbul, İstanbul, Turkey","Berlin, Berlin, Germany",solo,Berlin
Erdem Şenocak,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Aleyna Solaker,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Gökhan Keskin,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hakan Başar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Doğan Bayraktar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Divinatio,"İstanbul, İstanbul, Turkey",,grup,İstanbul
Elif Sanchez,"İstanbul, İstanbul, Turkey","New York, NY, United States",solo,NY
Ρόζα Εσκενάζυ[Roza Eskenazi],"İstanbul, İstanbul, Turkey",,solo,İstanbul
Carlita,"Istanbul, Istanbul, Turkey",,solo,Istanbul
Astra Club,,,solo,Bursa
Eren Gümrükçüoğlu,"İstanbul, İstanbul, Turkey","Tallahassee, FL, United States",solo,FL
Efe Turumtay,"İstanbul, İstanbul, Turkey","Wien, Wien, Austria",solo,Wien
Sadi Işılay,"Istanbul, Istanbul, Turkey",,solo,Istanbul
Ercüment Batanay,"Istanbul, Istanbul, Turkey",,solo,Istanbul
Cem Doğan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Zeynep Ağcabay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Korhan Yurtsever,"İstanbul, İstanbul, Turkey",,solo,İstanbul
T,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Gözde Ayar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Miray Daner,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Güldüren Güler,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ahmed Ratip,"Istanbul, Istanbul, Turkey",,solo,Istanbul
Ahmed Ratip y sus Cotton Pickers de Buenos Aires,,,solo,Bursa
Erdem Sakalıbüyük,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Pango,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Beste Hira,"İstanbul, İstanbul, Turkey","Amsterdam, Noord-Holland, Netherlands",solo,Noord-Holland
Cihan Sağlam,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Hakan Yücel,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Büşra Acar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Özge Özacar,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Ercüment Fidan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Helin Kandemir,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Batuhan Gündüz,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Eylem Kaftan,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Mim Kemal Öke,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Serdar Gökalp,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Özüm Çakır,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Seyid Çolak,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Melih Düzenli,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Yank,"İstanbul, İstanbul, Turkey","Utrecht, Utrecht, Netherlands",solo,Utrecht
Sedat Pakay,"İstanbul, İstanbul, Turkey",,solo,İstanbul
Emirhan Derindere,"İstanbul, İstanbul, Turkey",,solo,İstanbul
