isim,dogum_yeri,aktif_sehir,tip,arama_sehri,Spotify_ID,Followers,Popularity,Genres,Spotify,Wikipedia,Every Noise at Once
Fredd,"Kastamonu, Kastamonu, Turkey",,solo,Karaman,,,,,"jazz rap, alternative hip hop",,turkish hip hop
Ahiyan,"Ağrı, Ağrı, Turkey","Ankara, Ankara, Turkey",solo,Kırıkkale,0U8sdaBYsYld98xOIX1nYB,249543.0,57.0,turkish hip hop,turkish hip hop,,turkish hip hop
Akrep Nalan,"Ankara, Ankara, Turkey",,solo,Kırıkkale,2TGC73pOQvqpbwxQcCTBho,11634.0,31.0,turkish pop,turkish pop,"halk, pop",
Ali Kızıltuğ,"Divriği, Sivas, Turkey",,solo,Kırıkkale,611fvPc4QIrREVzOq49Mob,19013.0,29.0,arabesk,arabesk,halk,turkish folk
Alpay,"Ankara, Ankara, Turkey",,solo,Kırıkkale,54dXUQ28NmpBHImIXjRsUg,67716.0,38.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Alpay,"Ankara, Ankara, Turkey",,solo,Kırıkkale,54dXUQ28NmpBHImIXjRsUg,67716.0,38.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Ankaralı Namık,"Kurşunlu, Çankırı, Turkey",,solo,Kırıkkale,7esfmVT7dmJnsm1byX2m8e,276683.0,49.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
Ankaralı Turgut,"Ankara, Ankara, Turkey",,solo,Kırıkkale,6FwhwuxGyBiySLyTPit632,52943.0,32.0,"oyun havasi, arabesk","oyun havasi, arabesk","halk, arabesk",arabesk
Ankaralı Yasemin,"Çankaya, Ankara, Turkey",,solo,Kırıkkale,7LV6zJEDmlEDBdCWtY0NGn,20570.0,30.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
Aspova,"Ankara, Ankara, Turkey",,solo,Kırıkkale,2sjnyyL9NXijL3Fr2eLikf,412197.0,51.0,turkish hip hop,turkish hip hop,,turkish hip hop
Atilla Yelken,"İstanbul, İstanbul, Turkey","Ankara, Turkey",solo,Kırıkkale,3xbh2Avzz7tXJgRJwOsGfv,691.0,0.0,anatolian rock,anatolian rock,,turkish psych
Attila Özdemiroğlu,"Ankara, Ankara, Turkey",,solo,Kırıkkale,4fhrR5Y5QTrIfcYVExMoX0,42.0,0.0,anatolian rock,anatolian rock,pop,
Attila Özdemiroğlu,"Ankara, Ankara, Turkey",,solo,Kırıkkale,4fhrR5Y5QTrIfcYVExMoX0,42.0,0.0,anatolian rock,anatolian rock,pop,
Aydın Tansel,"Ankara, Turkey",,solo,Kırıkkale,55VsQYE34nvDeQhYNB6naZ,2697.0,6.0,"anatolian rock, turkish pop",,,
Ağaçkakan,"Ankara, Ankara, Turkey","Eskişehir, Eskişehir, Turkey",solo,Kırıkkale,7ssDDQAUFA9Z5k5VbbqYxg,31577.0,31.0,"turkish hip hop, experimental hip hop","turkish hip hop, experimental hip hop",,turkish hip hop
Baneva,"Konya, Konya, Turkey","Ankara, Ankara, Turkey",solo,Kırıkkale,19YsBPYDyAmKbcFoor4W4e,93267.0,48.0,turkish hip hop,turkish hip hop,rap,"turkish trap, turkish hip hop"
Barlas,"Ankara, Ankara, Turkey",,solo,Kırıkkale,7svcr7IGuCyKZYwilzgx4n,527.0,16.0,turkish pop,"g-house, slap house",,
Bedo,"Ankara, Ankara, Turkey",,solo,Kırıkkale,7xD3PtnXEsJeqsPtJ3N3si,408203.0,55.0,"turkish hip hop, turkish pop",,elektronik,turkish hip hop
Bedük,"Ankara, Turkey",,solo,Kırıkkale,1Ff0dxz94grKP7s4p3ANlp,26203.0,37.0,turkish pop,turkish pop,,turkish pop
Berkant,"Elmadağ, Ankara, Turkey",,solo,Kırıkkale,2c3QSjXlvmSEHsaosjFmd1,19909.0,27.0,"anatolian rock, turkish pop, arabesk","anatolian rock, turkish pop, arabesk",,
Berkay,"Ankara, Ankara, Turkey",,solo,Kırıkkale,5juVQV1lGuA4o5IrLwpZar,625772.0,57.0,"turkish pop, arabesk, t-pop","turkish pop, arabesk, t-pop",,turkish pop
Burak Malçok,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,3CmmR547H2prfmsee200bE,2891.0,26.0,"anatolian rock, sufi","anatolian rock, sufi",,
Bülent Ortaçgil,"Ankara, Ankara, Turkey","Bozburun, Muğla, Turkey",solo,Kırıkkale,1eY7YyYjc9jGnsHdJka906,245084.0,40.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish rock, turkish jazz, turkish singer-songwriter"
Bülent Ortaçgil,"Ankara, Ankara, Turkey","Bozburun, Muğla, Turkey",solo,Kırıkkale,1eY7YyYjc9jGnsHdJka906,245084.0,40.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish rock, turkish jazz, turkish singer-songwriter"
Can Şengün,"Ankara, Ankara, Turkey",,solo,Kırıkkale,7zRRJK11f32xjUA10NvbTX,5.0,0.0,turkish pop,,,
Caner Gülsüm,"Ankara, Ankara, Turkey",,solo,Kırıkkale,1SaE56yp1v7ayBnAWtmlvc,20274.0,34.0,"arabesk, oyun havasi","arabesk, oyun havasi",,turkish folk
Chef Bi,"Ankara, Ankara, Turkey",,solo,Kırıkkale,6Cf83I8yeJUd9uIPEUV6IM,44432.0,41.0,turkish hip hop,turkish hip hop,,turkish hip hop
Cici Kızlar,,,solo,Kırıkkale,1I253VA1DgfRm9misAcGq8,22017.0,24.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Cici Kızlar,,,solo,Kırıkkale,1I253VA1DgfRm9misAcGq8,22017.0,24.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Cin Seddi,"Ankara, Turkey, Turkey","Ankara, Turkey, Turkey",grup,Kırıkkale,2liAz15F6gnnG58wtMz5Co,8738.0,34.0,anatolian rock,anatolian rock,,turkish metal
Deniz Arcak,"Ankara, Turkey",,solo,Kırıkkale,1EYG9EGkb762d5qKVbxZJB,55140.0,30.0,turkish pop,turkish pop,,"turkish pop, turkish singer-songwriter"
Deniz Gürzumar,"Ankara, Ankara, Turkey",,solo,Kırıkkale,1nbkdlGLMmM7rVNAkfoDu0,33367.0,23.0,turkish hip hop,turkish hip hop,,turkish hip hop
Deniz Çakır,"Ankara, Ankara, Turkey",,solo,Kırıkkale,29YFAz8SI57xlybvxCk3sb,748.0,19.0,turkish pop,turkish pop,,
Deniz Çetin,"Ankara, Ankara, Turkey",,solo,Kırıkkale,2mbEUGEaqBGllt41g9eTD3,1318.0,20.0,turkish pop,turkish pop,,
Diken,"İstanbul, İstanbul, Turkey","Ankara, Ankara, Turkey",grup,Kırıkkale,14sOXo6iCym0ZP1oWuLlGg,9052.0,14.0,anatolian rock,,,turkish metal
Dilber Ay,"Pazarcık, Kahramanmaraş, Turkey",,solo,Kırıkkale,622nbL5e4PEwWgd9S3x2gA,143.0,0.0,arabesk,"arabesk, oyun havasi","halk, arabesk",
Doğuş Çabakçor,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,2Y7fKAw6qx4hES4vuaPijc,20989.0,42.0,turkish pop,turkish pop,,
Dr. Skull,"Ankara, Turkey",,grup,Kırıkkale,5Q3rwfTFs77PxIEXOJVMIt,20818.0,15.0,anatolian rock,"dancehall, afrobeats, afrobeat, soca","punk, metal",turkish metal
Duman,,,solo,Kırıkkale,6RTC1abMgBC7Krg6qJQHJh,7584873.0,64.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,turkish rock
Durul Gence,"Ankara, Ankara, Turkey",,solo,Kırıkkale,0TIB9N2hBAiOX96eX7E7HU,790.0,0.0,anatolian rock,"anatolian rock, turkish pop","caz, rock",
Ebru Yaşar,"Ankara, Turkey",,solo,Kırıkkale,0Qbd0AGWuzggX61s306wZN,1164904.0,61.0,"turkish pop, arabesk, oyun havasi","turkish pop, arabesk, oyun havasi",,"turkish pop, arabesk, deep turkish pop"
Ebru Şimşek,"Ankara, Turkey",,solo,Kırıkkale,2SmU0lqqU73O5sE2HaNdqp,1566.0,0.0,turkish pop,turkish pop,,deep turkish pop
Elif Güvendik,"Ankara, Ankara, Turkey",,solo,Kırıkkale,3gv08GaHCaaDLFtnCDz4Dh,1321.0,0.0,turkish pop,turkish pop,"halk, dans",deep turkish pop
Emre Nalbantoğlu,"Ankara, Ankara, Turkey",,solo,Kırıkkale,14TogIxl5TVMe7aa7IaLv1,65473.0,43.0,anatolian rock,anatolian rock,,turkish rock
Enes Batur,"Ankara, Ankara, Turkey",,solo,Kırıkkale,5q0uL3T6JoEVGylrtCnfCb,619751.0,35.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,
Erkan Oğur,"Ankara, Ankara, Turkey",,solo,Kırıkkale,7HIccJjwPhWkLVKu0gGJgB,241020.0,41.0,"arabesk, karadeniz folk","arabesk, karadeniz folk","caz, halk, blues","turkish folk, turkish jazz"
Erkan Oğur,"Ankara, Ankara, Turkey",,solo,Kırıkkale,7HIccJjwPhWkLVKu0gGJgB,241020.0,41.0,"arabesk, karadeniz folk","arabesk, karadeniz folk","caz, halk, blues","turkish folk, turkish jazz"
Evren Besta,,,solo,Kırıkkale,3eszEJ43r9HY92CvMSepYZ,37303.0,16.0,turkish hip hop,turkish hip hop,"rap, hip hop",turkish hip hop
Evren Besta,"Ankara, Ankara, Turkey",,solo,Kırıkkale,3eszEJ43r9HY92CvMSepYZ,37303.0,16.0,turkish hip hop,turkish hip hop,"rap, hip hop",turkish hip hop
Ezhel,"Ankara, Ankara, Turkey",,solo,Kırıkkale,6LnJKrtFnTEGdbWQ2riWCL,7109230.0,67.0,"turkish hip hop, turkish pop","turkish hip hop, turkish pop","trap, rap, pop","turkish trap, turkish hip hop"
Ferman Akgül,"Ankara, Ankara, Turkey",,solo,Kırıkkale,6cBRNsetPDbFYEYfd62XMc,101313.0,38.0,turkish pop,turkish pop,rock,
Ferman Akgül,,,solo,Kırıkkale,6cBRNsetPDbFYEYfd62XMc,101313.0,38.0,turkish pop,turkish pop,rock,
Ferman Akgül,,,solo,Kırıkkale,6cBRNsetPDbFYEYfd62XMc,101313.0,38.0,turkish pop,turkish pop,rock,
Funda Arar,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,6g7GF7BLC41JTHJwgB4wQW,1354450.0,59.0,"turkish pop, arabesk","turkish pop, arabesk",pop,turkish pop
Funda Arar,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,6g7GF7BLC41JTHJwgB4wQW,1354450.0,59.0,"turkish pop, arabesk","turkish pop, arabesk",pop,turkish pop
Furkan Karakılıç,"Ankara, Ankara, Turkey",,solo,Kırıkkale,419dPBqnjp9M1SPNlne291,15266.0,28.0,turkish hip hop,turkish hip hop,rap,
Genco Ecer,"Ankara, Turkey",,solo,Kırıkkale,0zaU3oap9Jq2T5k3FZ4s5c,4003.0,13.0,"turkish pop, turkish hip hop","turkish pop, turkish hip hop",,deep turkish pop
Grangulez,"Ankara, Ankara, Turkey",,solo,Kırıkkale,3xxVIB22FyLUoYScI46f1P,225.0,1.0,anatolian rock,anatolian rock,pop,
Gxblin,,"Ankara, Ankara, Turkey",solo,Kırıkkale,4tGJWZ4OrCrOMIFTdfhLmv,5918.0,24.0,turkish hip hop,turkish hip hop,,turkish hip hop
Gökhan Özen,"Ankara, Turkey",,solo,Kırıkkale,3QLMLmISoZnFxUdzSoT6JB,550340.0,51.0,"turkish pop, t-pop","turkish pop, t-pop",,turkish pop
Gökçe Kılınçer,"Ankara, Ankara, Turkey","London, Greater London, United Kingdom",solo,Kırıkkale,1XDrTgMm3OOlIPOfyxm4xM,84509.0,40.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",pop,turkish jazz
Görkem Karabudak,,,solo,Kırıkkale,1oAAtiC1OuS6dxE1DIkUUp,4140.0,21.0,anatolian rock,,rock,
Görkem Karabudak,,,solo,Kırıkkale,1oAAtiC1OuS6dxE1DIkUUp,4140.0,21.0,anatolian rock,,rock,
Gülden Karaböcek,"Ankara, Ankara, Turkey",,solo,Kırıkkale,2wioAsnSZ6JmA6I7Y7PDkc,878062.0,53.0,"arabesk, anatolian rock","arabesk, anatolian rock","halk, fantezi, arabesk","arabesk, turkish folk"
Gülden Karaböcek,"Ankara, Ankara, Turkey",,solo,Kırıkkale,2wioAsnSZ6JmA6I7Y7PDkc,878062.0,53.0,"arabesk, anatolian rock","arabesk, anatolian rock","halk, fantezi, arabesk","arabesk, turkish folk"
Günce,"Ankara, Ankara, Turkey",,solo,Kırıkkale,00pphg187ZA7H11g7zp17v,2473.0,8.0,turkish pop,,,deep turkish pop
Hakan Taşıyan,"Ankara, Ankara, Turkey",,solo,Kırıkkale,3Q4vUSwEp9P7ussNXBpHbZ,210835.0,40.0,arabesk,arabesk,,arabesk
Hakan Tunçbilek,"Ankara, Ankara, Turkey",,solo,Kırıkkale,7Ejh8LL9odzXRIDGVWcCTw,3572.0,40.0,turkish pop,turkish pop,,
Hayvanlar Alemi,"Ankara, Ankara, Turkey",,grup,Kırıkkale,3EtvZSyR0g9QXhHEtePXza,3188.0,2.0,"space rock, stoner rock, anatolian rock","space rock, anatolian rock, stoner rock",rap,
Hayvanlar Alemi,"Ankara, Ankara, Turkey",,grup,Kırıkkale,3EtvZSyR0g9QXhHEtePXza,3188.0,2.0,"space rock, stoner rock, anatolian rock","space rock, anatolian rock, stoner rock",rap,
Hidra,"Durham, Durham, United Kingdom","Ankara, Ankara, Turkey",solo,Kırıkkale,3yzGegJHrOW1CndMVFoo3m,845856.0,55.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
Karakedi,"Ankara, Turkey",,grup,Kırıkkale,1WRvmL1soTAaVTBFWlMrEW,1780.0,2.0,anatolian rock,"anatolian rock, turkish pop",,
Keişan,"Ankara, Ankara, Turkey",,solo,Kırıkkale,5Pd3tsRa9fj2Q3JPQ0tYEv,240836.0,38.0,turkish hip hop,turkish hip hop,rap,"turkish trap, turkish hip hop"
Kerim Yağcı,"Ankara, Ankara, Turkey",,solo,Kırıkkale,0JIgLEXOCtRHoQTdemMTBP,15051.0,32.0,"arabesk, karadeniz folk","arabesk, karadeniz folk",,
Kurtalan Ekspres,,,solo,Kırıkkale,2O7WjRnnODRpJAzKDtTb0C,27298.0,30.0,anatolian rock,anatolian rock,rock,turkish rock
Kırkaltı,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",grup,Kırıkkale,1fvF8dvOKXo3lV41CVs4Po,294.0,1.0,anatolian rock,anatolian rock,rock,
MFÖ,,,solo,Kırıkkale,2jbrqAuwSdvwcMTbtvncND,1180512.0,51.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","pop, rock","turkish pop, turkish rock"
MFÖ,,,solo,Kırıkkale,2jbrqAuwSdvwcMTbtvncND,1180512.0,51.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","pop, rock","turkish pop, turkish rock"
Mazhar Alanson,"Ankara, Ankara, Turkey","Sarıyer, İstanbul, Turkey",solo,Kırıkkale,1CTvStsvYcGi6FfDHzNg0t,459360.0,46.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish pop, turkish rock"
Mazhar Alanson,"Ankara, Ankara, Turkey","Sarıyer, İstanbul, Turkey",solo,Kırıkkale,1CTvStsvYcGi6FfDHzNg0t,459360.0,46.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,"turkish pop, turkish rock"
Mazhar ve Fuat,,,solo,Kırıkkale,7BGCYNzwnhJ0XJlaC3cBEB,416.0,4.0,anatolian rock,anatolian rock,rock,turkish psych
Mazhar ve Fuat,,,solo,Kırıkkale,7BGCYNzwnhJ0XJlaC3cBEB,416.0,4.0,anatolian rock,anatolian rock,rock,turkish psych
Mehmet Teoman,"Ankara, Ankara, Turkey",,solo,Kırıkkale,4XHaxvNvufnwea4gaACPWO,236.0,1.0,turkish pop,turkish pop,,
Melis Sökmen,"Ankara, Ankara, Turkey",,solo,Kırıkkale,0H83Ljg3YxbUzWx45WjDWL,11233.0,33.0,turkish pop,turkish pop,dans,turkish jazz
Metropolis,"Ankara, Turkey",,grup,Kırıkkale,62tG7RC8RPaCgwLeC6RfSj,1917.0,10.0,anatolian rock,"catholic music, hymns, gregorian chant",,turkish metal
Mode XL,"Ankara, Ankara, Turkey",,grup,Kırıkkale,2qpp3Yjdi0E0D0H1d0Phc1,138995.0,36.0,turkish hip hop,turkish hip hop,"rap, hip hop",turkish hip hop
Mode XL,,,solo,Kırıkkale,2qpp3Yjdi0E0D0H1d0Phc1,138995.0,36.0,turkish hip hop,turkish hip hop,"rap, hip hop",turkish hip hop
Mor ve Ötesi,,,solo,Kırıkkale,5ixQSDvAMa5O758xG8MWXT,2638495.0,62.0,"anatolian rock, turkish pop","anatolian rock, turkish pop","alternatif, rock",
Mozaik,,,solo,Kırıkkale,3wlsG664CvPGQj1C6kN7et,3393.0,7.0,"art pop, progressive rock, art rock, anatolian rock","afro tech, afro house, tribal house",metal,turkish jazz
Muazzez Abacı,"Ankara, Ankara, Turkey",,solo,Kırıkkale,0YCbq8656cGkwlNOPF0dkc,101830.0,37.0,arabesk,arabesk,klasik,
Muazzez Abacı,"Ankara, Ankara, Turkey",,solo,Kırıkkale,0YCbq8656cGkwlNOPF0dkc,101830.0,37.0,arabesk,arabesk,klasik,
Murat Başaran,"Ankara, Turkey",,solo,Kırıkkale,4yN3WGIwkWg6kw7rF6Yh2M,50591.0,41.0,"turkish pop, arabesk","turkish pop, arabesk",,"turkish pop, arabesk, deep turkish pop"
Murat Çobanoğlu,"Arpaçay, Kars, Turkey",,solo,Kırıkkale,1wtwpu7FFYwZbwd3EXmUpg,6704.0,23.0,"arabesk, karadeniz folk","arabesk, karadeniz folk","halk, rap",
Mustafa Ceceli,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,3cNwyF5SboOs9icz2XyotE,1486544.0,57.0,"turkish pop, karadeniz folk, arabesk","turkish pop, karadeniz folk, arabesk",,turkish pop
Mustafa Kaya,"Ankara, Ankara, Turkey",,solo,Kırıkkale,1utQLKlInqDudjyFbmc97P,33094.0,43.0,arabesk,arabesk,,
Nazlı Öksüz,"Ankara, Ankara, Turkey",,solo,Kırıkkale,0WmQVyCYjOLMH06s3Y5B3k,25076.0,34.0,"arabesk, karadeniz folk, oyun havasi","arabesk, karadeniz folk, oyun havasi",,turkish folk
Nil Karaibrahimgil,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,1PpRPZXSS5ka7m5NW2TO7q,1063907.0,54.0,"turkish pop, t-pop","turkish pop, t-pop",pop,"turkish pop, turkish folk, turkish singer-songwriter"
Nil Karaibrahimgil,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,1PpRPZXSS5ka7m5NW2TO7q,1063907.0,54.0,"turkish pop, t-pop","turkish pop, t-pop",pop,"turkish pop, turkish folk, turkish singer-songwriter"
Okan Murat Öztürk,"Ankara, Ankara, Turkey",,solo,Kırıkkale,1fxGZzcaalf3YcB6wd22MY,15048.0,22.0,"arabesk, traditional music","arabesk, traditional music",,turkish folk
Okan Murat Öztürk,,,solo,Kırıkkale,1fxGZzcaalf3YcB6wd22MY,15048.0,22.0,"arabesk, traditional music","arabesk, traditional music",,turkish folk
Okan Murat Öztürk,"Ankara, Ankara, Turkey",,solo,Kırıkkale,1fxGZzcaalf3YcB6wd22MY,15048.0,22.0,"arabesk, traditional music","arabesk, traditional music",,turkish folk
Onurr,,,solo,Kırıkkale,3I3kGrPbyHSER6DIxsbsac,18711.0,39.0,turkish pop,turkish pop,,
Oğuz Yılmaz,,,solo,Kırıkkale,7KqJ5Sb5sc4skvUCNftzGV,132719.0,44.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
Oğuz Yılmaz,,,solo,Kırıkkale,7KqJ5Sb5sc4skvUCNftzGV,132719.0,44.0,"oyun havasi, arabesk","oyun havasi, arabesk",,arabesk
Pilli Bebek,"Ankara, Ankara, Turkey",,grup,Kırıkkale,63RFns47gk00mnHIQ8zTR1,523020.0,58.0,anatolian rock,anatolian rock,,turkish rock
Pilli Bebek,"Ankara, Ankara, Turkey",,grup,Kırıkkale,63RFns47gk00mnHIQ8zTR1,523020.0,58.0,anatolian rock,anatolian rock,,turkish rock
Rahdan,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,6QNaAwl59qt6hsOJrKgu1o,328.0,2.0,turkish hip hop,turkish hip hop,,
Ruhi Su,"Van, Turkey",,solo,Kırıkkale,5DmyXzZgwTmnHVsNtlb4bl,110626.0,29.0,"egg punk, karadeniz folk, anatolian rock","karadeniz folk, egg punk, anatolian rock",halk,"turkish folk, turkish jazz"
Ruşen Güneş,"Ankara, Ankara, Turkey","London, Greater London, United Kingdom",solo,Kırıkkale,4RarifRWZY2vmwr4HAKXEC,754.0,19.0,arabesk,arabesk,,
Sahtekar,,,solo,Kırıkkale,5KJrOmEntORcEBdzWlNbQi,12862.0,8.0,turkish hip hop,turkish hip hop,,
Seden Gürel,"Ankara, Ankara, Turkey",,solo,Kırıkkale,5vylnY1bnqGSWu1QPL4SRM,79442.0,43.0,turkish pop,turkish pop,,turkish pop
Seden Gürel,"Ankara, Ankara, Turkey",,solo,Kırıkkale,5vylnY1bnqGSWu1QPL4SRM,79442.0,43.0,turkish pop,turkish pop,,turkish pop
Seden Gürel,"Ankara, Ankara, Turkey",,solo,Kırıkkale,5vylnY1bnqGSWu1QPL4SRM,79442.0,43.0,turkish pop,turkish pop,,turkish pop
Seksendört,"Ankara, Ankara, Turkey",,grup,Kırıkkale,7IgzsWd4tWIn70uh6dAq8d,1475768.0,57.0,"turkish pop, anatolian rock","turkish pop, anatolian rock","pop, rock","turkish pop, turkish rock"
Seksendört,"Ankara, Ankara, Turkey",,grup,Kırıkkale,7IgzsWd4tWIn70uh6dAq8d,1475768.0,57.0,"turkish pop, anatolian rock","turkish pop, anatolian rock","pop, rock","turkish pop, turkish rock"
Selahattin Altınbaş,"Bandırma, Balıkesir, Turkey",,solo,Kırıkkale,1uCqU6lO4GuCmnSuBZyUHW,111.0,1.0,arabesk,arabesk,,
Serap Mutlu Akbulut,"Ankara, Ankara, Turkey",,solo,Kırıkkale,1QqB1uPcDFo7YINrrguLB3,8910.0,23.0,arabesk,arabesk,"rap, klasik",
Serap Sapaz,"Ankara, Ankara, Turkey",,solo,Kırıkkale,5dRMT7YVDHVphkx5FSfrqq,1278.0,4.0,turkish pop,turkish pop,rap,deep turkish pop
Servet Kocakaya,"Solhan, Bingöl, Turkey","Ankara, Ankara, Turkey",solo,Kırıkkale,0LRZ6OjOym10wsJ69I1xXs,99576.0,41.0,arabesk,arabesk,,turkish folk
Sevinç Tevs,"Ankara, Ankara, Turkey",,solo,Kırıkkale,6tsSJfi5nLW8qt7m2sSEGF,3208.0,9.0,anatolian rock,anatolian rock,caz,turkish jazz
Sibel Bilgiç,"Ankara, Ankara, Turkey",,solo,Kırıkkale,2KHcI76qXxV0xUQhQ6cIsp,46360.0,41.0,"arabesk, turkish pop","arabesk, turkish pop",,
Sibel Egemen,"Ankara, Ankara, Turkey",,solo,Kırıkkale,004o28Efomj1XPNvbAcwIX,21171.0,20.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Sibel Egemen,"Ankara, Ankara, Turkey",,solo,Kırıkkale,004o28Efomj1XPNvbAcwIX,21171.0,20.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
Sirhot,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",solo,Kırıkkale,6BLPuS2Tq1ePpZGyo8dXCW,13128.0,11.0,turkish hip hop,turkish hip hop,,turkish hip hop
Spade427,"Ankara, Ankara, Turkey",,solo,Kırıkkale,7GREWMFJ4IGk3I9Sco4uDM,15907.0,21.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Suavi,"Kırıkkale, Kırıkkale, Turkey",,solo,Kırıkkale,4SRE7uXKuUQRwAcl69iIMo,262875.0,37.0,"anatolian rock, arabesk, karadeniz folk","anatolian rock, arabesk, karadeniz folk",,"turkish rock, turkish folk"
Suavi Karaibrahimgil,"Ankara, Ankara, Turkey",,solo,Kırıkkale,0eqONPoucqGXWBDxWT3SvK,256.0,2.0,"anatolian rock, turkish pop",anatolian rock,,
Sufle,"Ankara, Ankara, Turkey",,grup,Kırıkkale,1hWfWJvstJQPgjZ2vDFY0P,470532.0,55.0,turkish pop,turkish pop,,"turkish rock, turkish alt-pop"
Tayfun Karatekin,"Ankara, Ankara, Turkey",,solo,Kırıkkale,7jHg2OTSrhguW9hCJczvpD,1775.0,14.0,anatolian rock,anatolian rock,,
Taylan Ayık,,,solo,Kırıkkale,23ATxKFA6ONiF9ALxYjPlI,1555.0,1.0,anatolian rock,anatolian rock,,turkish metal
Tutsak,"Ankara, Ankara, Turkey",,solo,Kırıkkale,63uGZD0vf3Vp26f1zkELsf,26977.0,19.0,turkish hip hop,turkish hip hop,,"turkish trap, turkish hip hop"
Tüzmen,"Ankara, Ankara, Turkey",,solo,Kırıkkale,03sXUSwnOcpBxFsFlfPePc,774.0,6.0,turkish pop,turkish pop,,
VEYasin,,,solo,Kırıkkale,5wvDszPr7zHYKaEioFkvI1,4881.0,20.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Yabancılar,"Ankara, Turkey",,grup,Kırıkkale,2FL1xSVgcqynIbuE9J6dB7,705.0,3.0,anatolian rock,,,
Yasemin Mori,"İstanbul, İstanbul, Turkey",,solo,Kırıkkale,1PaWbLip9XRxkmxmkzee1p,98450.0,37.0,turkish pop,turkish pop,,"turkish rock, turkish jazz"
Yeni Türkü,,,solo,Kırıkkale,5Oo6D3FLRpWjgBn0mqfiA3,472960.0,46.0,"turkish pop, anatolian rock","turkish pop, anatolian rock",halk,"turkish rock, turkish folk"
Yunus Emre & Frekans,,,solo,Kırıkkale,3uRXZnyn3kzB7CWKW3ntCu,18407.0,12.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Yunus Emre & Frekans,"Ankara, Ankara, Turkey",,solo,Kırıkkale,3uRXZnyn3kzB7CWKW3ntCu,18407.0,12.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Yunus Emre & Frekans,,,solo,Kırıkkale,3uRXZnyn3kzB7CWKW3ntCu,18407.0,12.0,turkish hip hop,turkish hip hop,rap,turkish hip hop
Zakkum,"Ankara, Ankara, Turkey",,grup,Kırıkkale,70Ya7DKJEo20SAkxjirYnu,1228884.0,53.0,"turkish pop, arabesk, anatolian rock","turkish pop, arabesk, anatolian rock",,"turkish pop, turkish rock"
Zakkum,"Ankara, Ankara, Turkey",,grup,Kırıkkale,70Ya7DKJEo20SAkxjirYnu,1228884.0,53.0,"turkish pop, arabesk, anatolian rock","turkish pop, arabesk, anatolian rock",,"turkish pop, turkish rock"
Zerrin Özer,"Ankara, Turkey",,solo,Kırıkkale,2CleFSxMoxkm2RduyMwcrm,428634.0,49.0,"arabesk, turkish pop","arabesk, turkish pop",pop,turkish pop
Zeynep Mansur,"Ankara, Ankara, Turkey",,solo,Kırıkkale,6p93DCPd1mTZVok52IIVAr,3610.0,5.0,turkish pop,turkish pop,,deep turkish pop
maNga,,,solo,Kırıkkale,7rEIUw67hRTgievwuKQGSj,2748226.0,56.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
maNga,"Ankara, Ankara, Turkey","İstanbul, İstanbul, Turkey",grup,Kırıkkale,7rEIUw67hRTgievwuKQGSj,2748226.0,56.0,"anatolian rock, turkish pop","anatolian rock, turkish pop",,
