isim,Spotify_Isim,Spotify_ID,Takipci,Genre,EveryNoise_Tur,Spotify_Tur,tip,cinsiyet,sehir,MusicBrainz_ID,wikidata_id,muzik_turu (Wikidata),Popularity,foto_url
X-Ray,X-Ray,1Sp42G8G6Bavlc4fk00zZn,2072.0,,,"edm trap, drift phonk",Person,,,cf3c4247-8ffa-4aa7-b83e-275efca3b394,,,23.0,https://i.scdn.co/image/ab6761610000e5eb88454ee88387f203586d898b
Reşat Aysu,Reşat Aysu,0DpgdBhGZkgwUjVb8jMPtT,2067.0,,,,Person,,,eb9d70ae-a81b-4a31-bcd6-bd5824cc7eae,,,0.0,
Şizofren,Şizofren,6EyDGaQJUVXW7BWadCILar,2066.0,Turkish Metal & Hardcore,turkish metal,,,,,,,,,https://i.scdn.co/image/ab67616d0000b2738da40b977139b1a7f7453281
Alp Erkin Çakmak,Alp Erkin Çakmak,69xjfCCuVgjg9ad70HdGVt,2065.0,Turkish Jazz & Instrumental,turkish soundtrack,,,,,,,,,https://i.scdn.co/image/ab67616d0000b2730963f5e4754df0e0d7ae9a68
DDR,DDR,3eFdo1LQ0LA8zwYCQ5CSoF,2063.0,Turkish Rock,turkish post-punk,"acid techno, norsk rock",grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab67616d0000b273c7a559feca8dde121846a964
Ser Yapım,Ser Yapım,5lRuF8eR7mDmJhB0kBeISM,2062.0,Turkish Sanat & Klasik,ilahiler,,,,,,,,,https://i.scdn.co/image/ab67616d0000b27361accf5c4e865d06580672ba
Kübra,Kübra,68Tce7T2VcodXSvobHqpDt,2062.0,Turkish Pop,deep turkish pop,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb9b55e1d889877e138d0dea78
SONIC BOOM,SONIC BOOM,7vOn6dRWZ4g9PedwGrsKB8,2061.0,Turkish Jazz & Instrumental,turkish modern jazz,,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebc856c1d969b967e00065604f
Ali Katı,Ali Katı,2hc6zS1Ol9v2hSSYo1AcbH,2061.0,Turkish Pop,turkish trap pop,turkish hip hop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb3aad864db44f11b29e22aa19
Kaygısızlar,Kaygısızlar,4K3KF2TMnETnItNbaiPwUq,2060.0,Turkish Rock,,anatolian rock,Group,,,c3754288-83c8-473c-8b23-8b3f1bab5258,,,16.0,https://i.scdn.co/image/ab67616d0000b273b206cf8346e3ee34411c391d
Taylan Yıldız,Taylan Yıldız,3xpgBVFVdDmmKw6SJfdLRY,2056.0,,,,Person,,,6be2113a-d045-4efc-875a-574119c9f4bb,,,18.0,https://i.scdn.co/image/ab67616d0000b2735e9c7f09a2ad7a253c5697b7
Serdar Ateşer,Serdar Ateşer,3n6Xy24xiyMnwRpFZYqAPD,2056.0,Turkish Rock,turkish alternative rock,anatolian rock,solo,,Ayvalık,,,,,https://i.scdn.co/image/ab67616d0000b273ab4cfea67527963148b88253
Cava Grande,Cava Grande,3oz9j5Fx4nYt1iaAuG6Z9J,2055.0,Turkish Rock,turkish post-punk,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb67d9f283b069b90950a38e55
Sultana,Sultana,2nOVEf38siZfCaGq0iAdmO,2049.0,Turkish Hip Hop & Trap,turkce kadin rap,turkish hip hop,solo,kadın,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb4cd9311d0e71e99d32f29bca
LUFIAN,LUFIAN,3LBP5ZPwAcvhi0lAmr4L2H,2047.0,Turkish Hip Hop & Trap,new school turkce rap,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb49ac298efe16f6c8579c153d
Ebru Elver,Ebru Elver,1mxjEzf9ubfOEyuEgZXkKU,2047.0,Turkish Pop,deep turkish pop,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb106d7db93a6523b092d26cb4
Serdar Keskin,Serdar Keskin,0TShlozoDzSRR7hx0wJRtr,2037.0,,,,Person,,,926e9461-192a-428b-bd8d-72ee86904009,,,6.0,https://i.scdn.co/image/ab67616d0000b273ed29789495c05b54960e593c
Çağrı Telkıvıran,Çağrı Telkıvıran,3cG5ZuByuKRhYSqRAhjmQG,2033.0,Turkish Pop,,turkish pop,Person,,,01f9072d-f215-4631-900f-b964bbcecc02,,,23.0,https://i.scdn.co/image/ab6761610000e5eb31909a7a43a328e4dae4db43
Metalium,Metalium,65hKlp7Zf0mIWeTXcvyc69,2024.0,Turkish Metal & Hardcore,turkish metal,"thrash metal, speed metal",grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab67616d0000b2739cd4942d0206bc1a6aac43a3
Erdinç Şenyaylar,Erdinç Şenyaylar,0thmtYuAMzuqQlPgShS32R,2022.0,Turkish Jazz & Instrumental,turkish instrumental,"arabesk, sufi",,,,,,,,https://i.scdn.co/image/ab67616d0000b273dae38b0481e4fc744c2ccc14
Canan Anderson,Canan Anderson,6PRm5oRZkqIj92eDfNlEm8,2021.0,,,,,kadın,Vicenza,,Q138302411,,6.0,https://i.scdn.co/image/ab6761610000e5ebb9c194e18cb42e7acdfc6284
Emre Özdemir,Emre Özdemir,3mWei5vetOovTeoI1xWmZh,2013.0,Turkish Pop,,turkish pop,,erkek,İstanbul,,Q25477394,pop müzik,5.0,https://i.scdn.co/image/ab67616d0000b27368ae1f43bd19d41405c3c261
Polen,Polen,3l78tHbr4raiOhKaZffRyl,2010.0,,,,Group,,,662cc7fb-40d4-47c1-8af8-989a8299da52,,,21.0,https://i.scdn.co/image/ab6761610000e5ebafb23a7cccd4a64a964cbfa0
Çocuk Şarkıları,Çocuk Şarkıları,7aiKhqsJa05FE7sdbCcBk2,2001.0,Tematik & Ozel,cocuk sarkilari,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb215e058d417d598af88f05f3
Silûetler,Silüetler,4SIqbgX2aG2c5idQg9GKJ5,2000.0,Turkish Rock,,"anatolian rock, psychedelic rock",Group,,,4276e26f-6016-46e9-8cc9-968f0d54a0f6,,,8.0,https://i.scdn.co/image/ab67616d0000b27398973327901f221d1c9d5c24
Kargalar,Kargalar,455ZYvNb3kkVGoh21NgQdy,2000.0,Turkish Rock,turkish post-punk,"darkwave, post-punk, cold wave, gothic rock",solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebea50e8c74bfe396dd3ac4f0d
Rumeli Orhan,Rumeli Orhan,75g8iwOrUfiTKpZOVJDR9Z,1998.0,Turkish Folk,rumeli turkuleri,oyun havasi,,,,,,,,https://i.scdn.co/image/ab67616d0000b273255d1e4a4bc994254600f86a
Bayram Bilge Tokel,Bayram Bilge Tokel,6xLldSkaJwtJg5NbT6tgVE,1995.0,Turkish Folk,baglama,oyun havasi,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebdc857ce778ca7717f5576bec
Emre Yücelen,,19W7j3yh1E0ZpV3PZGPtYP,1995.0,Turkish Pop,,turkish pop,,erkek,Sakarya,,Q50825978,,12.0,https://i.scdn.co/image/ab6761610000e5eb7ad2c2e86ed676b3a50d8f9a
Pınar Aydınlar,Pınar Aydınlar,5SnRp8gUkvq1HpS4YY9Snw,1993.0,Turkish Folk,,oyun havası,,kadın,Erzurum,,Q6052111,,21.0,https://i.scdn.co/image/ab6761610000e5eb67b2d45f5fb8317d7fee59a5
Asena Akan,Asena Akan,2X7jXuSsFrOi63aRXh1XqP,1993.0,Turkish Jazz & Instrumental,turkish modern jazz,,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eb1240e44eb6e9e852550f2d44
Laz Kızı Ayşen,Laz Kızı Ayşen,7yrksfuV5jbNqfdUfkOa5w,1991.0,Turkish Pop,karadeniz pop,oyun havasi,,,,,,,,https://i.scdn.co/image/ab67616d0000b2739067ad70907b43a43cdc252c
Mustafa Dursun,Mustafa Dursun,7wqy9Vxl489akxzoVx58iI,1982.0,Turkish Sanat & Klasik,ilahiler,,,,,,,,,https://i.scdn.co/image/ab67616d0000b27395a4195fd7a152ac9fb81ffc
Sinem,Sinem,4KBuvEQUfd7k0G9McOmGP3,1976.0,Turkish Pop,,turkish pop,Person,,,9dafe768-2783-4bd0-a071-4501c005e919,,,20.0,https://i.scdn.co/image/ab67616d0000b273b5493d4b8031fe6741d25a9f
Selahattin Cesur,Selahattin Cesur,2kwfyEcoMJH4D6x5QqOxWL,1975.0,Turkish Sanat & Klasik,,arabesk,Person,,,f921cd53-d6c6-4dcc-b236-ed93f00fede6,,,6.0,https://i.scdn.co/image/ab67616d0000b273f90ccba971e6472c0f098588
Bayar Şahin,Bayar Şahin,2JUnu6ql0qB6smMibrUQ8N,1972.0,Turkish Folk,,"karadeniz folk, oyun havası, traditional folk",,erkek,Bornova,,Q97648655,,19.0,https://i.scdn.co/image/ab6761610000e5eb5ea2a49d372bf053d73d7b7b
Şirin Üstün,Şirin Üstün,2nFoH8iRtEF4Nye0YiBxeQ,1972.0,Turkish Folk,,oyun havası,Person,,,ba90c6e0-1544-498d-b632-e142aa086ef1,,,5.0,https://i.scdn.co/image/ab67616d0000b2739df377ab3449168275df21e2
Faruk Orakci,Faruk Orakci,2jjH04yNhYlg9ELbQnzEGe,1971.0,Turkish Electronic,turkish edm,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb25ff22c2a241320686b836c6
Cemal Çınarlı,Cemal Çınarlı,0ens3b20ssrugijXZSwXXV,1970.0,Turkish Sanat & Klasik,turk sanat muzigi,,,,,,,,,https://i.scdn.co/image/ab67616d0000b2734eb554d304ff041dcbf5d97d
Simülasyon,Simülasyon,0JToOVQGiyLAtyUOUvgKhH,1970.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,55191203-923c-47e2-a0d9-276e960c75cb,,,17.0,https://i.scdn.co/image/ab6761610000e5ebca43e25b5d81f712ec9dc20e
Celal Bakar,Celal Bakar,23e2hRup3FjEs3cchVyXWX,1967.0,Turkish Folk,,"oyun havası, traditional music",Person,,,4c5212d5-0afa-4aeb-8122-2de5cc3a6476,,,20.0,https://i.scdn.co/image/ab67616d0000b2732ee866a7c4f6ed20c1ce50b4
Hasan Kiriş,Hasan Kiriş,2o8eGQoCGLGBWPqQhDWxjb,1966.0,Turkish Sanat & Klasik,turkish classical,sufi,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb92693dacbe989a9635a20012
Metropolis,Metropolis,62tG7RC8RPaCgwLeC6RfSj,1965.0,Turkish Rock,turkish alternative,anatolian rock,grup,grup,Ankara,,,,,https://i.scdn.co/image/ab67616d0000b273a272504c04b7dc38e5a641e8
Günel,Günel,314xpg4gNsmKT2NjKl21F1,1962.0,Turkish Sanat & Klasik,,"arabesk, turkish pop",,kadın,Ağdam,,Q3181352,pop müzik,10.0,https://i.scdn.co/image/ab67616d0000b2734f05c4d2b6e1b55950ce8204
Hasan Isakkut,Hasan Isakkut,6aw8JqeYin4u3v0s75gXEJ,1951.0,Turkish Sanat & Klasik,qanun,sufi,solo,,New York,,,,,https://i.scdn.co/image/ab67616d0000b27348260123404fb4162cf92682
Grup Nazargah,Grup Nazargah,0OWjAVnlJJgyE5YOLpWHGj,1946.0,Turkish Sanat & Klasik,ilahiler,sufi,,,,,,,,https://i.scdn.co/image/ab67616d0000b27396710c1f700fba36d451d119
Sarinvomit,Sarinvomit,7E1yyHpAHK41hl5SwiRxdF,1946.0,Turkish Metal & Hardcore,turkish black metal,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb4f874521959d1fc97a36624c
Yancı,Yancı,3RwQXw7dO80h3INEL6Wcbd,1943.0,Turkish Rock,turkish punk,punk,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb0ab4ccb618d73474ceea24b8
efehan,efehan,3bcfYUNfHrVP6021RT0V3r,1939.0,Turkish Hip Hop & Trap,new school turkce rap,turkish hip hop,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebb5e6075b75932ce8a449f018
çatıkatı,çatıkatı,3xQKZ5rXMPQyUiX65rr99T,1938.0,Turkish Rock,turkish alternative rock,,grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5eba644f6214f7ccda400d7767f
RABOKAMI,RABOKAMI,2GhWgRrpITYIzCkLYxThpK,1935.0,Turkish Hip Hop & Trap,turkce trap metal,trap metal,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb9199168851020115b5f5ef35
Özhan Eren,Özhan Eren,2ltbkR18dnoN0JlsKVM5EY,1934.0,Turkish Sanat & Klasik,ilahiler,arabesk,solo,,İstanbul,,,,,https://i.scdn.co/image/ab67616d0000b27368c073219df3e3d7cb17caf6
Güzin Değişmez,Güzin Değişmez,4ikfnJxx1h2YrcTJSpmmC4,1933.0,Turkish Sanat & Klasik,turkish classical,,solo,,Bursa,,,,,https://i.scdn.co/image/ab67616d0000b273cfd98dc483a0b5c28d6ade56
Genzo,Genzo,0121YzduaBYnueQver95pM,1928.0,Turkish Hip Hop & Trap,,turkish hip hop,Person,,,2a88b6c0-8358-414e-834d-0e637ba493e9,,,37.0,https://i.scdn.co/image/ab6761610000e5ebe43880cf863abc60c3db314f
Oceans of Noise,Oceans of Noise,21HzqFortyEjD2yOdCZAPY,1926.0,Turkish Rock,turkish alternative rock,,grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebfbadf1626318a18b0593066f
Nihan Çelik,Nihan Çelik,2sJhBSO8uHc9oGynn8BkyW,1923.0,Turkish Pop,deep turkish pop,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebe8f3610acb2c04665a4cf17e
Aliye Akkılıç,Aliye Akkılıç,3jOZTvQQMJQiMXP5vWRuw1,1922.0,Turkish Folk,,"oyun havası, arabesk",Person,,,4f13882c-0295-499e-96b5-0293e5897133,,,7.0,https://i.scdn.co/image/ab67616d0000b273a414cf58931c7c4b22b1787f
Picoglu Osman,Picoglu Osman,2G8c3biiyLUm3jcpwoSCsw,1922.0,Turkish Folk,karadeniz turkuleri,"karadeniz folk, oyun havasi",solo,,Görele,,,,,https://i.scdn.co/image/ab67616d0000b273ea81a768f2ac39b5d41c26f8
Akbaba,Akbaba,0KWC5IOudmGtbPWOh0kSY6,1919.0,Turkish Metal & Hardcore,turkish metal,anatolian rock,,,,,,,,https://i.scdn.co/image/ab67616d0000b2736c5f0d06e6786bff01e60362
Mai,Mâi,3d4FAb7KcuSi6WrVYuIDbk,1917.0,Turkish Hip Hop & Trap,,turkish hip hop,Group,,,468c2b92-e45c-4c42-9ba3-da7d4a5f1a70,,,34.0,https://i.scdn.co/image/ab6761610000e5eb726890e40d3e31cd7a114a97
Suat Aydoğan,Suat Aydoğan,5jV3jUE9JfluqAdEMIJIiV,1913.0,Turkish Pop,,turkish pop,Person,erkek,İstanbul,03195583-3091-4492-b8eb-e415e4bfbc1f,Q17431927,pop müzik,20.0,https://i.scdn.co/image/ab6761610000e5eba3e9ecb75422c5133b49676e
Burak Cilt,Burak Cilt,7M7oTl8MZ69Y0fwL4cgoSn,1912.0,Turkish Electronic,turkish deep house,deep house,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebfcbff7a34975019fca990dac
Zeynep Karababa,Zeynep Karababa,7keusqJ9yBx2vbLRRKbFos,1907.0,Turkish Sanat & Klasik,,"arabesk, karadeniz folk",Person,kadın,Sivas,80ec31fd-8a4f-4173-b4a9-79ac407741d6,Q6013551,,26.0,https://i.scdn.co/image/ab67616d0000b2739ff174462eda62e21d0ce5b8
Volkan Gümüşlü,Volkan Gümüşlü,679hluQSUXonhrkmQWVeS9,1905.0,Turkish Folk,,oyun havası,Person,,,00c4748f-bfa3-4a0e-a7cb-0466a69e3c93,,,10.0,https://i.scdn.co/image/ab67616d0000b273ccfb8f61797a80e729520fce
Araz Elses,Araz Elses,6mMiTLeCo9wuehXyGeWfBS,1904.0,Tematik & Ozel,ulkucu sarkilar,,,,,,,,,https://i.scdn.co/image/ab67616d0000b2730385d4d72c2b2a4b37b4d94f
Hediye Güven,Hediye Güven,5EyyG3doy1bmMXOqRXerai,1903.0,Turkish Jazz & Instrumental,turkish jazz,indie jazz,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb1360cef0657339266aec1ba1
deney,deney,1LPAUp6BT1y9sKnERsaWlC,1903.0,Turkish Rock,turkish punk,punk,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb56a4661e847ee3fbd1cf11a3
Kasetcalar,Kasetcalar,1s2MlwbvNlwemdSNcddZEl,1899.0,Turkish Hip Hop & Trap,turkce drill,turkish hip hop,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebce9fe1dbfb9653414b749f81
Münib Engin Noyan,Münib Engin Noyan,5l2WQ3hgPAngJxKCPNlJeX,1898.0,Turkish Sanat & Klasik,ilahiler,,,,,,,,,https://i.scdn.co/image/ab67616d0000b273dcfd6c3bf4f337c3ab487903
Bizim Murat,Bizim Murat,03kndp0Kd28HoghPih3U2Z,1898.0,Turkish Folk,,"oyun havası, turkish pop",Person,,,e86a12bf-8670-440e-a919-0094a0dcb0bc,,,10.0,https://i.scdn.co/image/ab67616d0000b2733a6f1cf1c19412a8d143c9f0
Hasan Cihat Örter,Hasan Cihat Örter,41jkBzo23NQE3awF7tq5PH,1897.0,,,,Person,erkek,İstanbul,08dfd9d7-e818-4004-b181-5c60451c72f7,Q3128060,,9.0,https://i.scdn.co/image/ab67616d0000b27335bd55d99e9b6c8ff9e86faf
Adem & Murat,Adem & Murat,2a5z1qtW664Omyysg7Fgq3,1897.0,Turkish Electronic,turkish edm,,,,,,,,,https://i.scdn.co/image/ab67616d0000b273ba6df1ff869263bbcd55fd06
Alp Arslan,Alp Arslan,4zKgWrpzDpPsqOYf4Yptoy,1895.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,,,,,,https://i.scdn.co/image/ab67616d0000b27384af4520e5a4f18677ba9ded
Ozan Ünlü,Ozan Ünlü,1c1HTyuVu61u4LiiLBEZ7e,1892.0,Turkish Pop,,turkish pop,Person,,,1af04267-653f-49d0-a90e-85f21f94e973,,,19.0,https://i.scdn.co/image/ab6761610000e5ebecc7dcb12d4c0d38fd8c4c34
Elvan Erbaşı,Elvan Erbaşı,6uGqfCTZG7yWuqY0XMtBTl,1891.0,Turkish Folk,rumeli turkuleri,"oyun havasi, karadeniz folk, arabesk",,,,,,,,https://i.scdn.co/image/ab67616d0000b273f9d232b364bc797f6de00089
Lahza,Lahza,10guy0LjG2hppKCXQieqD8,1891.0,Turkish Jazz & Instrumental,turkish modern jazz,,,,,,,,,https://i.scdn.co/image/ab67616d0000b273602c6dd4282adc3ab2484515
5 Adım,5 Adım,04eZGVPAV1L0iSFin5z7xZ,1889.0,Turkish Rock,turkish psych,anatolian rock,,,,,,,,https://i.scdn.co/image/ab67616d0000b2737b8fc7779b1d441e191d717e
Zeki Dizdar,Zeki Dizdar,24APBiHTNXuEpwYC2jag26,1888.0,Turkish Pop,turkce slow sarkilar,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb85a9cea29a92d0722fe51760
Ayşe Betül,Ayşe Betül,1wIRBDyxpwh24UQL8qrnW7,1888.0,Turkish Hip Hop & Trap,turkce kadin rap,turkish hip hop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb88daad15fcd45071d39bffe5
Bahadır Özüşen,Bahadır Özüşen,2WIJ4oTXJ3HvVIn9zzZYHY,1887.0,Turkish Sanat & Klasik,turk sanat muzigi,arabesk,,,,,,,,https://i.scdn.co/image/ab67616d0000b273663dd9a3cbf97ca67dc37582
Şükrü Tunar,Şükrü Tunar,4TMyUGxed71bBvuFvjiLmQ,1887.0,,,,Person,erkek,Edremit,54129850-5083-426f-9912-5e59fcc566fb,Q6038803,,3.0,https://i.scdn.co/image/ab67616d0000b2736785d619f32e9a850df9e162
themyusuf,themyusuf,3XI91w2LNQXIjgezRVpD02,1887.0,Turkish Hip Hop & Trap,turkce drill,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb14dcc806cab486c1a9f9e6cd
İstanbul Tarihi Türk Müziği Topluluğu,İstanbul Tarihi Türk Müziği Topluluğu,4U3ZWSYTrKd5FtVjOtYtgl,1885.0,Turkish Sanat & Klasik,turkish classical,,grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebab4ac7cdb2f818815647ce28
Emrah Koçoğlu,Emrah Koçoğlu,7qSvHrNvEv0yGSLnPQjxi1,1884.0,Turkish Pop,turkce remix,"oyun havasi, turkish pop",,,,,,,,https://i.scdn.co/image/ab6761610000e5ebfcaa4b6ae4df21d422a4f5f5
Ersin Perçin,Ersin Perçin,4QNrsl7QaFK9otoCPbtPKQ,1884.0,Turkish Folk,baglama,,,,,,,,,https://i.scdn.co/image/ab67616d0000b273a89532979f47e91b65b03cd7
İbrahim Aktolon,İbrahim Aktolon,4H0Hgwo4w6OPK6lQGWBWa6,1882.0,Turkish Pop,deep turkish pop,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb3e9d3a4bf0a303d21519fde9
Mustafa Kılçık,Mustafa Kılçık,7AZgVHEbwIL58DP1sHCh5d,1881.0,Turkish Folk,baglama,space music,,,,,,,,https://i.scdn.co/image/ab67616d0000b273fef031a24c6eff748a05065b
Ömer Necati Uslu,Ömer Necati Uslu,2GU8FMTrpAUKPuPFCG0zRj,1870.0,Turkish Pop,turkce slow sarkilar,,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb9312b0a89a9144d8b1323bae
Faruk Demir,Faruk Demir,7uhTLxrsuFj81LsZh3539O,1868.0,,,,Person,erkek,Hanak,b7c6809a-466d-430c-bb71-7dc84fef9e52,Q6076535,,12.0,https://i.scdn.co/image/ab6761610000e5eb6b939f4bf6a298959547cfff
Kaan Düzarat,Kaan Duzarat,5mA77js8qqRbZqvmBo8uZy,1864.0,,,,Person,,,75aaafbc-1aba-4210-ad37-41070dd210ac,,,16.0,https://i.scdn.co/image/ab6761610000e5eb0435d1120f4f1f37ef3471d9
Neshe,Neshe,051muutGChfmOaXJiD6Lfq,1862.0,,,,,kadın,İstanbul,,Q106531681,,6.0,https://i.scdn.co/image/ab6761610000e5eb42b16e41f145072fb29d7a08
Elin Can Vayiç,Elin Can Vayiç,5HpaDFcBWPo3PCsczf4o7V,1861.0,Turkish Pop,karadeniz pop,karadeniz folk,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb29281d685c9b82b61e82ffdf
Oğuz Turgutgenç,Oğuz Turgutgenç,4JHWXP2leQAwuHzSnLGhtp,1859.0,Turkish Folk,rumeli turkuleri,,,,,,,,,https://i.scdn.co/image/ab67616d0000b273ba892c6230eabbe3781ca102
Özgür Çevik,Özgür Çevik,23D7brkY9GeDOLUPPJOeYQ,1856.0,Turkish Pop,,turkish pop,,erkek,Ankara,,Q3562691,pop müzik,16.0,https://i.scdn.co/image/ab6761610000e5ebacab482f882e41ab74b52264
İsmail Çakır,İsmail Çakır,25QpYiEfeYzdNHMYOG9fE7,1851.0,Turkish Folk,baglama,"arabesk, oyun havasi",,,,,,,,https://i.scdn.co/image/ab6761610000e5eb69cc5989a4c301d98cf70704
Y3MR$,Y3MR$,5LjUJsKAOlXSyGfpblbMvD,1846.0,Turkish Electronic,turkish edm,"g-house, slap house",,,,,,,,https://i.scdn.co/image/ab6761610000e5eb713b1593ee8c8360fd6e2218
Ateş,Ateş,4yY1V7RucVIyiEPWCVHIWw,1843.0,Turkish Pop,turkish trap pop,turkish hip hop,,,,,,,,https://i.scdn.co/image/ab6761610000e5eb0d4f4cd553cabd2af0f8113c
Catafalque,Catafalque,0NUiVwtONvViKYaqXhBApz,1839.0,Turkish Metal & Hardcore,turkish metal,gothic metal,grup,grup,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebbcb2457b9dd4606bbb669dba
Gizem Özdilli,Gizem Özdilli,69hjFdo295sCZPH5kyDhdn,1827.0,Turkish Pop,,"turkish pop, arabesk",Person,,,dea0c3d0-fd78-417c-a3ea-1c15a4d77d2e,,,0.0,https://i.scdn.co/image/ab67616d0000b273df7ee5ff2066698b953a121d
Hav Hav!,Hav Hav!,26qC4fGKdFcnQGJpmoR5TQ,1822.0,,,,Person,,,60e8e643-443e-4ed1-b898-88ccea8e29f0,,,18.0,https://i.scdn.co/image/ab6761610000e5ebf4c869d83d9cb0a901f4d205
Gülhan,Gulhan,3Vli9odeYhfjZPbqevuhq6,1821.0,Turkish Pop,,turkish pop,Person,kadın,Hamburg,31f39ee5-4e24-4198-996e-945dde4d3128,Q6065856,,14.0,https://i.scdn.co/image/ab67616d0000b27385ef9493ebe475e8b2ed10cc
Tayfun Karatekin,Tayfun Karatekin,7jHg2OTSrhguW9hCJczvpD,1820.0,Turkish Rock,,anatolian rock,Person,,,bd4d3ce4-6bee-41d9-960c-049f9cfd34dd,,,14.0,https://i.scdn.co/image/ab67616d0000b273afef314b3a1fc3fa06593507
Ardem,,4hOkbqVomIuO5VXYzkzo77,1812.0,Turkish Pop,,turkish pop,,erkek,,,Q97693944,,15.0,https://i.scdn.co/image/ab6761610000e5ebc80e3559b1519df2a1325545
Havva Karakaş,Havva Karakaş,25Q8tLjLMQsyeUaNld1kra,1800.0,Turkish Folk,rumeli turkuleri,oyun havasi,,,,,,,,https://i.scdn.co/image/ab67616d0000b273ca970ad20e1fe656d448fa8f
Dervişan,Dervişan,3FFPhZmOPdsIhmCRg8brsh,1798.0,Turkish Rock,anadolu rock,anatolian rock,,,,,,,,https://i.scdn.co/image/ab67616d0000b2735dc8811f5a4f9e2d214f9a57
Ece Dağıstan,Ece Dağıstan,3VH1mvzd7d29nT5gvpuIDi,1795.0,,,,Person,,,e7bc4faf-dc60-4c1e-9d13-0b8672fd616a,,,22.0,https://i.scdn.co/image/ab6761610000e5ebdace8f7ec9402be5f8d27c60
Rumeli Semih,Rumeli Semih,6C9mFuXXPXB1qzR4ju6dAX,1789.0,Turkish Folk,rumeli turkuleri,oyun havasi,,,,,,,,https://i.scdn.co/image/ab67616d0000b273a2b4eb1bfbe36842fae3fd44
Neriman Altındağ Tüfekçi,Neriman Altındağ Tüfekçi,28rTOhFSy674HlIq2u58Dm,1789.0,,,,,kadın,İstanbul,,Q6087678,,8.0,https://i.scdn.co/image/ab67616d0000b27372e3c1fb75d72d370333628c
altan,altan,4g77W7Bz0EIPzwzqq2ssD0,1788.0,Turkish Rock,turkish post-punk,"darkwave, post-punk, cold wave, gothic rock",,,,,,,,https://i.scdn.co/image/ab6761610000e5ebd5671beaae32393ffe79d91c
Çağrı,Çağrı,6gWrUDrpBUWg02WIEzY2F9,1785.0,Turkish Pop,deep turkish pop,turkish pop,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebd432e95612593990398191a8
Bülent Evcil,Bülent Evcil,1eakJmDPyajNmXiiUkHndB,1784.0,Turkish Sanat & Klasik,turkish classical performance,,solo,,İstanbul,,,,,https://i.scdn.co/image/ab6761610000e5ebd99cc733fa1ae6c78a7611bc
Halil Koçak,Halil Koçak,5HiBBvpQCpaRK0ERq1gqsH,1780.0,Turkish Pop,deep turkish pop,"turkish pop, oyun havasi",solo,,Adana,,,,,https://i.scdn.co/image/ab67616d0000b273e137642a6a48e4fa5df299c6
Lavinya,Lavinya,3nQN2bebjYCqtvKh18CJCz,1778.0,Turkish Rock,turkish alternative rock,,,,,,,,,https://i.scdn.co/image/ab6761610000e5ebb3802154c8fd926b653fdfae
Tuna Ötenel,Tuna Ötenel,0ERBAHbHTft2KV3r3qYSAj,1776.0,Turkish Jazz & Instrumental,turkish modern jazz,,solo,,İstanbul,,,,,https://i.scdn.co/image/ab67616d0000b273788669df61eece7f5d970460
Potasyum,Potasyum,4narOjCN8ikekIg0WDKsXn,1768.0,Turkish Rock,turkish punk,punk,,,,,,,,https://i.scdn.co/image/ab67616d0000b273e7982c41f5b56cbf2532c461
