isim,Spotify_ID,Spotify_Isim,Followers,Popularity,Genres
Murat Serezli,,,,,
Murat Toktamışoğlu,,,,,
Murat Çekem & Mercury,,,,,
Murat Övüç,2bGldIRx0ofX1SB25SSPwd,Murat Övüç,9332.0,26.0,"oyun havasi, turkish pop"
Murat Özsoy,,,,,
Murat İlkan,,,,,
Murat İçlinalça,,,,,
Murat Şeker,,,,,
Mustafa Geceyatmaz,1IRhzoJsPS9Thnn6u8x7dz,Mustafa Geceyatmaz,34.0,0.0,
Mustafa Irgat,,,,,
Mustafa Kotan,,,,,
Mustafa Kuşçu,,,,,
Mustafa Kılınç,4DA8Hl1lrJG4rGF7Cwc0DA,Mustafa Kılınç,5.0,0.0,
Mustafa Oğuz,,,,,
Mustafa Uğur Yağcıoğlu,,,,,
Muzaffer Tema,,,,,
Muzaffer İlkar,6zJVkehgm2Om80BkR9D7G8,Muzaffer İlkar,62.0,0.0,
Muşta,4fnqNXUDxi7AKlNJyzHzrm,Mustafa Sandal,22679.0,46.0,turkish pop
Mx. Sür,1xXDx0ZUoInjsZj1qCoCh2,Mx. Sür,484.0,1.0,
Mørke,513DduModQUUfWS9NAbwbn,Mørke,1210.0,2.0,"gothic metal, doom metal, symphonic metal"
Müge Akyamaç,,,,,
Müge Büyükçelen,3UhCFhFN4vEwRgbKEmsdqc,Müge Büyükçelen,0.0,0.0,
Müjde,55QhT7ZDerHcffSmRxcV9K,Müjde Tuğsuz,6905.0,47.0,lullaby
Müjde Ar,,,,,
Müjde Uzman,,,,,
Münir Özkul,1mspIcztR56Tv96mknr8lk,Münir Özkul,17.0,0.0,
Müslüm Karaduman,3kNTf5iEuLLjPd1U1eHQK1,Müslüm Karaduman,8.0,0.0,
Müşerref Tezcan,4cw4lf8NqmIWOat8g8Jz1O,Müşerref Tezcan,245.0,1.0,arabesk
Müşfik Kenter,0BeSu1MtC4UcefUckTXCv3,Müşfik Kenter,10152.0,36.0,
NLP,2VnXfaVkXdpDqzF8O1dYUA,NLP,1.0,0.0,
Na!f,18afwGyPncQq4SQK5aKxo3,Na!f,191.0,0.0,post-rock
Naci Oğuz,4AfKuvqmJxFEg87TYQFSTJ,Naci Oğuz,468.0,2.0,"space rock, post-rock, psychedelic rock"
Naci Taşdöğen,,,,,
Nahid Sırrı Örik,,,,,
Naim Kanat,,,,,
Nalan Merter,2ro4mTRj9qAtITiacU8bJg,Nalan,163552.0,45.0,"turkish pop, arabesk"
Name Önal,,,,,
Nami Esatgil,,,,,
Nascent,5SQZso6L5cTawot4U4CA4b,Nascent,247.0,0.0,melodic death metal
Natascha Romboy,,,,,
Naz Elmas,776VGSxNqQ6QKb57OnxWXt,Naz Elmas,19.0,1.0,turkish pop
Naz Ölçal,23tgygGHvkVtYum3uqbEZ3,Naz Ölçal,27371.0,28.0,turkish pop
Nazlı Bulum,,,,,
Naşit Özcan,,,,,
Nebuch,60bbnG2VcBjRQZ2mEjc1ka,Nebuch,265.0,0.0,
Necati İlktaç,,,,,
Necef Uğurlu,,,,,
Necip Celal Andel,7laEcR1ghqWoZhJZR0GZ8R,Necip Celal Andel,126.0,0.0,
Necla Fide,,,,,
Necmettin Çobanoğlu,,,,,
Necrosis,2p8fU1QIPV9nzFl1XUqobR,Necrosis,556.0,1.0,"death metal, grindcore"
Nedim Saban,,,,,
Nefo,0lyFXJyTJTxfUR7lArZLZz,Nefo,7640.0,11.0,turkish hip hop
Nehir Tuna,,,,,
Nejat Gürçen,,,,,
Nejat Saydam,,,,,
Nejat Özbek,,,,,
Nejat İşler,2arapkUmlf75Ou1oc1yrPK,Nejat İşler,34.0,7.0,
Nekro TFFV,6bjRfEeOzsoFH5zN7WfLEi,Nekro TFFV,1635.0,1.0,"hard techno, hardcore techno, acid techno"
Nekroblasphemoroid,,,,,
Nene H,3i7e7kVkTVFhkjYMfZoFoI,Nene H,9688.0,17.0,"acid techno, techno, hard techno"
Neocastro,3dpCRBiWkKig7GHk8ima6N,Neocastro,1514.0,12.0,turkish hip hop
Neoma,0ce6KDW5etc3KdS6vunoIF,Neoma,212.0,0.0,acid techno
Nergis Çorakçı,,,,,
Neriman Altındağ Tüfekçi,28rTOhFSy674HlIq2u58Dm,Neriman Altındağ Tüfekçi,1757.0,8.0,
Neriman Köksal,4Vg1UpYBwKKeOZLvxV0JBI,Neriman Köksal,50.0,0.0,anatolian rock
Nermin Candan,6rbgEsaHYuUE7nXB2fqiD6,Nermin Candan,5785.0,17.0,"anatolian rock, turkish pop"
Neslihan Acar,,,,,
Neslihan Yeldan,4iVfpJWlFbbuylLtAmfbdI,Neslihan Yeldan,17.0,0.0,
Neslihan Yeşilyurt,,,,,
Neslihan Yıldız,11NHGDCgTD1ZbR0fXfpHWg,Neslihan,6357.0,25.0,"arabesk, turkish pop"
Nesuhi Ertegün,,,,,
Nevcivan Özel,6GJUsM1KruoDzyc744F77h,Nevcivan Özel,63.0,1.0,
Never Reach Home,,,,,
Nevzat Alkan,2Nwyal96KfeQ4e1nVV7kXp,Nevzat Alkan,7.0,0.0,
Nex Carnis,0JuqfapydIKWTK54St1CZo,Nex Carnis,226.0,0.0,death metal
Nezihe Güler,,,,,
Nicholas Kadi,,,,,
Nick Hobbs,4mBKiTEoMiCUK75H6GJF6p,Nick Hobbs,1.0,0.0,
Nicola Rossi-Lemeni,01n5AdvwJa896npTFr6qST,Nicola Rossi-Lemeni,550.0,14.0,opera
Nihal Yalçın,2cFdH30tcv1dnyZsqTVSlY,Nihal Yalçın,323.0,0.0,arabesk
Nihan Büyükağaç,,,,,
Nihayet Şahin,3JbzelniP03k2GHwAavvmM,Nihayet,9.0,3.0,
Nihil Piraye,0Ku2blm22kcYKoYoQktaSK,Nihil Piraye,3094.0,6.0,turkish hip hop
Nikolai Galen,3D2Q2zdGnwE3LtAsRTFNOJ,Nikolai Galen,10.0,0.0,
Nil Göncü,,,,,
Nil Keser,,,,,
Nilay Duru,,,,,
Nilgün Akçaoğlu,,,,,
Nilgün Belgün,4pta0ZLX4eBmz7fQDffRPR,Nilgün Belgün,269.0,2.0,turkish pop
Nilgün Bubikoğlu,,,,,
Nilgün Kasapbaşoğlu,,,,,
Nilgün Nazlı,,,,,
Nilgün Saraylı,,,,,
Nilüfer Aydan,3iVIrcJmrV7GawrxVWsBUF,Nilüfer,1302252.0,59.0,"turkish pop, arabesk, anatolian rock"
Nilüfer Koçyiğit,15EytCn2RM2ryMnNdmu5Ec,Nilüfer Koçyiğit,5.0,0.0,anatolian rock
Nilüfer Yenidoğan,3iVIrcJmrV7GawrxVWsBUF,Nilüfer,1302252.0,59.0,"turkish pop, arabesk, anatolian rock"
Nimet Erdem,,,,,
Nisa Serezli,56G0gQLVm2VOKH5mnxwDM6,Nisa,4060.0,33.0,arabesk
Nitro,6jQZzWW3JlEtcRDSzFVKSP,Nitro,760201.0,57.0,italian trap
Nişan Yaubyan,56G0gQLVm2VOKH5mnxwDM6,Nisa,4060.0,33.0,arabesk
No Man's Land,4DrY8MPAU23CWiFre0klEI,No Man's Land,75.0,0.0,
Noisual,6a7RKnCUDbWGGxu9kG6D9G,NOISUAL,232.0,0.0,
Northern Lights,0jqx6LIdBBlJjEkyvyBt6T,Northern Lights,34.0,0.0,
Not Made in China,0DrOFi6NRAtN9X0xTwFUuD,Not Made In China,275.0,0.0,
Notthere,2fN9XsMEQEnrmD90BKdBxH,NotThere,8.0,0.0,
Nubar Terziyan,,,,,
Nuclear Goatcult,,,,,
Nuran Aksoy,,,,,
Nuray Erkol,,,,,
Nurettin Yeşil,2kJuhQyaL8AlOBz17LQO7p,Nurettin Yeşil,258.0,0.0,
Nurhan Yılma,,,,,
Nurhayat Kavrak,,,,,
Nuri Bilge Ceylan,396gqBt8a2NN7gXtDWF7AJ,Ceylan,362902.0,49.0,"oyun havasi, arabesk, turkish pop"
Nurkan Renda,5ElCNoV6YFo7d348ghSMTy,Nurkan Renda,65.0,0.0,
Nursan Alçam,,,,,
Nvart Andreassian,,,,,
Nøkken,36rc25mm2PgelzfgRZenH7,Nøkken,107.0,0.0,
OD Band,4jT7a6Eq3mnAxfboEQLvzL,OD Band,6082.0,20.0,
Oceans of Noise,21HzqFortyEjD2yOdCZAPY,Oceans of Noise,1926.0,4.0,
Odd Joy,,,,,
Ofisboyz,106u6U7sk3jlbr2cmBF6Wa,Ofisboyz,867.0,3.0,punk
Ohannes Kemer,,,,,
Okan Avcı,4q6nUz2EYQDY7crkhvFGRP,Okan Avcı,0.0,0.0,
Okan Bayülgen,0AbXEbaMbszIR3SQQ6Vb9Q,Okan Bayülgen,1048.0,14.0,"karadeniz folk, turkish pop"
Okan Karacan,,,,,
Okan Yalabık,7eQiJ9xsgtGfkxf3fRAFPM,Okan Yalabık,91.0,12.0,
Oksal Pekmezoğlu,,,,,
Oktar Durukan,,,,,
Olaganustu HAL 9000,0qVQbYkvdx6id2GbreSm9k,Olaganustu HAL 9000,11.0,0.0,
Oldu O Zaman,4p1BfGY4c2ljreAkQf8KDz,Oldu O Zaman,616.0,8.0,
Olgu Baran Kubilay,150mFpsqfRpwr2JhAu1Qqt,Olgu Baran Kubilay,65.0,5.0,
Oliver Collyer,,,,,
Omar Naqichbendi,,,,,
Omeria,0Gn7ZHvOfbvZBxPoknZeYl,Omeria,24725.0,40.0,"organic house, downtempo, tribal house"
Omid Darvishi,,,,,
Onat Önol,4aNIICd6SEhlmzHR5Rx2B1,Onat Önol,367.0,0.0,slowcore
One Circle,55Xgdcd8hkeFExrmEMwI0H,One Circle,291.0,0.0,
Onur Aldoğan,,,,,
Onur Atilla,,,,,
Onur Bay,6mkXWBtpiVphWODcVDF4XH,Onur Bayraktar,150096.0,41.0,"arabesk, turkish pop"
Onur Büyüktopçu,,,,,
Onur Dikmen,,,,,
Onur Hunuma,469tlso52afotosZtz0eWp,Onur Hunuma,31.0,1.0,
Onur Karaman,,,,,
Onur Seyit Yaran,,,,,
Onur Taşkan,3yx0J4CzDuZnJdlNbFTOcO,Onur Taşkan,1280.0,25.0,turkish hip hop
Onur Yeğin,0wfaKO1wYDqgkYMaBK9KkG,Yeg,1568.0,20.0,turkish hip hop
Onur Özcan,,,,,
Optikler,,,,,
Oracles Always Lie,,,,,
Orhan Alkaya,2458lEOX1aSQEtDGtROB4n,Orhan Alkaya,15.0,0.0,
Orhan Atadeniz,,,,,
Orhan Aydın,2AK5MvnLH3WzEf7Rcd4uwU,Orhan Aydın,11.0,0.0,
Orhan Elmas,,,,,
Orhan Erçin,,,,,
Orhan Eskiköy,,,,,
Orhan Günşiray,,,,,
Orhon Murat Arıburnu,,,,,
Oriofonul,2WgLYvGsY8NpATfMCXuGTi,Oriofonul,313.0,4.0,psytrance
Orkun Ertener,,,,,
Orpharion,6XqMR4QU99m1D8QDTveUGz,Orpharion,339.0,1.0,symphonic metal
Oru,11gpivxc3UFbsFmJ4l8u6v,Oruç Güvenç ve Tümata,7467.0,21.0,sufi
Orçun Benli,,,,,
Oscuridad Eterna,6cOQFTV6RQt9INPplLbman,Oscuridad Eterna,251.0,0.0,"deathrock, darkwave, gothic rock, cold wave, post-punk"
Osilator,2nD1qtMz2euLZ0QQ75QYxv,Osilator,1.0,0.0,
Osman Alyanak,,,,,
Osman Bayraktaroğlu,,,,,
Osman Fahir Seden,,,,,
Osman Nihat Akın,0rpvIoZOYJoDhGxzPBRIIM,Osman Nihat Akın,39.0,0.0,
Osman Tolga,,,,,
Osman Çağlar,6z5LOKPoOll2mbBqsQrMqp,Çağla,165962.0,60.0,"turkish pop, arabesk"
Osvaldo Valenti,4lQmPFoyFq3B1gcVNsInZR,Osvaldo Valentin y su Orquesta,27.0,0.0,
Otantik Türk Müziği Topluluğu,,,,,
Out of Nowhere,4Snd7Yx71y7nIvgENfT3NB,Out of Nowhere,3220.0,1.0,metalcore
Outrage,1uTI5yrZJmwxCnL83lLrL8,Outrage,1032.0,12.0,"jungle, drum and bass, breakbeat"
Overkissed,4m194iCkQ1ow7ijhuu9lk3,Overkissed,215.0,2.0,lo-fi house
Oya Alasya,,,,,
Oya Ergün,60h0W25pqo1o1tl7ECqLm0,Oya Ergün,1192.0,9.0,opera
Oya Küçümen,2zzXigpJvVupl6oiNvYLGD,Oya Küçümen,378.0,4.0,
Oya Yüce,,,,,
Ozan Aydemir,,,,,
Ozan Bayraşa,7uvZiKlqJAqWz1ldB1iZ1X,Ozan Bayraşa,23098.0,50.0,turkish pop
Ozan Bilen,,,,,
Ozan Esen,,,,,
Ozan Güven,5F7m3gg4sqQikEk21MwEgm,Ozan Güven,191.0,7.0,turkish hip hop
Ozan Harc,51WPp3uzIx1x9sPVTPC0bu,Ozan Harc,83.0,0.0,
Ozan Kotra,5Fn6ozsIlXwMIrfA6OsHvW,Ozan Kotra,1494.0,6.0,anatolian rock
Ozan Sağdıç,,,,,
Ozge Balkan,,,,,
OzzyXPM,3afrnirjcNh4t0fHx7CFGN,OzzyXPM,816.0,3.0,"trance, progressive trance"
Oğulcan Arman Uslu,,,,,
Oğulcan Kırca,,,,,
Oğuz Aral,,,,,
Oğuz Ayaz,,,,,
Oğuz Galeli,,,,,
Oğuzhan Yıldız,,,,,
PED1NE,5g5UxItu0qmUaPqKJvJvC2,PED1NE,145.0,8.0,
Pango,1wRU9DVyKSF1BCHE0PXDuE,Pango,18683.0,55.0,turkish hip hop
Paniren,1FiTr9ZVHwWXIdC4STm2Ni,Paniren,34.0,0.0,
Paradisko,0lJRhUvUesFjlMvMJhFiWS,Paradisko,119.0,0.0,nu disco
Paramilitant,,,,,
Parla Şenol,03SWFWBgZy6WeLZLEmI168,Parla Şenol,784.0,3.0,anatolian rock
Particles,5XKRiTg2TKQMB82UgJyRIu,Particles,486.0,22.0,
Paul Dwyer,74yETy16T5Fx6Um6Q6viDb,Paul Dwyer,19514.0,33.0,"karadeniz folk, anatolian rock"
Paul Misraki,2fHVBtpgSSQX9kQfgsGfWL,Paul Misraki,1470.0,19.0,
Pekcan Koşar,1jwKfYJpO5vuVSIjlX2qgJ,Pekcan Koşar,0.0,0.0,
Pelin Akil,1p9w63luc0yG32LXqtRFAC,Pelin Akil,141.0,7.0,
Pelin Başar,10vB42Xbs9WZ5fNx1dfy41,Pelin Başar,147.0,4.0,sufi
Pelin Esmer,,,,,
Pelin Körmükçü,2IqNabazvShJIsTMZBHozP,Pelin Körmükçü,64.0,0.0,turkish pop
Pelin Kırca,,,,,
Pelin Sönmez,420s3W13l0b82mhVuog1cm,Pelin Sonmez,23.0,0.0,
Pelin Vedis,,,,,
Perihan Savaş,1TbnsphG8b4ZUGXm5g6aNK,Perihan Savaş,85.0,4.0,arabesk
Perit Jan Aydemir,6TMr9qJrR7AD3ME9E0sMlR,Perit Jan Aydemir,931.0,8.0,
Perpetual Genocide,,,,,
Perran Kutman,7bomuz8Pn9UAwodYMMvYaR,Perran Kutman,34.0,0.0,
Pervin Bağdat,,,,,
Peyami Safa,,,,,
Peygamber Vitesi,5VxUI5cnnVQs3ZDblcwdPQ,Peygamber Vitesi,672.0,1.0,
Pieter Goemans,6Mlsz8mVLAFI9lnvtN937O,Pieter Goemans,49.0,1.0,
Pieter Snapper,7fjr2eAdGeERpiRG5Mklf5,Pieter Snapper,93.0,0.0,
Pin Up,590rFDnmwmO78cA9M7o0mh,Pin Up,2733.0,18.0,
Pina Tesla,4cdNLTbg5gmVILlui2cIFB,Pina Tesla,514.0,2.0,
Plastic Ideas,557HGwYIELKbvipvxA0wkr,Plastic Ideas,583.0,4.0,"progressive rock, shoegaze"
Post Dial,0jY5Cdr8S2S9wGPP8hrXfg,POS,1336.0,22.0,turkish hip hop
Poster-İti,,,,,
Pourbon,58vJe0eAEb8zV3mP8vdP4g,Pourbon,168.0,0.0,"mathcore, hardcore punk, grindcore"
Pravus,4zeQIzgSm4GAHAHt0IS2DI,Pravus,184.0,0.0,
Presage,1LnGym1BAonyzPRTuyF6ll,Presage,269.0,0.0,
Priezt,62KfUZedjipIUDfIRt7WVi,Priezt,30.0,0.0,
Primat,0rGp3jjwe7o4Puj6h5EJQc,Primat,224.0,1.0,
Procombo,5mbhUjdgNtpuIv3Uydinlr,Procombo,1351.0,8.0,techno
Project Youth,3QGkhHw8r8ulzp0OQquRd1,Project Youth,2666.0,3.0,punk
Pyon,17hwujV3su4V5Buu0migg9,Pyon,103.0,0.0,
Pınar Dönmez,1VKVqjMYL1WrQUvb55riUT,Pınar Dönmez,253.0,1.0,
R.A.N.,,,,,
Rabia Soytürk,,,,,
Rain Lab,1O9CLdmsyMsVSFck8HYZTj,Rain Lab,2623.0,5.0,turkish hip hop
Rain to Rust,47T2NLxDhuiqOs21aQbn1R,Rain To Rust,574.0,1.0,"cold wave, darkwave, post-punk, deathrock, gothic rock"
Ramazan Demir,33Ecmj6KRhIY8UA2u0CsCr,Ramazan Demirel,43.0,4.0,
Rana Cabbar,,,,,
Randy Esen,75QoaHvPRSK37t9N8WaTya,Randy Esen,521.0,4.0,
Rape,0y2YnfkNXEwIZ2bKuKBV2Q,Raperin,22218.0,32.0,
Rasim Öztekin,2ZH0VTBcsUXF59tZNKlWVW,Rasim Öztekin,22.0,0.0,
Reclaiming the Sun,2MNO9gjy3CS8j2MAqAxO9u,Reclaiming the Sun,244.0,0.0,death metal
Rectør,733tCCM1VMR6mXV7GFsMUK,Rectør,130.0,0.0,
Red Wine Killaz,4XqIDfwRmhdRe03JVUAdPc,Red Wine Killaz,1222.0,3.0,turkish hip hop
Reha Beyoğlu,,,,,
Reha Erdem,,,,,
Renan Bilek,1ncluiiDw3JHtb29QniwOR,Renan Bilek,295.0,0.0,
Renan Fosforoğlu,,,,,
Renato Savino,,,,,
Renée Asseo,,,,,
Reptilians From Andromeda,2KmbKuPSvcdCiqmc9SGXmY,Reptilians From Andromeda,878.0,0.0,"darkwave, hardcore punk, horror punk"
Reuben De Lautour,2gMmmFyrWDRerH27HkwT8r,Reuben De Lautour,9.0,0.0,
Rewşan,3TJ5zA3raTcGtsNLjtNtcD,Rewşan,52437.0,38.0,
Reyhan Erdogan,,,,,
Reyman Eray,,,,,
Reza Afshar,2FsrunQM7iirbQXPMFuPbv,Reza Afshar,67.0,0.0,post-rock
Reşat Nuri Güntekin,,,,,
Rhythm 0,4Taad2N1k2PhediKYIGSK5,Rhythm 0,43.0,0.0,"southern gothic, darkwave, post-punk"
Ricardo Moyano,2qG9F4mS402YWddK04Ww1N,Ricardo Moyano,24.0,0.0,tango
Richard Laniepce,0QkTvngdPHP9OTrNbPj7p1,Richard Laniepce,87.0,3.0,
Ricochet,0xaqDXq0Kyoobzz81v9wlY,Ricochet,32.0,0.0,
Rijekä,0dc5PdTQLHDYVcOkRkih9F,Rijekä,11.0,0.0,idm
Rinca,,,,,
Riseback,3ukMtmLfC8T88iYruS27Z3,Riseback,53.0,0.0,
Rita Mahrani,2CW7IlGp4UYMNmEUhi96ni,Rita Mahrani,56.0,0.0,turkish pop
Robert Christidès,,,,,
Robert Ikiz,,,,,
Robert Reigle,6FaFj9rElTy24r4cnqW2XT,Robert Reigle,6.0,0.0,
Robogeisha,078iLhreXkp3i0INn1dYzi,Robogeisha,11.0,0.0,
Roman + Toliver,1SKHNVkd8YQQSVIrulcFh9,Roman + Toliver,114.0,0.0,"organic house, progressive house"
Romanos the Melodist,40sk6PucgRmfUoZckOGc4D,Romanos the Melodist,13.0,0.0,
Rosy Varte,214Pm0D2UKiccXJEQT9ItM,Rosy Varte,118.0,1.0,
Rott-Fish,,,,,
Rozet Hubeş,,,,,
Rudolph Schildkraut,,,,,
Ruhsar Gültekin,,,,,
Ruken Yilmaz,63tKOnDpPTDh0eUxljSnxm,Ruken,11121.0,27.0,
Ruken Özbek,474QSF4gZqYLjJuEBdEa8h,Ruken Özbek,32.0,0.0,
Rust,6cd3XfCAc3e596RQW8P94H,Rustage,459942.0,56.0,"anime rap, anime"
Ryan Babel,6FQ7UnmFtWewdCiwBkVze2,Ryan Babel,1237.0,19.0,
Rûken Tekeş,63tKOnDpPTDh0eUxljSnxm,Ruken,11121.0,27.0,
Rüya Gümüşata,7r2uLQkzUS1RidJsKfNZal,Rüya,41.0,24.0,
Rüzgar Boyle,,,,,
Rıza Kıraç,,,,,
SAVT,,,,,
SISSY MISFIT,7gBvxpydeJTqbjrWWkT0iB,SISSY MISFIT,2631.0,17.0,electroclash
SNOW,58H98oCs7wfe6XZOgIaT0q,SNOW,256628.0,63.0,turkish hip hop
SUMIA,0GNaI8xPr4mxPoF5Ku8Rpa,SUMIA,1033.0,8.0,"hard techno, acid techno"
Saadet Işıl Aksoy,,,,,
Saadet Türköz,3xgsHW0S5h7wo0Drj6pnQd,Saadet Türköz,628.0,3.0,
Saadet Özen,,,,,
Sabi Saltiel,0jDBG1EeQiw6n273ZPq2D8,SABI,8825.0,51.0,
Saboath,,,,,
Sabotage,5deK5HnwbEKvge2svL0i0B,Sabotage,1644629.0,57.0,"brazilian hip hop, boom bap"
Sacrocurse,2cqRwbzsa2tFaWa8LpdUXU,Sacrocurse,2387.0,0.0,black metal
Sadettin Erbil,,,,,
Sadri Alışık,2agBoEFpEJEeJGX1ygfEEo,Sadri Alışık,3711.0,8.0,anatolian rock
Sadun Ersönmez,,,,,
Sadık Deveci,,,,,
Sadık Şendil,,,,,
Safa Yeprem,3m0b4MZuZ4xj9BFlodOnTq,Safa Yeprem,363.0,14.0,
Safa Önal,,,,,
Sagraliege,,,,,
Sagu,4F85cxjAmlT0r7DZKu3ABX,Ceren Sagu,77074.0,59.0,"arabesk, turkish pop"
Sagus,,,,,
Sahra Şaş,0lQMBLztiA6xat9Yj1wv4z,Sahra,2832.0,43.0,arabesk
Sait Büyükçınar,0bQPW0AKgqSmoJIyi9LiE6,Sait Büyükçınar,544.0,12.0,tango
Sait Ergenç,7JVMqW8U838Hw5IjGfIddD,Mehmet Sait Ergenç,18.0,0.0,
Salih Bilgin & Murat Aydemir,,,,,
Salih Demir,,,,,
Salih Diriklik,,,,,
Salih Saka,,,,,
Salt,5moUSdMFEX9rUpS4rdG9kk,Saltuk,16.0,0.0,
Sam Schlamminger,,,,,
Samet Gunal,1z7vM2buXXNNr9TWgurrKf,Samet Gunal,1395.0,19.0,"indie dance, melodic house"
Sami,7GnedB795OhbMbojdC3bzj,Sami Yusuf,485183.0,53.0,"sufi, qawwali, sholawat"
Sami Aksu,78wbZUSEwTHPSxxUfwZRrF,Sami Aksu,303.0,2.0,
Sami Ayanoğlu,,,,,
Sami Baha,0NqV34fP3RUaWutqpupv7c,Sami Baha,3755.0,21.0,
Sami Dural,4uQwnXD7KDyEVh7wSh75FU,Sami Dural,332.0,0.0,sufi
Sami Dündar,6YcTsJOY6RjYlxy2Vyzx1D,Sami Dündar,10.0,0.0,turkish pop
Sami Savni Özer,2wwZm3o62jxBrjl456u5lR,Sami Savni Ozer,6765.0,26.0,sufi
Samim Değer,1GyfNm3xj64IZR4rKnzNti,Şam,513272.0,68.0,turkish hip hop
Samim Utku,,,,,
Sanaz Zahraei,,,,,
Sanchos,1luQ8a90XJMCAY84DHTraI,Sanchos,1225.0,2.0,punk
Sanem Öge,,,,,
Saner Plak Stüdyo Orkestrası,,,,,
Sarah Persephona,4ZwTLDEkQm3rMpBJf9rECz,Sarah Persephona,1.0,0.0,
Sarkis,73JThvLayKzOPqFz8DKeZJ,Jean Sarkissyan,1252.0,13.0,
Sarkis Seropyan,,,,,
Sarkopenya,5gWZMQPBKOuupwvDFkgbIX,Sarkopenya,1241.0,19.0,turkish hip hop
Sarnath,6e2eAVr7kK2gGQNb8VTmSK,Sarnath,24.0,0.0,gothic metal
Saro,0XSQHDvjpPJqeJuJiU3d9R,Saro Secikyan,76.0,0.0,
Sarratum,,,,,
Satanized,5jLYePG9HOVszB98x6kR88,Satanized by Alien Vampires,6.0,0.0,
Savaş Barutçu,,,,,
Savaş Dinçel,,,,,
Savaş Özdemir,5lr0WRmUnLjkFZOTu4VmTy,Savaş Özdemir,67.0,0.0,
Saygun Arpalı,6rvKt3TS3KtrRmOjpQ2yXO,Saygun Arpalı,118.0,0.0,
Schnieke,0nr8X8GPT8tmUbstHhjueF,Schnieke,222.0,0.0,
Seal of Solomon,4TIjMLOh8r9NTk9C868weV,Seal of Solomon,72.0,0.0,melodic death metal
Second,0hB4oP2Xs7bmAb3W5dHwsi,Second,35770.0,32.0,punk
Seda Bakan,6Gzj474nTmFVswVQoNUik7,Seda Bakan,255.0,11.0,
Seda Demir,7vwhJweYBLU1NOZS7r4b85,Seda Demir,2.0,0.0,
Seda Kement,,,,,
Sedat Mert,,,,,
Sedat Pakay,,,,,
Sedef Akalın,,,,,
Sedef Şahin,,,,,
Segah,4J3UGufkoUJDn1tMOWPt4P,Segah,13129.0,44.0,turkish hip hop
Seko,5ExPDJ7ouyX5oURLZ7VcAh,Seko,54586.0,55.0,"turkish pop, oyun havasi, turkish hip hop, arabesk"
Sekulahr,0FfuqXlmNcYpzW4Pzfvx5l,Sekulahr,423.0,1.0,hard techno
Selahattin Pınar,0IF0UfRLhQ2q1KglJvvCDJ,Selahattin Pınar,2385.0,9.0,
Selahattin Sancaklı,,,,,
Selcen Ergun,,,,,
Selen Domaç,,,,,
Selen Kurtaran,,,,,
Selim Doğru,1SI4Ni5oVsgy7FhGP15R3M,Selim Doğru,27.0,0.0,
Selim Erdoğan,,,,,
Selim Evci,,,,,
Selim Naşit,,,,,
Selim Çiprut,,,,,
Selim Öztrük,,,,,
Selin Demiratar,5xkqotsRPu6KQ4PiWjSGQf,Selin,154050.0,53.0,turkish pop
Selma Güneri,6dM2g5Lv48hqC1nR8LAays,Selma Güneri,132.0,0.0,anatolian rock
Selçuk Aydemir,,,,,
Selçuk Uluergüven,,,,,
Sema Özcan,,,,,
Sema Öztürk,,,,,
Sema Şahingöz,,,,,
Semih Ekşi,,,,,
Semih Evin,,,,,
Semih Karakas,,,,,
Semih Sergen,19hPzmVRC9B7rKzOpPl3YE,Semih Sergen,221.0,5.0,sufi
Semra Atılay,3V71eCSfwkvvubJi2afDxs,Semra Atılay,17.0,0.0,
Sencezium,4skt1IcNTO8RqLxeFOcUem,Sencezium,153.0,1.0,"doom metal, sludge metal"
Senih Orkan,,,,,
Seol,74eigHxPC6nhip2jnAili4,Seol Hoseung (SURL),6390.0,29.0,soundtrack
Seracettin Erman,1gomcNJUiL2Y8MDoHPf9oH,Seracettin Erman,45.0,0.0,arabesk
Serap Acar,7tjRwVWeUsbG6eG3fuuKvj,Serap Acar,84.0,1.0,"arabesk, turkish pop"
Serap Aksoy,6n1nGu2MKdfcU2akIQNZCx,Serap Aksoy,487.0,0.0,turkish pop
Serap Matyaş,,,,,
Serap Üstün,,,,,
Sercan Badur,2k1URVAHnUGUVkXpQXsxtb,Sercan Badur,22.0,3.0,
Sercan Öztürk,6fFhf36B6oOmT6hfUzucEV,Sercan Öztürk,8264.0,26.0,
Serdar Akinan,,,,,
Serdar Gökalp,,,,,
Serdar Somuncu,56fPDCRvaFX13NdUDmYKX1,Serdar Somuncu,20617.0,38.0,comedy
Serdar Şanal,,,,,
Seren Yüce,,,,,
Serenay Aktaş,,,,,
Serhan Yastıman,,,,,
Serhan Yavaş,,,,,
Serhat Üstündağ,,,,,
Serkan Altıntaş,,,,,
Serkan Ercan,60xPcHlHfjxBPfXEBt1a5q,Serkan Ercan,17.0,0.0,
Serkan Ölçer,3zQuTanS19oGM5xshtkrGK,Serkan Ölçer,920.0,24.0,turkish pop
Serkan Şenalp,,,,,
Serkant Yaşar Kutlubay,50AOA3aPd6tc928KEYaljF,Yaşar,893656.0,58.0,turkish pop
Sermüezzin Rifat Bey,2ZhvGchPglT9Ca4xcbuGCQ,Sermüezzin Rifat Bey,45.0,1.0,sufi
Serpil Nur,,,,,
