isim,Spotify_ID,Spotify_Isim,Followers,Popularity,Genres
mehmet elmas,10BA29Asr9YbvkcBFJixDb,Mehmet Elmas,346939,52,"turkish pop, arabesk, turkish hip hop"
cansever,4i6eVyyyPdSryQCzO7GK0K,Cansever,346242,43,"arabesk, oyun havasi"
istanbul trip,495LDNjDrYzj7Fk0LtuJcJ,Istanbul Trip,344400,39,turkish hip hop
linet,31TJIzpuFOgX8owcV3nTrE,Linet,332216,57,"arabesk, turkish pop"
tekir,2SqjgMx7edUilMzPosMR1P,Tekir,329877,57,"turkish pop, oyun havasi, arabesk, turkish hip hop"
işın karaca,0iKWCp8QXDXAD3wzFrExYr,Işın Karaca,320186,35,"turkish pop, arabesk"
hirai zerdüş,4Y5rVLkZSUboJaSdiEn4bs,Hirai Zerdüş,320515,54,arabesk
ayaz erdoğan,2Y2hYlVGlZpTHAQ9UMaBCA,Ayaz Erdoğan,314979,52,"turkish hip hop, turkish pop"
tepki,5DtQ3MpxpzAyDvgMNFWN1r,Tepki,307284,43,turkish hip hop
eko fresh,7GaMopkesD4KK9dNbgyO5D,Eko Fresh,300735,48,"german hip hop, turkish hip hop"
killa hakan,7HLErdUiPhh7mg5AxVEAX0,Killa Hakan,294650,45,turkish hip hop
sinan özen,7tEE59VhmyLsNINjKCA8ug,Sinan Özen,284387,42,"arabesk, oyun havasi, turkish pop"
no. 1,,,,,
yirmi7,1vnJ4IgK3BOqkGQ38RqAvs,yirmi7,275499,50,"turkish pop, anatolian rock"
ali kınık,0J7kxhnyiFpd0NArVYvexR,Ali Kınık,272708,49,arabesk
melis kar,4hdeFgoe7zQEJWXVIAm2yj,Melis Kar,271279,47,turkish pop
sezer sarıgöz,4itYEciRGKzdy6XwBQeaYl,Sezer Sarıgöz,266780,56,"turkish pop, arabesk"
hepsi,1kOoLMi8Z7nDeIa0bSfM3N,Hepsi,265378,51,"turkish pop, t-pop"
bendeniz,39b2aS3568sYAC6CG5hsJw,Bendeniz,263707,40,"turkish pop, arabesk"
can yüce,3vGz6dcagQ2geGkGYY185H,Can Yüce,259530,35,turkish pop
m lisa,7CLojerj7StFcAX03tA8Pc,M Lisa,247684,58,"turkish hip hop, turkish pop"
umut timur,650blPhpj24aloFTk941L3,Umut Timur,246369,45,"turkish pop, turkish hip hop"
ismail yk,,,,,
okan & volkan,5U2qYuO4KclXaQTqiGzqUV,Okan & Volkan,240706,49,turkish pop
ikikardesh,59Rfk6ZH0SsZm7GrUc43N1,ikikardesh,238679,32,"turkish pop, turkish hip hop"
cegıd,2QDHxmDObOuv9MCeBYiFtq,Ceg,722740,55,turkish hip hop
sözer sepetçi,2XhoHXwVMX0BKE0tBjtzI0,Sözer Sepetçi,228856,41,turkish pop
nova norda,0A5AyLcMXZRmLE7i2maS0R,Nova Norda,228211,48,turkish pop
kerim araz,2xNgzwX6A9orF0QEJph5Eb,Kerim Araz,226141,50,"turkish pop, arabesk"
tuğba özerk,30Lb5Jijp6ynpodpRsrqIX,Tuğba Özerk,224184,32,turkish pop
birsen tezer,3i5LEBNq1A00tgvcmB97vV,Birsen Tezer,221736,46,turkish pop
anıl durmuş,10aqquITh9xMvNFTMZicY9,Anıl Durmuş,218557,45,"turkish pop, arabesk"
nur cennet,3l2XZBROf6IhytyMQW2U1g,Nur Cennet,215828,43,"turkish pop, arabesk"
eda sakız,43kof4zqki1s51xx3bX8wB,Eda Sakız,216889,44,turkish pop
bora duran,0W0qg2fjQVk63h44Zdn4hI,Bora Duran,213989,48,turkish pop
berkay altunyay,7DDrfx7EEOeHSZUkpTIn59,Berkay Altunyay,213101,48,turkish pop
kutsi,0ZE0YoF456RFBU6rDFwm4o,Kutsi,205779,36,"turkish pop, arabesk"
esat bargun,2aUYhLpTuhYgill5Nxz0Ic,Esat Bargun,204313,43,turkish hip hop
azap hg,5e533hdLKXcsl4BhU7gjqv,Azap HG,203750,31,turkish hip hop
can gox,5Z0rUIkdvlnx6JYqcC4aU0,Can Gox,202755,40,anatolian rock
berksan,72OZeQyKCAebfnRJAIEpnx,Berksan,199075,42,turkish pop
ilkay akkaya,1fIyC6Oj6CHRcB4jyVnw6t,Ilkay Akkaya,198576,42,"karadeniz folk, arabesk"
merve yalçın,3hz9oj5H2C1iTejt5IQpW2,Merve Yalçın,198340,28,"manele, turkish pop"
orhan ölmez,2abTtZjrdqE7fitNirW4Qy,Orhan Ölmez,196527,38,"arabesk, turkish pop"
kubat,1m4zBvdnlrleyq7JJ6A6Bi,Kubat,196312,39,"oyun havasi, arabesk, turkish pop"
server uraz,14obHIpcXd2SsTyR9VBsLL,Server Uraz,191641,37,turkish hip hop
ceylan koynat,4o9kilxirh6nRSrNfOHCXb,Ceylan Koynat,187562,40,"arabesk, turkish pop"
gökhan doğanay,3fRY4aztcLLh1Hwlq5yc5c,Gökhan Doğanay,184491,46,"arabesk, oyun havasi"
engin nursani,77F1glwWTaaPwiK1QLzPMS,Engin Nursani,183975,54,arabesk
emre kaya,6f7gOUZno2LjhNgyXWg0fE,Emre Kaya,181780,44,turkish pop
arap şükrü,0WAK3e5DJ0l35Fu3mbCAwq,Arap Şükrü,173027,46,arabesk
cem özkan,5ir9ylX51js6ukzBp2hvVf,Cem Özkan,171140,35,turkish pop
serkan kaya,56x1jJZ4DrXu3NXMfHpolC,Serkan Kaya,169743,50,"arabesk, turkish pop"
çağla,6z5LOKPoOll2mbBqsQrMqp,Çağla,165962,60,"turkish pop, arabesk"
nahide babashli,1mvxj5GtTiRhQ3G3qeVCJj,Nahide Babashlı,161081,41,"turkish pop, arabesk"
fundyy,0Qd3WxeIl4mgfd2KYLwE7H,Fundyy,160780,49,"arabesk, turkish pop"
grup abdal,5Q26mEUNtBa8yfc3mVYqsp,Grup Abdal,159450,47,"arabesk, karadeniz folk"
tefo,5bKfDewWHUg0VqXqRX1low,Tefo,159281,55,"turkish pop, turkish hip hop, oyun havasi, arabesk"
haramiler,6F9lYsXc6Z7WMX3DtSXDLa,Haramiler,158043,42,anatolian rock
arif susam,7lnUSgvhwVJ098VhyN9Rgr,Arif Susam,157200,33,arabesk
karmate,2YytmPCUBUaLN10JyTkohC,Karmate,155660,43,"karadeniz folk, arabesk"
fatih erkoç,5zfF4ZY5QA60ht5cjDrv2b,Fatih Erkoç,155586,40,turkish pop
samet kardeşler,4Jah47VbnOtQGLtmdrDRXp,Samet Kardeşler,156517,59,"turkish pop, arabesk"
onur bayraktar,6mkXWBtpiVphWODcVDF4XH,Onur Bayraktar,150096,41,"arabesk, turkish pop"
pamela,3JAjt6oAXVTMvCYHsc0tIC,Pamela,149316,51,"turkish pop, arabesk"
emel müftüoğlu,5pKOCtPDoRLKjR3ZJlI74u,Emel Müftüoğlu,148157,45,turkish pop
yurtseven kardeşler,3zhCUEmE2pSehyBhChMb0O,Yurtseven Kardeşler,145618,40,"oyun havasi, arabesk, turkish pop"
özlem özdil,2WoyCDcgb0eQOqEMN3Pdmh,Özlem Özdil,145992,49,"arabesk, karadeniz folk"
gülden,1aQhhnH3sUteqgE1EbmPec,Gülden,142424,57,"turkish pop, arabesk"
dr. fuchs,51o6QF11Nswx5jMlp6rAL8,Dr. Fuchs,141442,49,turkish hip hop
umut kaya,0yXr7HHsbJlVaU8kBhRcny,Umut Kaya,140500,46,"turkish pop, anatolian rock"
konuya fransız,2qyTHYcgc74oHaow97ZKhx,Konuya Fransız,138940,30,turkish hip hop
metin işık,7KutQsUSxrYlTZACSGEN8L,Metin Işık,134807,47,"arabesk, oyun havasi"
selim gülgören,04nFGBpiwmDOOQ3zU6oc4x,Selim Gülgören,132774,32,turkish pop
oğuz yılmaz,7KqJ5Sb5sc4skvUCNftzGV,Oğuz Yılmaz,132790,43,"oyun havasi, arabesk"
incesaz,78WaEUeSjw3KIq1YVb4ROk,Incesaz,132618,40,arabesk
kızılırmak,5cDUlytjN75pqIgA5UOUHR,Kızılırmak,130326,50,arabesk
afra,4TofTRvEUQsznrSPnYnHx9,Afra,129707,55,turkish pop
mansur ark,4dtvhNNnGCEi7bGpi3DsQd,Mansur Ark,129147,49,turkish pop
kıvırcık ali özütemiz,1tlFzIKFq6LStJu0O87rJb,Kıvırcık Ali Özütemiz,126532,12,arabesk
aksan,35vCEk68DtAxh7gDAzhoKK,Aksan,129651,56,turkish hip hop
elif kaya,0YP9sio4vk1BLyCWg3DG1r,Elif Kaya,125628,32,"turkish pop, arabesk"
demet sağıroğlu,1JezmRKWjau6fQtfotfhZY,Demet Sağıroğlu,126323,42,turkish pop
mustafa özarslan,5B2ximmTcuisz5weYw8uXj,Mustafa Özarslan,124313,48,"arabesk, oyun havasi, karadeniz folk"
güven yüreyi,5NtIOfNyPNLgha0FwPCvKV,Güven Yüreyi,124024,42,turkish pop
didomido,4n07t89zwwIvAfHvgvdCWf,Didomido,123816,37,turkish pop
deniz toprak,1qUlrOW3z1Vv771xYHrbDm,Deniz Toprak,123592,44,"karadeniz folk, arabesk"
ece ronay,0R7mqgu7aj5QXyUs2OsX3H,Ece Ronay,118163,26,"turkish pop, turkish hip hop"
can7,17AQsa7DW5ANQdRTV83cEJ,Can7,116854,29,turkish hip hop
ege,5chlGLYjNChbXjDbojObt5,EGE!,117776,57,turkish hip hop
bahadır sağlam,60MyIKYA3yY1lGNroaZIgT,Bahadır Sağlam,116185,49,turkish pop
gökşin derin,4288qdlAVsCLojIMDQLuC9,Gökşin Derin,115512,36,turkish hip hop
ersan er,0mRJgEwf2UpEc98ja9Kbth,Ersan Er,113089,28,"turkish pop, arabesk"
alaaddin ergün,51ITZQjVmlvID80nNOhQdv,Alaaddin Ergün,107529,47,"turkish pop, arabesk"
oğuz aksaç,0rs9X2h1jre7d0DdhPznzy,Oguz Aksaç,107305,39,arabesk
cevdet bağca,7xWNa8TI34eaY4IX4ZzY1O,Cevdet Bağca,100654,42,arabesk
şirin,7b0U9HFHNzq8kDHf98ZmHb,Şirin,1437,18,anatolian rock
tuhan,6jGOSwp1HD2Q4Z9mO8P20h,Tuhan,99613,35,"turkish hip hop, drill"
doğuş,721ePoB5sNB4MbIHLwco4e,Doğuş,99120,41,"turkish pop, arabesk"
etkin,01dd8uibSU2GK5BIzA2bnN,Etkin,98288,39,"arabesk, oyun havasi"
ata alabaş,4uIc7OSb1tbxJBsMtI5XOx,Ata Alabaş,97971,39,"arabesk, turkish pop"
gökhan keser,6311L3GWCzdBvc0uj3XrKH,Gökhan Keser,96246,21,turkish pop
cem kısmet - pilli bebek,3ndeiYWN80pvSxGVrOU1CU,Cem Kısmet - Pilli Bebek,95700,48,anatolian rock
siyam,20VUzeHAjxKUEJuXT6EiMo,Siyam,95006,49,"turkish pop, arabesk"
anatolian psych rock lab,2BB5zdnk16mjBs0BbIcb6r,Anatolian Psych Rock Lab,95042,55,"anatolian rock, arabesk"
fikri karayel,5ZBjBEf13SNZDLCzjAiWfn,Fikri Karayel,90953,37,turkish pop
devran çağlar,6rRbz3jKrfB566wnLBYSCW,Devran Çağlar,89953,31,arabesk
heja,3G0XxE8TxeByKXgwtmVE8n,Heja,89427,49,turkish hip hop
cevher,5jUaU1L6PePJadPjzKYFXf,Cevher,89097,46,"arabesk, turkish pop"
damla arıcan,0dPbg17KH7QHtsztkBO7eV,Damla Arıcan,87589,51,arabesk
aynur dogan,6kZvCKj0MxeLEg35TXYZDd,Aynur,157842,42,oyun havasi
arslan,1bRd8CO1ap6c8CVQ8fEpAV,Arslanbek Sultanbekov,19236,37,
grup çığ,44a0mX4rsBktvNqCCeXB0T,Grup Çığ,83688,37,"oyun havasi, karadeniz folk, arabesk"
gülay sezer,0ACoZOGStT6PgBo4t89eJS,Gülay Sezer,84285,46,"arabesk, turkish pop, karadeniz folk"
abugat,2KPINxWCVBb9yxO8xKtdFh,Abugat,83153,51,turkish hip hop
hasibe,1xyNnZuKZlrJqxFRg43JyV,Hasibe,82575,38,turkish pop
swirf,1PDcVWGthnDkYv57hoQSpG,SWIRF,79729,52,"turkish hip hop, trap metal"
decrat,5ouX1Qz844h25lu0aXUaw5,Decrat,79099,49,turkish hip hop
eylem,6EggFGuKypIVsW5JRDpeSe,Eylem,76944,38,"turkish pop, t-pop"
can koç,3O6mcOK5C1hkMfwrSkNPMM,Can Koç,75929,42,turkish pop
ceren sagu,4F85cxjAmlT0r7DZKu3ABX,Ceren Sagu,77074,59,"arabesk, turkish pop"
sevgi,1oh1jFXcJYVg7g1E2Yb3PO,Sevgim Yılmaz,75116,50,"arabesk, turkish pop"
sukriye tutkun,3yDRVuxUjUO7l4tJirgCJ3,Sukriye Tutkun,73357,37,"arabesk, karadeniz folk"
ömer danış,0I8ZWFDaNw6PHaBFK8gpau,Ömer Danış,73061,30,"arabesk, oyun havasi"
ayçin asan,3xcVW8eu819wspfu9YN7K1,Ayçin Asan,72268,43,"arabesk, turkish pop"
hakan yeşilyurt,1ITbYPkgfua4VpVw5K1Zzm,Hakan Yesilyurt,71077,35,"arabesk, karadeniz folk"
elleran elvis,5BUWb4u0cE1FV5e5ML1lW7,Elleran Elvis,70803,27,turkish hip hop
tufan altaş,0UxSX5g1BLYgUV7uwM6GfT,Tufan Altaş,71049,43,"oyun havasi, arabesk"
uğur karakuş,3ZSy5XETvBGpaP5eU96X09,Uğur Karakuş,70845,42,"arabesk, oyun havasi"
eli türkoğlu,6CpTYTBIwVYGeYdxr8Irgu,Eli Türkoğlu,70077,34,turkish pop
irem,4aZml6ud70cnHUDhcdHIqC,Irem,69563,50,"turkish pop, arabesk"
b4tu inc.,0JVl2O7TNYlEc6Lc2jHW3o,B4TU INC.,67104,34,turkish hip hop
serkan nişancı,5fEL815uzQRkyzW9wOfUTd,Serkan Nişancı,67236,43,"oyun havasi, arabesk"
polemick,52OSZDXRviOuXikdQTmZ3t,Polemick,66984,45,"turkish hip hop, arabesk"
ahmet hatipoğlu,2sOq4hJZRAybcz8AvKjDK4,Ahmet Hatipoğlu,66193,47,turkish pop
zeynep baksi karatağ,0JQnINHQ01rwdmLEyE2d3z,Zeynep Baksi Karatağ,66004,39,"arabesk, turkish pop"
demet elloo,4KscXPzH57nCckPGRKLY6F,DEMET ELLOO,64227,35,"turkish pop, arabesk"
ufuk çalışkan,71WtMHUVNtv2QWV712cDGF,Ufuk Çalışkan,63937,35,turkish pop
aleyna kalaycıoğlu,3TKB1G75mSojFCZPks5KGJ,Aleyna Kalaycıoğlu,65765,49,turkish pop
tolga sağ,7DJrgkDtWhnyRndG5YEJB5,Tolga Sağ,63780,41,arabesk
esin kaya,1uX30MY8BahKmbqQGI4aLA,Esin Kaya,62729,44,"arabesk, turkish pop"
yiğit mahzuni,1uu0kdfguMxU8HqSz7LxIK,Yiğit Mahzuni,62552,38,"arabesk, turkish pop"
murat kurşun,3G3LOZGduYLHzWrnvXZ5Hg,Murat Kursun,61951,38,"oyun havasi, arabesk"
fasıl-ı jazz,1ItbHlpwroC3poTOv3p76M,Fasıl-ı Jazz,61653,47,"anatolian rock, oyun havasi, turkish pop"
ali black,4I4D5hYW6bM8JMUWdmGshN,Ali Black,838,0,turkish hip hop
aylin aslim,17Ax2Mq0nn4I5PtBp4ieFW,Aylin Aslım,61407,42,"turkish pop, anatolian rock"
ömer faruk bostan,0197pmztGFKQv25xxYvsdC,Ömer Faruk Bostan,60957,39,"oyun havasi, arabesk"
aycan,5iPNumB31JoSUYsQHWdXS0,Aycan Öner,60932,39,"arabesk, oyun havasi"
miğfemiral,4uMqXgzcSH2MUqHCP2E6A6,Miğfemiral,60155,5,turkish hip hop
burhan çaçan,0uc6hSyVbXHjRvEqeIpxMn,Burhan Çaçan,59633,34,"arabesk, oyun havasi"
nikbinler,1jd75hi1uo8CqDnDtVJcnz,Nikbinler,59595,55,"anatolian rock, arabesk, turkish pop"
uğur işılak,65Yc24XPBKMWz6oOWOX7Xx,Uğur Işılak,59418,43,"arabesk, oyun havasi"
darío moreno,5Ivs38YH6hmsm3aoQAMeCJ,Darío Moreno,27,0,"early music, baroque, renaissance, score"
bengü beker,3D1JNJeLVPBmwhCbyqlTHW,Bengü Beker,58163,45,"turkish pop, arabesk"
yaren doğan,1LhOJJU5ytqcP8LRSK9xSg,Yaren Doğan,56938,32,"turkish pop, arabesk"
erol budan,4r9t7rBLK2rjouMVJz4hdx,Erol Budan,55758,35,arabesk
çağrı,32d21ZV2sLX2sGdjefVMJg,Çağrı Sinci,120967,49,turkish hip hop
yeliz,3Oebtq87rysNEKW2bKMHoH,Yeliz,53076,35,"anatolian rock, turkish pop, arabesk"
silahsız kuvvet,7LfQlBzCBS2AtntaNkgmKX,Silahsız Kuvvet,52283,37,turkish hip hop
yusuf harputlu,3Ffr0HQVxNP9vJME5lvmzN,Yusuf Harputlu,52172,38,arabesk
tülay özer,11SuwTwXyJ3eXo35l5AQcc,Tülay Özer,51628,40,"arabesk, anatolian rock"
oğuzhan uğur,1vWlMjGmurAKBMOOMW5yMD,Oguzhan Ugur,51114,32,turkish pop
diablo 63,1WxswOadzY89SJoKEUfUAb,Diablo 63,50775,38,turkish hip hop
pera,1bzmtVU7jf2rRZJALkZA3j,Pera,787997,51,
aynur haşhaş,7pdGxjLz9fq7aHUbQmOYHM,Aynur Haşhaş,49768,42,arabesk
zafer peker,6LuM9ifVe7Aj0SVWW8z2YX,Zafer Peker,49683,33,"arabesk, turkish pop"
yasin keleş,4vDFE2kUqchV4lOsCVfsc7,Yasin Keleş,48748,44,turkish pop
mert şenel,5YP7LI1ddSh4JFYe03h7ue,Mert Şenel,48580,36,turkish hip hop
seyfi doğanay,1BRFB8km9DzKNC5uVbDCHZ,Seyfi Doganay,47664,38,arabesk
ramiz,4CnBqHEyoxCZKYx6iSJmNn,Ramiz,47381,42,"turkish hip hop, turkish pop"
hasan yılmaz,4RpYd8LEZ1NFPknS0GfEdf,Hasan Yılmaz,46838,36,"oyun havasi, arabesk"
kit sebastian,5GSILaXo4yN4umwJK8eBBY,Kit Sebastian,46401,35,"anatolian rock, neo-psychedelic"
enbe orkestrası,2Uxd5x92nW0Q06DoHcpSBJ,Enbe Orkestrası,46540,46,"turkish pop, arabesk"
mine koşan,2ditOd9fNYAscQhUmYhfXh,Mine Koşan,45624,43,arabesk
tuğba başaran,2OHUuJ5eCPeNYtVacPKEDT,Tuğba Başaran,44695,44,"arabesk, turkish pop"
derya yildirim & grup simsek,2Y0SH69uxHrHrjiZCuTSaT,Derya Yıldırım & Grup Şimşek,44039,35,"anatolian rock, neo-psychedelic"
hülya polat,1C11mfsQmFYaI9VbZFyMyC,Hülya Polat,43343,44,"karadeniz folk, oyun havasi, arabesk"
şimal,1hxYOUm8QUkpXAHtVM0aY2,Şimal,41606,30,turkish pop
seyfi yerlikaya,3uVn8gegDqg4esh9Y32UDQ,Seyfi Yerlikaya,40426,35,"arabesk, karadeniz folk"
şahsenem,4EUthbspTrEwHdaTrROVKz,Şahsenem,40161,29,turkish pop
gizem kara,6K08etwXa3DlPdKL1Si8HQ,Gizem Kara,39584,43,"arabesk, oyun havasi, turkish pop, karadeniz folk"
eyüphan,2Cmg4o3fowOPU0gUckQevs,Eyüphan,39323,42,arabesk
eda doğanay,1FtJZKdjpUUSXffDbKrDVm,Eda Doğanay,39015,50,arabesk
hazal,5bk37r4ahFmVfT6JG6x7gx,Hazal,38638,25,turkish pop
metin şentürk,2uCyCZTOcXN7OmSrEcekT8,Metin Şentürk,38642,29,"arabesk, turkish pop, traditional folk"
grup roj,4Pj2N5oJ3rrQjERtkC3MMl,Grup Roj,38607,39,arabesk
dil tengi,1eaEBfeIVv7eFsotYbNe1D,Dil Tengi,38528,38,"arabesk, karadeniz folk"
ali asker,7KBlV8iB540zc3uuNLNqLJ,Ali Asker,38371,28,arabesk
almora,5rThgU18h0ejIeElIlLWkS,Almora,38246,24,"symphonic metal, anatolian rock, folk metal"
mustafa keser,0M4jyxbQ9vrCql6jYi2y0o,Mustafa Keser,37418,29,"arabesk, oyun havasi"
ali güven,3CPiYdSDYnyKdY5vhWNaYq,Ali Güven,37244,34,turkish pop
izzet yildizhan,,,,,
grup vitamin,2eUMbfgTdYOaeB1mhXd9tJ,Grup Vitamin,37012,35,"turkish pop, anatolian rock"
zeyd,12MwQGIKtcERM3CNJhhq5T,Zeyd,36986,38,"turkish pop, turkish hip hop, arabesk"
hatice,7laVsTuDSb6W4ZofrBZseL,Hatice,36753,31,"arabesk, oyun havasi, turkish pop, karadeniz folk"
umut kuzey,6rVs4DcTHKUVdFFNq4CEYo,Umut Kuzey,35739,19,anatolian rock
siya siyabend,6dfK2Nf8dLB014wdgJrQBX,Siyabend,18189,43,
zeki erdem,78wDVx6qFu0Cm2zCdwjWN1,Zeki Erdem,35448,24,arabesk
cankan,4ig7U6uZzEDp3nlpWlE8yq,Cankan,35452,32,"turkish pop, arabesk"
aşıl,4qxQcRG5ghwRQ6dIJugiRd,Aşıl,22077,17,turkish hip hop
meyra,31SY4y5GZLDRrW7GIswamU,Meyra,34940,34,turkish pop
nazlıcan kübra,3VNi9AeNGDZJlV16wu55lc,Nazlıcan Kübra,34762,43,arabesk
volga tamöz,0Ktsg7r5IMtl49VmPwiPpu,Volga Tamöz,34582,39,"turkish pop, t-pop"
taner olgun,1gPllJoBfKLSOK6ObJKVjI,Taner Olgun,34457,33,"oyun havasi, arabesk, karadeniz folk"
uğur etiler,41KdIHAPsB6TaHgzHSYGMM,Uğur Etiler,33815,30,turkish pop
majeste,5zcIfMeh1fJySdYz6faU0k,Majeste,33831,42,turkish pop
mümin sarikaya,1cozKvV0ZICd4V3RGTgaFA,Mümin Sarıkaya,33601,33,"arabesk, karadeniz folk"
kerim tekin,2alo1EodApgARIz5lOuvHK,Kerim Tekin,33455,36,turkish pop
zeynep casalini,7gcpWHccoirYLWCkHgyKtI,Zeynep Casalini,33530,39,turkish pop
haylaz,0Wk8Ihu0ZdVIVqv3Vkg5TM,Haylaz,32436,35,"arabesk, turkish hip hop"
ozan koçer,22HxGT3v3lAMu1KWXN0BkL,Ozan Koçer,32182,31,turkish pop
rozz kalliope,4cKccE5LtINGKLAe0wd8pc,Rozz Kalliope,32095,32,"turkish hip hop, turkish pop"
aslı demirer,3D9xlymkbZDrMXvWWn7AQI,Aslı Demirer,32151,40,turkish pop
zekai tunca,28qT1U6wHdW2WSCGdA7ZDQ,Zekai Tunca,31929,30,arabesk
elvan günaydın,0mNxtGmbl3R6xfgb4JjdrK,Elvan Günaydın,31871,28,turkish pop
bülent gökçe,621d9tSNN3a6V7IZVzMsMY,Bülent Gökçe,31663,37,"oyun havasi, arabesk"
gökhan akar,2rugEs4ym77v8gPi80XXr5,Gökhan Akar,31579,32,turkish pop
gülcihan koç,7bpS8Zsh5LYaF3Y00MvLeA,Gülcihan Koç,31544,29,"karadeniz folk, arabesk"
yakup ekin,0UI878LLMOdo8LKz85hEu0,Yakup Ekin,31486,31,"arabesk, turkish pop"
emre sertkaya,2wkHOgf0AlrLgQhlI35max,Emre Sertkaya,30773,27,"arabesk, karadeniz folk"
ankaralı coşkun,3tG5FkNsoq0TYXhviTMAHE,Ankaralı Coşkun,30684,29,"oyun havasi, arabesk"
emar hoca,3auZD4rN4J9tpowZxUplLQ,Emar Hoca,30590,28,turkish hip hop
hardal,7qyzljARZ2H0lYjBuRiTM3,Hardal,30225,36,anatolian rock
furkan,6W1El4pLfVxwgMnAqfX4O7,Furkan Halıcı,16729,43,
ragga oktay,1dp13r1d5Mp119KCR4BQvw,Ragga Oktay,30229,53,"arabesk, turkish pop"
mustafa küçük,21wUPPJiWMAfuP5G6akLbV,Mustafa Küçük,29815,32,"oyun havasi, arabesk, karadeniz folk"
rengin,48i1aKgMChNYloMbB1uJEH,Rengin,29878,40,turkish pop
aylin coşkun,2MGfqrHOt6TPVruHPG6tFF,Aylin Coşkun,29208,34,"turkish pop, t-pop"
hüzün,5ah9Qmi20loVCb4Lzf3Yxo,Hüzün,27554,45,arabesk
eda özülkü,0cgSYlujiVSs6ofHEbAvid,Eda Özülkü,27300,22,turkish pop
marc aryan,3VtbhVouqBjeReY1vU8IHw,Marc Aryan,27325,33,anatolian rock
şehzade,6jL7MqFF4eGgLfwO4upOkz,Şehzade,27521,42,"turkish hip hop, turkish pop"
zeynep başkan,47bXR9alQD6AUNUYQX2nO4,Zeynep Başkan,26931,32,"karadeniz folk, arabesk, oyun havasi"
minor empire,0zO2Xuo7PZ47P46q2Gu3s7,Minor Empire,26834,20,"karadeniz folk, anatolian rock"
yedi karanfil,72AIXHq51QUzL9ijy98qE3,Yedi Karanfil,26825,34,"karadeniz folk, arabesk"
ege boran,3fLOI9YQNiRAOCwUm75Zqn,Ege Boran,26849,44,turkish hip hop
ilke,6HFMFBSKBz3HrMIvmdM5LP,ILKE,10860,19,turkish hip hop
ceren gündoğdu,2t6i0lQOkrmuIInzYZFM90,Ceren Gündoğdu,26275,37,turkish pop
göktan,0SC5bBxCOYv7YtBa8XLTh0,Göktan,26179,31,turkish pop
alper erozer,7ht8wuTYoQjBrPWs0MmbEF,Alper Erozer,25412,25,turkish pop
emel taşçıoğlu,2vVuUl99SzbMhufpZb1lPU,Emel Taşçıoğlu,25428,29,"oyun havasi, arabesk, karadeniz folk"
kazancı bedih,2uVpTbV5OnmZZXGK2lGMmD,Kazancı Bedih,25315,39,"oyun havasi, arabesk"
sinan zorbey,7si5RPHEQYUHtN4hPp5W8Q,Sinan Zorbey,25060,17,arabesk
feryal öney,4I392Ox22w5GVGe37VBjPv,Feryal Öney,24660,21,"oyun havasi, anatolian rock"
şatellites,5i2aeGMxTOr8ox7IIqJoxi,Şatellites,24490,30,anatolian rock
ferman akdeniz,5B9K2YDPWSbgjfVLu1Xaor,Ferman Akdeniz,24349,39,arabesk
oya & bora,4KBqNI9S7b1auif398Eef5,Oya & Bora,23973,37,turkish pop
erol parlak,2abfTrwaMafX06RqZ060VY,Erol Parlak,23446,26,"karadeniz folk, oyun havasi, arabesk"
harika avcı,7kSXfKnz2ZHGNyBN1PF7FV,Harika Avcı,23471,36,"arabesk, turkish pop"
iskender paydas,41rbd3YKGK2LiBty2QWmdN,Iskender Paydas,23041,50,turkish pop
lalfizu,30QNnzgsYkMMoS34AlWGxE,Lalfizu,22769,22,turkish hip hop
gaye aksu,4HtJueBZr7JJ7ZlQHNJzql,Gaye Aksu,22765,33,"arabesk, karadeniz folk"
onur mete,7uJvDwK3jWE215FYK6Fl6s,Onur Mete,22500,34,turkish pop
tual,1pN6fkbVTYbHEhN8jl49dE,Tual,22300,31,"turkish pop, arabesk"
melih görgün,2CTggmdbEpr6nyI8zHzGla,Melih Görgün,22222,49,"arabesk, turkish pop"
cici kızlar,1I253VA1DgfRm9misAcGq8,Cici Kızlar,22022,24,"anatolian rock, turkish pop"
cavit karabey,12Nw7al9M3606P4vaJIleA,Cavit Karabey,21927,28,arabesk
merve deniz,0bL7vu8m0DXhsh3NJFaoAK,Merve Deniz,21745,31,turkish pop
anatolia,0VoMyaINvUMTJOrSMQt4WC,Anatolia Rock House,22812,53,"anatolian rock, arabesk"
burcu sapmaz,1KVIEzZBIgcrQeDRNTPM57,Burcu Sapmaz,21474,0,turkish pop
yılmaz çelik,2Xgezho0lE0uyfbJzRP7Xu,Yılmaz Çelik,21471,36,arabesk
4 yüz,7Iusq7I3YKNa1MnCCrsaqp,4 Yüz,21310,34,"turkish pop, t-pop"
ugur arslan,6hYwnbYkyDgxo5dDL3nKxr,Ugur Arslan,21139,22,arabesk
hünkar göksu,6cCJrO94gspaPncQR8DXwe,Hünkar Göksu,21149,31,turkish pop
bilge nihan,6zNQTrKQrzfHgPGVvtasBp,Bilge Nihan,20887,31,turkish pop
bizim gönül,0KSreug7UdtTWnRNjtc6DC,Bizim Gönül,20579,28,"karadeniz folk, arabesk"
